"Perimeter","0.696546610354154","0.706243868848985","0.645925925925926","0.48","0.0836872714167082","0.0994565895826402","0.118952721903844","0.203822531043734"
"Area","0.639057213258316","0.69022702473648","0.645185185185185","0.47","0.0792979395102952","0.103052322013493","0.115639752113615","0.204644068154619"
"Width.Mid.height","0.663317996494296","0.690541766148084","0.613333333333333","0.325","0.0788314652546572","0.106378556208383","0.134225205037699","0.20223167656604"
"Maximum.Width","0.669797558574023","0.697002452698231","0.616296296296296","0.331666666666667","0.0775663386547188","0.105297446920404","0.132901779024789","0.201705535478096"
"Height.Mid.width","0.527815076217232","0.510866969775808","0.548888888888889","0.436666666666667","0.114467886279643","0.158748322593047","0.124296012469097","0.207224116482377"
"Maximum.Height","0.596258569510899","0.588100775662603","0.598518518518519","0.545","0.111139553012962","0.143645844725719","0.112066486742332","0.206987825080471"
"Curved.Height","0.601950869176003","0.592401716192595","0.595555555555556","0.575","0.110415686446465","0.143009158846301","0.116056962993934","0.204295318549418"
"Fruit.Shape.Index.External.I","0.250221089584232","0.388612078628764","0.477477477477477","0.197635135135135","0.140213382700018","0.148359382652744","0.135593999393214","0.180356266802159"
"Fruit.Shape.Index.External.II","0.26696111172463","0.409409854793614","0.501501501501502","0.197635135135135","0.137558394645558","0.142671882363326","0.138065730890301","0.187294963581445"
"Average.Red","0.315576079902827","0.290735284102517","0.423280423280423","0.183333333333333","0.180426051560173","0.180927439480869","0.126212296181163","0.17768092981666"
"Average.Green","0.173655380810541","0.155157279819603","0.353439153439153","0.0976190476190476","0.151942405958763","0.186033239058748","0.130545055388766","0.160734634446415"
"Average.Blue","0.248787845949582","0.168357282846398","0.313227513227513","0.10952380952381","0.127615893041981","0.169529741234607","0.12497003665661","0.15474781564496"
"Average.L.Value","0.181184535327906","0.150412589952555","0.367724867724868","0.113095238095238","0.192159570260358","0.220917595706364","0.145308086918144","0.152315273783208"
"Average.a.Value","0.355030597434801","0.492382314438567","0.522486772486772","0.303571428571429","0.139351430958545","0.127297763435615","0.121691389423953","0.178140616294651"
"Average.b.Value","-0.0272539201357705","-0.041348853223158","0.281746031746032","0.113095238095238","0.164511554581207","0.176194325001667","0.124908329999627","0.157181317986709"
"Pericarp.Area","0.557872151452098","0.620643400471448","0.566666666666667","0.351666666666667","0.0833548852961952","0.0959991590429485","0.116392027867595","0.20087198055654"
"Pericarp.Thickness","0.568415688517282","0.625858032629236","0.607407407407407","0.465","0.0841396772674099","0.096049673027975","0.129798193021714","0.220641985818747"
