0,0.75,0
NA,NA,NA
0.25,0.25,0
0.25,0.5,0.25
0,0.5,0.25
NA,NA,NA
0.25,0,0.25
NA,NA,NA
0,0.25,0
0.25,0.5,0.25
0.25,0.25,0.25
NA,NA,NA
0.25,0.25,0
0,0,0.25
0,0,0
0.25,0.25,0
NA,NA,NA
0,0.5,0.25
0,0.5,0
NA,NA,NA
NA,NA,NA
0.25,0.25,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
0,0.25,0
0,0.5,0
NA,NA,NA
0.25,0.25,0.5
0.25,0,0.25
NA,NA,NA
0,0.25,0
0,0.5,0.5
0,0,0
0.25,0.25,0
0.25,0.5,0.25
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.25,0.25,0
NA,NA,NA
0,0.5,0
NA,NA,NA
0,0.5,0
0.25,0.25,0
NA,NA,NA
0.25,0.5,0.5
0,0.5,0
0,0.25,0
0,0.25,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0.5,0.25,0
NA,NA,NA
0,0.25,0
0,0.25,0
NA,NA,NA
NA,NA,NA
0.25,0.25,0.25
NA,NA,NA
0,0.5,0
0.25,0,0
0,0.25,0.25
0,0.25,0
NA,NA,NA
NA,NA,NA
0,0.25,0
0.5,0.5,0.25
NA,NA,NA
0,0,0
NA,NA,NA
0.25,0.25,0.5
0,0.5,0
0,0.5,0.25
0.25,0.25,0.25
NA,NA,NA
0,0.5,0
NA,NA,NA
0,0.25,0
NA,NA,NA
NA,NA,NA
0.25,0.25,0
0,0.25,0
0.25,0.5,0
NA,NA,NA
NA,NA,NA
0,0.5,0
NA,NA,NA
0,0.25,0
NA,NA,NA
0,0.5,0
0,0,0.25
0.25,0.5,0.25
0,0.25,0.25
NA,NA,NA
0,0.25,0.5
0.25,0.25,0
0,0.25,0
NA,NA,NA
0.25,0.25,0
NA,NA,NA
0,0.25,0.25
NA,NA,NA
NA,NA,NA
NA,NA,NA
0,0.25,0.25
0,0.5,0
0.5,0.25,0
0.25,0.25,0.25
NA,NA,NA
NA,NA,NA
0,0.25,0
NA,NA,NA
0,0,0
NA,NA,NA
NA,NA,NA
0,0.5,0.25
0,0.5,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0,0.25,0
NA,NA,NA
NA,NA,NA
0,0.25,0.25
0.25,0.25,0.25
0.5,0.5,0
0,0.5,0
NA,NA,NA
0.25,0,0
NA,NA,NA
NA,NA,NA
NA,NA,NA
0,0,0
0,0.5,0.25
NA,NA,NA
0,0,0
0,0,0.25
0.5,0.5,0.5
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
0,0.5,0.25
0.25,0.25,0
NA,NA,NA
0.113095238095238,0.303571428571429,0.113095238095238
