"Trait","Mean-AUC","Accurancy","Top1","Top2","SD-AUC","Accurancy","Top1","Top2"
"Fruit.size","0.780666984329461","0.767889744216357","0","0.696483759222818","0.0865049425670202","0.0713458523086123","0","0.249035684266952"
"Fruit.yield.per.plant","0.678246588394187","0.638030564865242","0.217980295566502","0.576584557882944","0.0981180459097899","0.0795470928253992","0.255304787222062","0.148493748117381"
