"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.702894419130416","0.681514627629309","0.58991452991453","0.372666666666667"
"Area","0.591701247980011","0.664798663553146","0.585811965811966","0.375666666666667"
"Width.Mid.height","0.656553642425202","0.667173771026427","0.555384615384615","0.328666666666667"
"Maximum.Width","0.661841026352579","0.670950032228265","0.555726495726496","0.333333333333333"
"Height.Mid.width","0.642796860656486","0.53995955396857","0.476239316239316","0.365666666666667"
"Maximum.Height","0.680869860120202","0.605063202579075","0.524615384615385","0.434666666666667"
"Curved.Height","0.679173815935996","0.612160064091184","0.526495726495727","0.465666666666667"
"Fruit.Shape.Index.External.I","0.105148309776344","0.115680618334266","0.388547008547009","0.278666666666667"
"Fruit.Shape.Index.External.II","0.083205590944433","0.164345527955682","0.405470085470085","0.255333333333333"
"Curved.Fruit.Shape.Index","0.0609442175559437","0.167605786555366","0.411282051282051","0.224"
"Proximal.Fruit.Blockiness","0.242024336149018","0.269588135165114","0.39008547008547","0.234666666666667"
"Distal.Fruit.Blockiness","-0.000788045341787875","0.0311067643331788","0.29008547008547","0.119333333333333"
"Fruit.Shape.Triangle","0.108268276164128","0.0583783946983906","0.296239316239316","0.168"
"Ellipsoid","0.460002174085017","0.505474267604047","0.511965811965812","0.296333333333333"
"Circular","0.336701655181698","0.371095276461511","0.439316239316239","0.238333333333333"
"Rectangular","0.0805840536327111","0.215979443495548","0.39982905982906","0.226333333333333"
"Shoulder.Height","0.450319959966714","0.503073640429666","0.522735042735043","0.257"
"Proximal.Angle.Micro","0.506289567125783","0.437938710128221","0.396239316239316","0.258666666666667"
"Proximal.Angle.Macro","0.471413782961632","0.485830659074046","0.504786324786325","0.26"
"Proximal.Indentation.Area","0.456294313485513","0.556024408368495","0.546153846153846","0.308333333333333"
"Distal.Angle.Micro","0.179782223733404","0.175247936708007","0.381025641025641","0.197333333333333"
"Distal.Angle.Macro","0.0528326230782973","0.0627582380716461","0.240683760683761","0.0996666666666667"
"Distal.Indentation.Area","0.0969076375392938","0.28911075164025","0.434358974358974","0.226666666666667"
"Distal.End.Protrusion","0.088402551448442","0.212414946317185","0.34034188034188","0.185333333333333"
"Obovoid","-0.00973837537104022","0.0205037887538306","0.296752136752137","0.144333333333333"
"Ovoid","0.155578791602999","0.0879265605803786","0.308205128205128","0.162"
"V..Asymmetry","-0.14121263401496","0.0855543410648481","0.282051282051282","0.0883333333333333"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.41949353738402","0.466064235613988","0.443076923076923","0.373666666666667"
"Width.Widest.Pos","0.125886709607842","0.168427247306296","0.40017094017094","0.266666666666667"
"Eccentricity","0.395180800617932","0.474637967794613","0.608205128205128","0.467333333333333"
"Proximal.Eccentricity","0.321582813635669","0.0458474798870977","0.348376068376068","0.298666666666667"
"Distal.Eccentricity","-0.185967163958972","0.179285512223776","0.398632478632479","0.171666666666667"
"Fruit.Shape.Index.Internal","0.0826872420878516","0.164675852462822","0.405811965811966","0.255"
"Eccentricity.Area.Index","0.311350010144554","0.356999956687871","0.464102564102564","0.261333333333333"
"Average.Red","0.508671942259622","0.413742060294874","0.417094017094017","0.225333333333333"
"Average.Green","0.378457894890052","0.312276648140309","0.397264957264957","0.327333333333333"
"Average.Blue","0.412680312198557","0.292280344308038","0.364957264957265","0.274666666666667"
"Average.Luminosity","0.382891352801177","0.318056252759608","0.378974358974359","0.179"
"Average.L.Value","0.28998822827228","0.236259186934138","0.346495726495727","0.158333333333333"
"Average.a.Value","0.603250211184817","0.406309303691161","0.437094017094017","0.350666666666667"
"Average.b.Value","0.202474241662373","0.115156818564594","0.356581196581197","0.172333333333333"
"Average.Hue","0.658647349800523","0.362458880134009","0.428376068376068","0.409333333333333"
"Average.Chroma","0.453981967721894","0.320091002198582","0.431794871794872","0.351666666666667"
"Lobedness.Degree","0.270383764649501","0.413421203803593","0.444102564102564","0.205"
"Pericarp.Area","0.457160205597301","0.606940484823435","0.577606837606838","0.351"
"Pericarp.Thickness","0.464457337697774","0.606900119886528","0.611965811965812","0.465333333333333"
