"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.749542320520359","0.720807597374698","0.595851851851852","0.34969696969697"
"Area","0.631577661922889","0.708963562825014","0.583851851851852","0.352424242424242"
"Width.Mid.height","0.702392250124911","0.713525359433475","0.574814814814815","0.322121212121212"
"Maximum.Width","0.706946621007849","0.716350856124977","0.574518518518519","0.322727272727273"
"Height.Mid.width","0.710822490934339","0.60651609516184","0.464444444444444","0.318181818181818"
"Maximum.Height","0.739070090400462","0.656622480515075","0.512888888888889","0.366666666666667"
"Curved.Height","0.73555245518242","0.661845142747085","0.505333333333333","0.398484848484848"
"Fruit.Shape.Index.External.I","0.138215049460245","0.109064497681378","0.378074074074074","0.247878787878788"
"Fruit.Shape.Index.External.II","0.0948857029003544","0.145166155532839","0.387703703703704","0.216060606060606"
"Curved.Fruit.Shape.Index","0.0525867556530132","0.14080938708387","0.378814814814815","0.178484848484848"
"Proximal.Fruit.Blockiness","0.26784198739578","0.301730327988882","0.388592592592593","0.223636363636364"
"Distal.Fruit.Blockiness","-0.00714018840688571","-0.0102909583741821","0.256740740740741","0.0775757575757576"
"Fruit.Shape.Triangle","0.119832163003459","0.087854802598875","0.309037037037037","0.154848484848485"
"Ellipsoid","0.490126149017337","0.546829907224247","0.521777777777778","0.263939393939394"
"Circular","0.350485631632213","0.390942862645747","0.442666666666667","0.209090909090909"
"Rectangular","0.05991926168317","0.143456875507698","0.347111111111111","0.172121212121212"
"Shoulder.Height","0.476674553959582","0.548256836247928","0.526222222222222","0.234242424242424"
"Proximal.Angle.Micro","0.531133029911048","0.490325975657376","0.423555555555556","0.232727272727273"
"Proximal.Angle.Macro","0.52233329265244","0.52578573862542","0.521037037037037","0.256969696969697"
"Proximal.Indentation.Area","0.478142629404556","0.592823223100229","0.556444444444444","0.296060606060606"
"Distal.Angle.Micro","0.196380422100328","0.161895695302587","0.377185185185185","0.182424242424242"
"Distal.Angle.Macro","0.0570062903232665","0.0475220652711076","0.228444444444444","0.0678787878787879"
"Distal.Indentation.Area","0.0797276513436205","0.228644084342067","0.412","0.211818181818182"
"Distal.End.Protrusion","0.0455154374555006","0.152861133671306","0.321481481481481","0.161515151515152"
"Obovoid","-0.00568564370977445","0.0263646695664192","0.305333333333333","0.141212121212121"
"Ovoid","0.177457751763977","0.132116589103978","0.338222222222222","0.165151515151515"
"V..Asymmetry","-0.187859613009014","0.297612008373152","0.415407407407407","0.209090909090909"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.461666536307826","0.525579086928949","0.435259259259259","0.314242424242424"
"Width.Widest.Pos","0.1179341304248","0.172878192600786","0.411555555555556","0.214242424242424"
"Eccentricity","0.417262834887198","0.518118996850669","0.624888888888889","0.472424242424242"
"Proximal.Eccentricity","0.380326218287872","0.171729802843484","0.455703703703704","0.491212121212121"
"Distal.Eccentricity","-0.220291074020326","0.200236761513318","0.355555555555556","0.153333333333333"
"Fruit.Shape.Index.Internal","0.0940807237421757","0.144448209550054","0.38962962962963","0.216969696969697"
"Eccentricity.Area.Index","0.32880557300704","0.388903530672705","0.488148148148148","0.255454545454545"
"Average.Red","0.601346451194888","0.475129857623302","0.434074074074074","0.206363636363636"
"Average.Green","0.455761684786737","0.379517620042372","0.45437037037037","0.42030303030303"
"Average.Blue","0.47967128039663","0.374024279597612","0.407851851851852","0.407272727272727"
"Average.Luminosity","0.411606780539847","0.369158830762849","0.396740740740741","0.166060606060606"
"Average.L.Value","0.304950475644077","0.280833720017186","0.356148148148148","0.202121212121212"
"Average.a.Value","0.704588023351521","0.422856292872276","0.433925925925926","0.317575757575758"
"Average.b.Value","0.258644418104325","0.167414445086448","0.364888888888889","0.172424242424242"
"Average.Hue","0.762441920437149","0.39670247862868","0.477333333333333","0.623636363636364"
"Average.Chroma","0.553501022702703","0.348079399084404","0.410814814814815","0.32030303030303"
"Lobedness.Degree","0.289162030933737","0.419520061632369","0.447259259259259","0.226969696969697"
"Pericarp.Area","0.455025165878073","0.625756740204132","0.609777777777778","0.332727272727273"
"Pericarp.Thickness","0.458624334831318","0.623523430914508","0.64562962962963","0.429090909090909"
