"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.74806953242101","0.728302833544302","0.581866666666667","0.346933333333333"
"Area","0.62466131538527","0.720586795740392","0.562133333333333","0.334133333333333"
"Width.Mid.height","0.696960085871318","0.721518645035131","0.565466666666667","0.322933333333333"
"Maximum.Width","0.701301102833662","0.724070887599189","0.5656","0.326666666666667"
"Height.Mid.width","0.721913632997868","0.629243372863806","0.4576","0.328"
"Maximum.Height","0.745410582497879","0.673895504801853","0.5052","0.3528"
"Curved.Height","0.741058026760554","0.67829220420058","0.500533333333333","0.373866666666667"
"Fruit.Shape.Index.External.I","0.130576496062453","0.0714428317516118","0.358533333333333","0.189333333333333"
"Fruit.Shape.Index.External.II","0.0693990611440556","0.0751888031166583","0.3556","0.171466666666667"
"Curved.Fruit.Shape.Index","0.0339122050054037","0.0655112819268364","0.347866666666667","0.144266666666667"
"Proximal.Fruit.Blockiness","0.258681917795452","0.294326566211098","0.376","0.1944"
"Distal.Fruit.Blockiness","-0.0072891436122083","-0.00365393523282481","0.263333333333333","0.100266666666667"
"Fruit.Shape.Triangle","0.100168529556154","0.0807268830398636","0.2968","0.158133333333333"
"Ellipsoid","0.460491727174121","0.552393392125066","0.533333333333333","0.266933333333333"
"Circular","0.298826290832612","0.373479127178283","0.438266666666667","0.219733333333333"
"Rectangular","0.046381113403766","0.102346384550145","0.3172","0.164"
"Shoulder.Height","0.441969442196708","0.552228103199446","0.5168","0.223733333333333"
"Proximal.Angle.Micro","0.505506434556331","0.50434278749295","0.446666666666667","0.248266666666667"
"Proximal.Angle.Macro","0.528872788468934","0.537105504216102","0.520266666666667","0.278133333333333"
"Proximal.Indentation.Area","0.440056078419544","0.592050003235914","0.545733333333333","0.274666666666667"
"Distal.Angle.Micro","0.163329502614754","0.157484182867749","0.376933333333333","0.1904"
"Distal.Angle.Macro","0.0529083300284591","0.0401258350192133","0.24","0.0749333333333333"
"Distal.Indentation.Area","0.054063982447199","0.160065725910655","0.370666666666667","0.192533333333333"
"Distal.End.Protrusion","-0.00446741090725328","0.0812851832692257","0.292","0.161066666666667"
"Obovoid","-0.00140065867027248","0.00573510444868159","0.312266666666667","0.1624"
"Ovoid","0.16072558577847","0.135519000849039","0.3392","0.163733333333333"
"V..Asymmetry","-0.184149315182037","0.466592441857676","0.508933333333333","0.297066666666667"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.462007068750877","0.549479033282428","0.4276","0.302666666666667"
"Width.Widest.Pos","0.0998215230678908","0.15891121834304","0.405733333333333","0.170666666666667"
"Eccentricity","0.400498062141991","0.528559638356986","0.611866666666667","0.443466666666667"
"Proximal.Eccentricity","0.26294716731662","0.22455195234265","0.502933333333333","0.5496"
"Distal.Eccentricity","-0.0489446755353463","0.370493785444824","0.389866666666667","0.167733333333333"
"Fruit.Shape.Index.Internal","0.0693528982768487","0.0754753031267437","0.3572","0.173866666666667"
"Eccentricity.Area.Index","0.328433714997702","0.38805789737973","0.480133333333333","0.245066666666667"
"Average.Red","0.634649981541551","0.506992376692398","0.456533333333333","0.211466666666667"
"Average.Green","0.456841841888415","0.334040038214917","0.4732","0.454666666666667"
"Average.Blue","0.468712104038022","0.353545089448704","0.4168","0.463466666666667"
"Average.Luminosity","0.368156886534975","0.378764154057712","0.415733333333333","0.1872"
"Average.L.Value","0.241326730030231","0.225589618135033","0.345466666666667","0.226666666666667"
"Average.a.Value","0.727115752076686","0.401421175174295","0.412933333333333","0.298133333333333"
"Average.b.Value","0.276880045343526","0.188254623283553","0.3648","0.177866666666667"
"Average.Hue","0.78278831378295","0.394999547454926","0.494533333333333","0.724533333333333"
"Average.Chroma","0.592918364604649","0.377538285969135","0.411333333333333","0.295466666666667"
"Lobedness.Degree","0.241956204258212","0.287622503077088","0.3844","0.238666666666667"
"Pericarp.Area","0.409923770099828","0.608067203826196","0.605733333333333","0.312533333333333"
"Pericarp.Thickness","0.407164907908905","0.605898597423265","0.658","0.429866666666667"
