"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.663237960954044","0.662993865314721","0.605","0.392222222222222"
"Area","0.56328672918657","0.638400953769938","0.59037037037037","0.402222222222222"
"Width.Mid.height","0.619385925485583","0.647007500929612","0.562777777777778","0.332962962962963"
"Maximum.Width","0.625327994135217","0.651280161884246","0.561296296296296","0.33962962962963"
"Height.Mid.width","0.578577469480138","0.494819961619039","0.478333333333333","0.368518518518519"
"Maximum.Height","0.627225899076812","0.569010114947378","0.531111111111111","0.463333333333333"
"Curved.Height","0.62782164118801","0.577005208695048","0.53962962962963","0.489259259259259"
"Fruit.Shape.Index.External.I","0.0875106280428439","0.132266453688914","0.39462962962963","0.27037037037037"
"Fruit.Shape.Index.External.II","0.088653131823236","0.198748802000139","0.412407407407407","0.25962962962963"
"Curved.Fruit.Shape.Index","0.0754666968613017","0.19487779243929","0.41537037037037","0.225185185185185"
"Proximal.Fruit.Blockiness","0.202811533903853","0.241006230435828","0.392777777777778","0.222592592592593"
"Distal.Fruit.Blockiness","0.00215259254968948","0.0228955967746159","0.292037037037037","0.127777777777778"
"Fruit.Shape.Triangle","0.0963668933568443","0.0251860193529906","0.288703703703704","0.138888888888889"
"Ellipsoid","0.42783090091309","0.47567526460808","0.506296296296296","0.28037037037037"
"Circular","0.309674697245339","0.341209574738986","0.421851851851852","0.235185185185185"
"Rectangular","0.093339603044846","0.224036633950125","0.411666666666667","0.215925925925926"
"Shoulder.Height","0.429968808341839","0.48006622212019","0.531666666666667","0.244074074074074"
"Proximal.Angle.Micro","0.458038277133514","0.41312236392308","0.400740740740741","0.272592592592593"
"Proximal.Angle.Macro","0.419827282043317","0.457891335046415","0.488148148148148","0.246296296296296"
"Proximal.Indentation.Area","0.437629616109806","0.53129775627946","0.545185185185185","0.295185185185185"
"Distal.Angle.Micro","0.147197889003093","0.158646145849236","0.361296296296296","0.186666666666667"
"Distal.Angle.Macro","0.0464840460839411","0.0671999058479063","0.258888888888889","0.0977777777777778"
"Distal.Indentation.Area","0.114645662669952","0.32147464147785","0.438703703703704","0.234074074074074"
"Distal.End.Protrusion","0.118642711360395","0.249534339563024","0.350740740740741","0.176666666666667"
"Obovoid","-0.0275145530246916","0.00320553530926825","0.281666666666667","0.116666666666667"
"Ovoid","0.109524883455034","0.0447078333457106","0.296296296296296","0.147037037037037"
"V..Asymmetry","-0.110126228848809","0.0376316194464763","0.275740740740741","0.0592592592592593"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.383497653442803","0.42042613285583","0.44962962962963","0.371481481481481"
"Width.Widest.Pos","0.12391888423464","0.149445435549127","0.395925925925926","0.255185185185185"
"Eccentricity","0.376695428106867","0.453407628497037","0.568703703703704","0.454814814814815"
"Proximal.Eccentricity","0.175012075952231","-0.013992425316058","0.311481481481481","0.185925925925926"
"Distal.Eccentricity","-0.0487408778263794","0.186263857169584","0.422592592592593","0.177777777777778"
"Fruit.Shape.Index.Internal","0.0883834831011593","0.199043637289627","0.412037037037037","0.258148148148148"
"Eccentricity.Area.Index","0.296370913532466","0.339475871479384","0.456481481481481","0.244444444444444"
"Average.Red","0.439534600486322","0.372328356135843","0.403148148148148","0.217407407407407"
"Average.Green","0.295999844862608","0.253472139268931","0.370740740740741","0.232962962962963"
"Average.Blue","0.326909055507877","0.230746579623585","0.335740740740741","0.194074074074074"
"Average.Luminosity","0.360179330011948","0.284467902863625","0.35462962962963","0.154074074074074"
"Average.L.Value","0.247139881752826","0.183098594809825","0.322222222222222","0.121851851851852"
"Average.a.Value","0.503224968282988","0.393370048845985","0.448888888888889","0.367407407407407"
"Average.b.Value","0.14995671937263","0.0840600967659791","0.341481481481481","0.144814814814815"
"Average.Hue","0.536027205590885","0.330447577378059","0.39962962962963","0.317777777777778"
"Average.Chroma","0.370292310399397","0.327795680255573","0.448333333333333","0.352592592592593"
"Lobedness.Degree","0.279740863886064","0.395837535014006","0.43537037037037","0.201851851851852"
"Pericarp.Area","0.461733618420337","0.600201195707529","0.565185185185185","0.34"
"Pericarp.Thickness","0.469682343873865","0.600160178495227","0.592592592592593","0.448148148148148"
