"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.733823567555857","0.705510251980786","0.601269841269841","0.404761904761905"
"Area","0.618041156356608","0.688174382074887","0.585555555555556","0.391428571428571"
"Width.Mid.height","0.685491371260107","0.69494433667672","0.565873015873016","0.346349206349206"
"Maximum.Width","0.690390109440431","0.698089272767569","0.564761904761905","0.350793650793651"
"Height.Mid.width","0.687849083440836","0.574764008875429","0.468888888888889","0.353968253968254"
"Maximum.Height","0.720067998339036","0.630908294380256","0.521904761904762","0.411746031746032"
"Curved.Height","0.717249172417195","0.637317005969692","0.517936507936508","0.451111111111111"
"Fruit.Shape.Index.External.I","0.12242715210102","0.102664450810173","0.375079365079365","0.247936507936508"
"Fruit.Shape.Index.External.II","0.0922481012750423","0.149036350251106","0.391746031746032","0.231428571428571"
"Curved.Fruit.Shape.Index","0.0558074957684223","0.140285349835633","0.383650793650794","0.181904761904762"
"Proximal.Fruit.Blockiness","0.255607080897618","0.284171082463121","0.387777777777778","0.211746031746032"
"Distal.Fruit.Blockiness","-0.00498047612834518","0.0147905029837551","0.276825396825397","0.102857142857143"
"Fruit.Shape.Triangle","0.122528214777309","0.0770587956633501","0.306190476190476","0.162857142857143"
"Ellipsoid","0.480358089170345","0.531586616500651","0.516825396825397","0.279047619047619"
"Circular","0.346119851154227","0.379543300314156","0.436825396825397","0.221587301587302"
"Rectangular","0.071271282851459","0.172610915426356","0.37984126984127","0.206666666666667"
"Shoulder.Height","0.467700575223084","0.528935572165587","0.518095238095238","0.255238095238095"
"Proximal.Angle.Micro","0.530455794087328","0.468611052218313","0.410793650793651","0.252063492063492"
"Proximal.Angle.Macro","0.509614210207641","0.508594053632474","0.513492063492063","0.255555555555556"
"Proximal.Indentation.Area","0.47019389395384","0.574369165962282","0.547301587301587","0.304761904761905"
"Distal.Angle.Micro","0.196737271338565","0.175690104077439","0.378253968253968","0.180952380952381"
"Distal.Angle.Macro","0.057815050346789","0.0588615883159411","0.237777777777778","0.0828571428571429"
"Distal.Indentation.Area","0.0834389462216334","0.253599663159576","0.416190476190476","0.215873015873016"
"Distal.End.Protrusion","0.0634093731361046","0.179427468224564","0.337460317460317","0.18"
"Obovoid","-0.0215615473213501","-0.0118710288935715","0.286666666666667","0.127619047619048"
"Ovoid","0.168901870658193","0.109149646806747","0.324920634920635","0.165396825396825"
"V..Asymmetry","-0.169970653477607","0.172127432938608","0.331111111111111","0.137777777777778"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.446815796619173","0.496342575308349","0.437936507936508","0.344761904761905"
"Width.Widest.Pos","0.118309298651238","0.168851017345267","0.408253968253968","0.253650793650794"
"Eccentricity","0.41062003277254","0.504165118459221","0.628412698412698","0.482539682539683"
"Proximal.Eccentricity","0.409806070820462","0.11534240948255","0.406825396825397","0.407936507936508"
"Distal.Eccentricity","-0.261335824532457","0.18413393142111","0.370634920634921","0.162539682539683"
"Fruit.Shape.Index.Internal","0.0917908171574874","0.148818379946499","0.392380952380952","0.228888888888889"
"Eccentricity.Area.Index","0.32356492563127","0.379894449814792","0.481746031746032","0.253650793650794"
"Average.Red","0.570838676107747","0.444538015787978","0.42031746031746","0.214603174603175"
"Average.Green","0.419600952727058","0.354566078444236","0.434285714285714","0.397460317460317"
"Average.Blue","0.450999044875294","0.342113431443295","0.381746031746032","0.349206349206349"
"Average.Luminosity","0.408105680827152","0.350871545924355","0.383015873015873","0.165714285714286"
"Average.L.Value","0.300609073244477","0.260109218400356","0.348095238095238","0.178095238095238"
"Average.a.Value","0.666584964997379","0.415834627131122","0.438253968253968","0.341269841269841"
"Average.b.Value","0.236753322202024","0.140795492481395","0.351587301587302","0.155238095238095"
"Average.Hue","0.724365520316447","0.376943430058385","0.443650793650794","0.513968253968254"
"Average.Chroma","0.515217068045659","0.344146013280561","0.430634920634921","0.327619047619048"
"Lobedness.Degree","0.287175846669182","0.417286392162866","0.450952380952381","0.216825396825397"
"Pericarp.Area","0.45370004724353","0.614279903639691","0.595873015873016","0.333333333333333"
"Pericarp.Thickness","0.458527554762648","0.612498848238407","0.622222222222222","0.416507936507936"
