"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Distal.Angle.Micro","0.757521546681","0.744381504801334","0.729333333333333","0.605333333333333","0.0747632525265134","0.0773475220769984","0.105897675486188","0.162111349033492"
"Distal.Angle.Macro","0.746060639274366","0.758814616755793","0.738666666666667","0.574666666666667","0.0883846283599927","0.075658742043805","0.096089071281217","0.184349633772448"
"Distal.Indentation.Area","0.717474245807008","0.651911464992135","0.752","0.678666666666667","0.108189937467692","0.105613025531112","0.114528505287941","0.158680239300674"
"Distal.End.Protrusion","0.432939679317068","0.470849192440726","0.546","0.316","0.128138276643209","0.14260010761983","0.119073605345319","0.162645907649617"
"Obovoid","0.62101765962526","0.336364618067427","0.518666666666667","0.569333333333333","0.21537387283565","0.167880920375792","0.142077900300909","0.182063734937572"
"Ovoid","0.693519399820881","0.59321203958623","0.532666666666667","0.526666666666667","0.101366882939365","0.129543060099107","0.11729425320301","0.172493231718854"
"V..Asymmetry","0.615596992122101","0.573183130363503","0.624666666666667","0.505333333333333","0.140749993912196","0.126734484292457","0.108024771374093","0.192052379134173"
"H..Asymmetry.ob","0.44361310567474","0.270770873193537","0.440666666666667","0.481333333333333","0.247942662594216","0.1617462387068","0.124294879227735","0.168843943939135"
"H..Asymmetry.ov","0.798160142197479","0.772673162337055","0.707333333333333","0.676","0.0699086301398016","0.0863905564450402","0.103688140233374","0.159983220596671"
"Width.Widest.Pos","0.633895076179088","0.532634212807996","0.617333333333333","0.613333333333333","0.115484464945573","0.135060502140042","0.11800731786356","0.187769195273113"
"Eccentricity","0.802141305365018","0.635058550645658","0.549333333333333","0.373333333333333","0.0733164983175626","0.111594249413535","0.112772662370257","0.163299316185545"
"Proximal.Eccentricity","0.216499670458297","0.156243725593794","0.466666666666667","0.482666666666667","0.331928603730853","0.1637638317176","0.128317280148807","0.187081673535135"
"Distal.Eccentricity","NaN","NaN","1","1",NA,NA,"0","0"
"Fruit.Shape.Index.Internal","0.842894424762755","0.834230242254613","0.769333333333333","0.698666666666667","0.0563377233790806","0.0742756773245469","0.0926468844060965","0.147910124473277"
"Eccentricity.Area.Index","0.738639457811265","0.68603253719287","0.672666666666667","0.612","0.0805215316631407","0.0956278828896751","0.107376691674631","0.159243176499795"
"Average.Red","0.660502504000217","0.633652823299408","0.631333333333333","0.558666666666667","0.103954075745713","0.10722262987069","0.11879521981359","0.179927900051666"
"Average.Green","0.714371412615284","0.683522871025243","0.672","0.506666666666667","0.0829873553652405","0.0952788743867","0.109372830755095","0.192010439686351"
"Average.Blue","0.738210571579514","0.694281453050428","0.693333333333333","0.64","0.0868093587143715","0.103832351714947","0.107856894168555","0.171843537388759"
"Average.Luminosity","0.718276464179837","0.670621245413352","0.663333333333333","0.614666666666667","0.091171510738319","0.107771793515105","0.105815254141114","0.176614951698068"
"Average.L.Value","0.714439193669342","0.688877442243624","0.675333333333333","0.564","0.0827758997881344","0.098049513997025","0.109872816447852","0.175047452818529"
"Average.a.Value","0.713649265354515","0.592466057428177","0.610666666666667","0.264","0.0847153388898473","0.102708928586954","0.119364461714356","0.165995067445112"
"Average.b.Value","0.419418873998359","0.45377926812269","0.544666666666667","0.308","0.138816175210024","0.141879090363235","0.117887824434452","0.183376240657245"
"Average.Hue","0.722272131307945","0.581264900328531","0.516666666666667","0.169333333333333","0.0803378416073389","0.102861236100194","0.13777555265096","0.154982859700339"
"Average.Chroma","0.594013574539556","0.579838458173052","0.59","0.385333333333333","0.104477651023919","0.104882443808522","0.112774646110591","0.173548309297311"
"Lobedness.Degree","0.555835112469359","0.522201046754303","0.509333333333333","0.432","0.111437569580221","0.117070715445287","0.107657589604972","0.148513891063854"
"Pericarp.Area","0.58541445527536","0.562325170990024","0.556666666666667","0.493333333333333","0.104559528251972","0.106596287646046","0.105815254141114","0.174427795744863"
"Pericarp.Thickness","0.542815289600481","0.50998978585857","0.512666666666667","0.361333333333333","0.116138835370116","0.119019432173756","0.103817513275169","0.171369010639632"
