"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.771275617898655","0.765267935170112","0.694","0.490666666666667","0.0705480390269153","0.0821729111949034","0.113059941338966","0.189079957756119"
"Area","0.823090358721074","0.795789247826919","0.714","0.586666666666667","0.0611978124246721","0.0827739139700898","0.105569723135722","0.172881876368617"
"Width.Mid.height","0.852939310988339","0.843465948351147","0.776666666666667","0.641333333333333","0.0498223336370637","0.0527283277364743","0.0907956379718782","0.17074124489102"
"Maximum.Width","0.83306635447087","0.817992035465993","0.744","0.602666666666667","0.0570182444069706","0.0656218128476167","0.103288219927729","0.180954466691651"
"Height.Mid.width","0.801012768720929","0.806383349911841","0.709333333333333","0.509333333333333","0.0553724700183682","0.0638081826966102","0.112534359654766","0.181842422626478"
"Maximum.Height","0.797252022830481","0.800566034567128","0.713333333333333","0.557333333333333","0.0584418031850327","0.0692595119572802","0.107856894168555","0.187654783241403"
"Curved.Height","0.785592459342061","0.789376659948623","0.708666666666667","0.557333333333333","0.0630036391473688","0.0744971000165535","0.10926027460273","0.175838038148619"
"Fruit.Shape.Index.External.I","0.747167815462147","0.729810103599439","0.678","0.554666666666667","0.0810523047170438","0.091013423161613","0.0988999901602183","0.170505236852665"
"Fruit.Shape.Index.External.II","0.747755212789931","0.71254774643974","0.666666666666667","0.625333333333333","0.0895249904815566","0.103404523162274","0.110317824359279","0.169161638545083"
"Curved.Fruit.Shape.Index","0.733738697185768","0.666654471398373","0.662","0.625333333333333","0.0996024181092608","0.116937614103729","0.117963707306996","0.178429640097503"
"Proximal.Fruit.Blockiness","0.588287823657001","0.465798090601312","0.514","0.469333333333333","0.11425831271273","0.138234102364553","0.127983849652259","0.18822614795519"
"Distal.Fruit.Blockiness","0.50690686592043","0.527789940498485","0.577333333333333","0.393333333333333","0.125514261052102","0.128160231506604","0.115941819861693","0.169351969239978"
"Fruit.Shape.Triangle","0.550291459474058","0.55102595220953","0.55","0.296","0.132814297416917","0.126140880918064","0.113958664353388","0.166640713863025"
"Ellipsoid","0.548367706960505","0.491771174052843","0.559333333333333","0.462666666666667","0.154321093024839","0.142248689186232","0.107501625813625","0.189859243753047"
"Circular","0.693581138456049","0.667067139963855","0.656","0.572","0.101892597011291","0.108729805489669","0.108361810058685","0.158905653491024"
"Rectangular","0.719427655820207","0.698055273547156","0.703333333333333","0.546666666666667","0.0825486973379914","0.0951664526318024","0.109554722109388","0.175960133780608"
"Shoulder.Height","0.656680175890647","0.539028634343586","0.631333333333333","0.613333333333333","0.111965344714844","0.1304359401652","0.113596877418722","0.166554772282341"
"Proximal.Angle.Micro","0.418329449701767","0.383439247733916","0.468666666666667","0.374666666666667","0.129820718638066","0.138344071946854","0.121033949791937","0.178429640097503"
"Proximal.Angle.Macro","0.632793829745203","0.602442934185396","0.602","0.601333333333333","0.106792375336065","0.117227812979896","0.116705330761658","0.19999552567702"
"Proximal.Indentation.Area","0.60079350042215","0.581279750322822","0.617333333333333","0.548","0.11703261670989","0.116706675557392","0.120260716034078","0.184543696286073"
"Distal.Angle.Micro","0.696219669457505","0.657931555047256","0.684","0.589333333333333","0.0824566126879875","0.10147837464757","0.117627554640646","0.156791087725536"
"Distal.Angle.Macro","0.674913449452261","0.665799280118881","0.671333333333333","0.541333333333333","0.100212773495488","0.0938261512835637","0.103195043496464","0.166361241399014"
"Distal.Indentation.Area","0.695833736174392","0.609053243785841","0.712","0.677333333333333","0.119223164573255","0.116672648370978","0.121467536470068","0.160178870933442"
"Distal.End.Protrusion","0.339518526500801","0.362518102332743","0.478666666666667","0.284","0.141666652395749","0.153397721456438","0.125096830504362","0.172264818768183"
"Obovoid","0.588661635601898","0.340807310762816","0.484","0.536","0.192046330015309","0.154019906711413","0.12536122303811","0.21528192846784"
"Ovoid","0.644945926169223","0.563880914868352","0.516666666666667","0.484","0.104922219332543","0.121928846004261","0.120076411168121","0.191455043174754"
"V..Asymmetry","0.54366084886727","0.498242427044102","0.596666666666667","0.533333333333333","0.147509086986907","0.134133999927311","0.10517908452268","0.17898545802228"
"H..Asymmetry.ob","0.430603422961439","0.29498292430577","0.456","0.48","0.210447157561393","0.150554364192198","0.116711081350775","0.182451611678348"
"H..Asymmetry.ov","0.755806340434212","0.732248132093853","0.706666666666667","0.645333333333333","0.0805959390918901","0.0991353175112004","0.104056429364888","0.159102628930004"
"Width.Widest.Pos","0.60415868959727","0.524253985628341","0.597333333333333","0.581333333333333","0.118565658690733","0.128452914735383","0.123128495476109","0.1754712415171"
"Eccentricity","0.770361346998015","0.606058709559394","0.533333333333333","0.369333333333333","0.0858016330154575","0.120879218472696","0.118529392988563","0.17453549730937"
"Proximal.Eccentricity","0.19073098308157","0.0798498119186579","0.45","0.414666666666667","0.254709839411746","0.154123677056041","0.123021250960635","0.1796292478041"
"Distal.Eccentricity","NaN","NaN","1","1",NA,NA,"0","0"
"Fruit.Shape.Index.Internal","0.747303805880367","0.712695118675486","0.666666666666667","0.625333333333333","0.0900024876393108","0.103335363016632","0.110317824359279","0.169161638545083"
"Eccentricity.Area.Index","0.676724401053089","0.598243004577278","0.641333333333333","0.577333333333333","0.099776550773844","0.115049936048148","0.114215542535154","0.175761685308179"
"Average.Red","0.596434490596133","0.553323440274396","0.606","0.550666666666667","0.116490726259276","0.120765123682752","0.114241002759121","0.170174275718544"
"Average.Green","0.615041521337774","0.576959867932808","0.600666666666667","0.449333333333333","0.111896936144069","0.11841305405867","0.114982733846322","0.174842850501142"
"Average.Blue","0.630172034218519","0.582285288848147","0.618","0.522666666666667","0.114691849732217","0.128502188205018","0.108726613623653","0.168350332497152"
"Average.Luminosity","0.636555226553785","0.581975691758703","0.606","0.525333333333333","0.119975122097433","0.123986893992839","0.102472782439727","0.191842590209642"
"Average.L.Value","0.623773623276675","0.589939320419148","0.602","0.488","0.115234316243872","0.121800059216637","0.121218644323155","0.17414026592022"
"Average.a.Value","0.599279378957605","0.513413892818368","0.561333333333333","0.232","0.104754783852058","0.121202132702744","0.123585509166984","0.185486843542923"
"Average.b.Value","0.407284474124879","0.445127650993667","0.524666666666667","0.289333333333333","0.128711586208796","0.126598475653067","0.11639822104009","0.193222987872835"
"Average.Hue","0.6070069217135","0.490813556086519","0.477333333333333","0.201333333333333","0.103404552959622","0.12261690670399","0.126992398793118","0.156293763446179"
"Average.Chroma","0.463425850937658","0.453042186394289","0.53","0.324","0.13259978583296","0.131338157646536","0.121373570533955","0.166560144930276"
"Lobedness.Degree","0.483661911468371","0.471421914726275","0.461333333333333","0.294666666666667","0.120822923978984","0.119508109582065","0.11338990560677","0.166603119876468"
"Pericarp.Area","0.543152510217424","0.526890942259007","0.530666666666667","0.450666666666667","0.102448400484523","0.107451255430069","0.107407938833146","0.165779293185901"
