"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.816740003929918","0.809173782416192","0.718","0.517333333333333","0.0548788977502763","0.0652383948673384","0.101048197683252","0.184189378275055"
"Area","0.835360006193432","0.809068196193433","0.721333333333333","0.584","0.0632279508599791","0.0823685303281406","0.113862431222278","0.156333836568978"
"Width.Mid.height","0.883587406545718","0.88124137484906","0.799333333333333","0.666666666666667","0.0479336715559914","0.0446693595059715","0.0870829787625378","0.172881876368617"
"Maximum.Width","0.867717024982612","0.855301086058827","0.771333333333333","0.662666666666667","0.0503029276270923","0.0589667420844699","0.0943623365505757","0.164070154689862"
"Height.Mid.width","0.83183695080935","0.838996463688115","0.734666666666667","0.545333333333333","0.0488508030849138","0.0578986364002372","0.11172032835316","0.183766216621458"
"Maximum.Height","0.831722328578521","0.832486271634754","0.739333333333333","0.577333333333333","0.047768664258212","0.0558452382769785","0.100265865816212","0.180285629702994"
"Curved.Height","0.826945156126161","0.829086287938067","0.733333333333333","0.614666666666667","0.0482967905685653","0.0575946368624964","0.100779956105233","0.168843943939135"
"Fruit.Shape.Index.External.I","0.835431051669551","0.835963181573053","0.784","0.626666666666667","0.0570074196388766","0.0685344100175471","0.0962937340717272","0.161647004039632"
"Fruit.Shape.Index.External.II","0.835345325135861","0.823694298930543","0.766666666666667","0.696","0.0589116896684921","0.0760932742119283","0.0872138978724315","0.149666295470958"
"Curved.Fruit.Shape.Index","0.828764458995819","0.789726967666577","0.751333333333333","0.697333333333333","0.0661332916056764","0.0867259641683764","0.0953528710756596","0.169858475107943"
"Proximal.Fruit.Blockiness","0.698147586091622","0.584548735898106","0.560666666666667","0.521333333333333","0.096172015266357","0.127595681326481","0.114631985806852","0.155259759246121"
"Distal.Fruit.Blockiness","0.551707275097771","0.590351947034238","0.626666666666667","0.364","0.123645737426595","0.113618585925767","0.111527928104146","0.163961036458392"
"Fruit.Shape.Triangle","0.598843524938805","0.587740045158196","0.589333333333333","0.317333333333333","0.130173639319577","0.124578725233676","0.115361507466406","0.181250935352057"
"Ellipsoid","0.713718565774352","0.661354450651744","0.643333333333333","0.553333333333333","0.113993223697418","0.105805030097976","0.104539043582336","0.183063661742464"
"Circular","0.817346933950301","0.784100378094842","0.759333333333333","0.666666666666667","0.0641935036409504","0.0825540191169902","0.101065907572129","0.163299316185545"
"Rectangular","0.773579641778644","0.757195460685823","0.727333333333333","0.564","0.0705214249372152","0.0779368842257596","0.0954654206110175","0.158973215421581"
"Shoulder.Height","0.724250988170202","0.644276075693498","0.669333333333333","0.634666666666667","0.101076634794628","0.110422657140968","0.115245094330899","0.149714119819669"
"Proximal.Angle.Micro","0.519093970608514","0.488080616410787","0.534666666666667","0.428","0.116057218136354","0.122985389849859","0.107432930016367","0.195286744946189"
"Proximal.Angle.Macro","0.706966879201505","0.685711215571272","0.668","0.622666666666667","0.0899559123076881","0.0998560286681285","0.105753924832366","0.172679890314465"
"Proximal.Indentation.Area","0.691780921760641","0.671516786124054","0.656","0.609333333333333","0.0985603948375318","0.0978429013573293","0.109593513745265","0.178489811965253"
"Distal.Angle.Micro","0.75617934503276","0.747792680121902","0.734","0.601333333333333","0.0753493712837566","0.0751055468518657","0.102864999167313","0.163019604645826"
"Distal.Angle.Macro","0.744523146991625","0.753918549824622","0.734666666666667","0.570666666666667","0.0880564443577653","0.0773053280013212","0.0989791291583663","0.190212409233462"
"Distal.Indentation.Area","0.716556060705418","0.652092403882992","0.754666666666667","0.68","0.109349929571845","0.106723610235263","0.109658816008617","0.158854963186106"
"Distal.End.Protrusion","0.433532216786097","0.46538467833877","0.54","0.346666666666667","0.128992351950932","0.141634454313976","0.116434732704059","0.168158868103054"
"Obovoid","0.615068432734412","0.336481156678547","0.505333333333333","0.568","0.21184596265305","0.166405691033295","0.135005178457313","0.18835921700536"
"Ovoid","0.692303831834527","0.591502283443203","0.53","0.526666666666667","0.103409031145312","0.135008535171192","0.127310854569731","0.18452429921893"
"V..Asymmetry","0.61391524128415","0.565627627085345","0.629333333333333","0.526666666666667","0.134687654089658","0.129490345491053","0.109020450434656","0.190254745036618"
"H..Asymmetry.ob","0.434175595143175","0.263520986662542","0.444","0.486666666666667","0.245946146673286","0.171763838042772","0.127695106673891","0.174042603234071"
"H..Asymmetry.ov","0.802228532339354","0.776600258905325","0.704666666666667","0.686666666666667","0.0673766236070359","0.0844077890294011","0.108891095565764","0.174042603234071"
"Width.Widest.Pos","0.632295354776413","0.527252508355756","0.616666666666667","0.617333333333333","0.118062704953371","0.139301208457364","0.113762183751463","0.176371582526898"
"Eccentricity","0.803292190549571","0.638414187882308","0.552","0.349333333333333","0.0731092713030687","0.112528552203339","0.10789007580114","0.172134903653874"
"Proximal.Eccentricity","0.215870149412811","0.167879845889477","0.486666666666667","0.469333333333333","0.336709095584365","0.163453194599948","0.127266916396008","0.19384719183099"
"Distal.Eccentricity","NaN","NaN","1","1",NA,NA,"0","0"
"Fruit.Shape.Index.Internal","0.835313974981748","0.8241412259544","0.767333333333333","0.697333333333333","0.0591252605519644","0.0761012883646787","0.0878502895730917","0.151478913705965"
"Eccentricity.Area.Index","0.739264017708898","0.684866900543942","0.67","0.604","0.0807897737359211","0.0955302524151125","0.106026462443369","0.166237478713012"
"Average.Red","0.656054683557724","0.624088465298143","0.624","0.556","0.103318803122089","0.106652381821114","0.115089693647575","0.176270079535914"
"Average.Green","0.714289174035006","0.687448464723133","0.689333333333333","0.522666666666667","0.0820072025440348","0.0950778226008477","0.113602785358297","0.186506802750022"
"Average.Blue","0.736690186185472","0.691915574147548","0.702","0.649333333333333","0.0856297726228755","0.106028869274857","0.109587389663019","0.165373957627244"
"Average.Luminosity","0.718838136497731","0.665258393457146","0.662","0.617333333333333","0.0902066764444603","0.108727329292744","0.110926543201243","0.179389968020506"
"Average.L.Value","0.71503364592161","0.691375729027361","0.689333333333333","0.576","0.0815875845710856","0.0994266840304782","0.108773927656436","0.18233386296542"
"Average.a.Value","0.709866070294786","0.593457737988993","0.604666666666667","0.264","0.0856343176887795","0.104203112876922","0.116051751165357","0.170777927939008"
"Average.b.Value","0.415754677495265","0.448845090201038","0.541333333333333","0.313333333333333","0.140274117245174","0.142514462653462","0.124882047256879","0.185973465187685"
"Average.Hue","0.719749743092164","0.580909922721318","0.518","0.172","0.0808221047938297","0.102721421041976","0.135641651855618","0.157207168919651"
"Average.Chroma","0.576747175189601","0.558385552347555","0.596","0.398666666666667","0.110001050163914","0.11054784411944","0.110447533780166","0.174165957525075"
"Lobedness.Degree","0.559215692818314","0.527817790506921","0.510666666666667","0.436","0.111404782408954","0.114551579214076","0.104365559560476","0.152068511582001"
"Pericarp.Area","0.58590852320802","0.562127370225772","0.557333333333333","0.48","0.104259764395318","0.107120563096678","0.102549164288145","0.180974246378729"
"Pericarp.Thickness","0.547515819945813","0.515707743022493","0.526666666666667","0.38","0.115121486270991","0.11996724695408","0.108477360806789","0.183551832373815"
