"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Proximal.Angle.Micro","0.51066889560958","0.47499137484906","0.517333333333333","0.430666666666667","0.118242362538311","0.129068673461984","0.11097291928357","0.189292808468276"
"Proximal.Angle.Macro","0.709628468295236","0.693201081018918","0.68","0.62","0.0875771545346139","0.0975524512826444","0.104271200345429","0.174556004358825"
"Proximal.Indentation.Area","0.686986977650758","0.67395866301916","0.652666666666667","0.605333333333333","0.104346200566717","0.0975425407532424","0.113336623192151","0.188169089555065"
"Distal.Angle.Micro","0.758874674081179","0.749464881260422","0.722","0.589333333333333","0.0724969890784411","0.0747347373805084","0.109219316333709","0.153328469916063"
"Distal.Angle.Macro","0.743108959540089","0.757489074808809","0.736666666666667","0.562666666666667","0.0867743766091995","0.0745369962319245","0.0999440559396775","0.175532427515886"
"Distal.Indentation.Area","0.716146396403119","0.645917806300869","0.742666666666667","0.684","0.109134979485808","0.108493206874427","0.120037279816986","0.15242117557971"
"Distal.End.Protrusion","0.403687265380664","0.441537749091751","0.532","0.3","0.132109353429312","0.140742783050633","0.115462303909809","0.165070658045732"
"Obovoid","0.633355310918227","0.353361705782163","0.522666666666667","0.592","0.200477778898055","0.163335623996394","0.143375728603459","0.190907405785875"
"Ovoid","0.699988633029945","0.612929822552019","0.561333333333333","0.552","0.0995642076596553","0.126615191177568","0.124127379187599","0.172902579545312"
"V..Asymmetry","0.601821302838851","0.555879283906859","0.622","0.496","0.146053665319355","0.12839217410573","0.102236730157457","0.192084992373954"
"H..Asymmetry.ob","0.458972449849501","0.28955569895089","0.462666666666667","0.48","0.235646623556502","0.160343576924617","0.127203618762983","0.160536014901756"
"H..Asymmetry.ov","0.794908141191987","0.772394084843971","0.700666666666667","0.682666666666667","0.0715272550366806","0.086940296884845","0.109603719788604","0.160847865370304"
"Width.Widest.Pos","0.641400472566279","0.549091112270299","0.613333333333333","0.6","0.112636289175401","0.130256068691845","0.118529392988563","0.186813620646516"
"Eccentricity","0.803104138714931","0.629262995696382","0.547333333333333","0.348","0.0708819516391423","0.107533738850435","0.108495919984319","0.161253479229933"
"Proximal.Eccentricity","0.205989823504268","0.132336526196587","0.452","0.490666666666667","0.328710960106491","0.163324806221867","0.12729503857432","0.191898556347909"
"Distal.Eccentricity","NaN","NaN","1","1",NA,NA,"0","0"
"Fruit.Shape.Index.Internal","0.849105680666518","0.842352513339855","0.783333333333333","0.710666666666667","0.0523694905198173","0.0726877741025767","0.0830756642797741","0.134187421102363"
"Eccentricity.Area.Index","0.736428384886246","0.677039177488719","0.678","0.614666666666667","0.0797533337745194","0.098262645834035","0.10546795690107","0.165633486655223"
"Average.Red","0.65327175058045","0.629421899258237","0.624","0.554666666666667","0.108235389717215","0.107840943193726","0.115671369715293","0.1797039573973"
"Average.Green","0.716604030032403","0.681202417917314","0.666666666666667","0.538666666666667","0.0815981748227387","0.0953710791448849","0.105973699831271","0.199255886431003"
"Average.Blue","0.741426896546138","0.696347176700592","0.698","0.638666666666667","0.0852300921591284","0.103473829832529","0.11140951726362","0.164983898611031"
"Average.Luminosity","0.714830682939197","0.667952054750015","0.660666666666667","0.612","0.0920409263172715","0.104740798709071","0.100265865816212","0.165849450612465"
"Average.L.Value","0.714605593084548","0.686840992430527","0.668","0.574666666666667","0.0824303540357778","0.0977176253864129","0.109495487326951","0.175394729002809"
"Average.a.Value","0.712563544711235","0.58174197211134","0.614666666666667","0.261333333333333","0.08125688414951","0.0985409846842167","0.118370744314715","0.173316123736955"
"Average.b.Value","0.423203522330373","0.455398406867705","0.547333333333333","0.312","0.136515604662605","0.140755874624348","0.112146037739907","0.188928451355384"
"Average.Hue","0.722883010468601","0.574028140141616","0.506666666666667","0.169333333333333","0.0777206069791474","0.0992054911809001","0.131927713920251","0.149696187479379"
"Average.Chroma","0.602392508655979","0.587561309388606","0.572","0.353333333333333","0.0976906646726035","0.102040899518141","0.115926382564525","0.174042603234071"
"Lobedness.Degree","0.559372633520861","0.523146010989473","0.509333333333333","0.442666666666667","0.110504591351622","0.116506524663101","0.105770846814206","0.143936351829814"
"Pericarp.Area","0.579205835500948","0.555966324121779","0.560666666666667","0.48","0.107379455815594","0.108471675841689","0.110457660913972","0.176467956290414"
"Pericarp.Thickness","0.53002273542456","0.494188341264953","0.511333333333333","0.325333333333333","0.11739638862727","0.120675634569658","0.109628210416004","0.184713333736239"
