"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.721456076890355","0.723126430483681","0.644666666666667","0.393333333333333","0.0813618906817895","0.0857537247426279","0.129291651301222","0.195817565646343"
"Area","0.796787822432375","0.777881856671386","0.718","0.56","0.0697156875325567","0.0907369805946937","0.104316246072368","0.186813620646516"
"Width.Mid.height","0.812542646374908","0.8076563604999","0.695333333333333","0.554666666666667","0.0538699676835214","0.0593755279670862","0.0936483975910141","0.187024265972734"
"Maximum.Width","0.787221505577649","0.777673015929307","0.674","0.522666666666667","0.0676743352950993","0.077165439174179","0.11552622526869","0.173068115801077"
"Height.Mid.width","0.717371131609406","0.725898125977772","0.642","0.424","0.080586647944902","0.0861936873250121","0.119994407028498","0.186698623023648"
"Maximum.Height","0.720461845140405","0.730971871748844","0.653333333333333","0.476","0.0797627645494876","0.0819173493409014","0.111527928104146","0.184892495519231"
"Curved.Height","0.714076622908562","0.727895579361231","0.650666666666667","0.496","0.0819670109440381","0.0876856099188239","0.112175956381734","0.184965079236359"
"Fruit.Shape.Index.External.I","0.702443492387297","0.685621908957645","0.656666666666667","0.564","0.0924245561895457","0.102278860226785","0.105815254141114","0.182554579500609"
"Fruit.Shape.Index.External.II","0.719860596041635","0.669030153977045","0.665333333333333","0.617333333333333","0.0885504107632196","0.1101193446307","0.11814373379258","0.180880273601286"
"Curved.Fruit.Shape.Index","0.71809166350746","0.630198361108125","0.644666666666667","0.642666666666667","0.0964117108205639","0.118544324878755","0.119020987753115","0.187654783241403"
"Proximal.Fruit.Blockiness","0.578702270386933","0.491892196052112","0.550666666666667","0.489333333333333","0.111851594917521","0.128916296770742","0.112175956381734","0.172679890314465"
"Distal.Fruit.Blockiness","0.493927860239672","0.533374771177043","0.585333333333333","0.372","0.134671286639683","0.132462016238534","0.121725109312485","0.165525399012118"
"Fruit.Shape.Triangle","0.493343985192483","0.500060380626611","0.533333333333333","0.286666666666667","0.146642639955332","0.134251720976634","0.123520325021886","0.166151328559548"
"Ellipsoid","0.591901279760476","0.559404411622684","0.560666666666667","0.504","0.136381218446193","0.126082641916964","0.107376691674631","0.182039157967612"
"Circular","0.649906431929099","0.612519668150711","0.661333333333333","0.572","0.113549068200777","0.11511186742009","0.102836722521099","0.163895530648163"
"Rectangular","0.679846906184088","0.660412350203998","0.666666666666667","0.494666666666667","0.0864082832845488","0.0992061900082256","0.102103163165553","0.183473812357593"
"Shoulder.Height","0.622631891095746","0.520455334125053","0.626","0.590666666666667","0.108696812399107","0.137647333758726","0.116682325571061","0.167631213422938"
"Proximal.Angle.Micro","0.481915597635741","0.44992265893556","0.502","0.38","0.120120813592108","0.126838578244971","0.115549460632012","0.183551832373815"
"Proximal.Angle.Macro","0.639796549709587","0.609304751939467","0.632","0.625333333333333","0.104389637664379","0.111900440154989","0.114879569272528","0.194276032319431"
"Proximal.Indentation.Area","0.582759275185156","0.568496032838696","0.622","0.525333333333333","0.117230376654407","0.123856320691418","0.116359775332527","0.195995708303468"
"Distal.Angle.Micro","0.6249913696983","0.59199427967671","0.652","0.536","0.0999409321305964","0.111312915518328","0.117421971807185","0.184383609456594"
"Distal.Angle.Macro","0.634026112397815","0.628844000339898","0.635333333333333","0.509333333333333","0.114193245845478","0.0949170396299222","0.0997558540891507","0.17735819240067"
