"Perimeter","0.695306486183861","0.705812807881773","0.65037037037037","0.496666666666667","0.0889592404246669","0.105024058638591","0.112509225124507","0.196416441125785"
"Area","0.638124395290101","0.6896026272578","0.642962962962963","0.483333333333333","0.0821846896971386","0.111275926250725","0.119785669522814","0.199972033838918"
"Width.Mid.height","0.658102529902593","0.688562371129716","0.632592592592593","0.361666666666667","0.0929242285547777","0.10412782150697","0.127401395322603","0.188905063570317"
"Maximum.Width","0.664630367457367","0.693541412810545","0.632592592592593","0.365","0.0916214869310254","0.101588103024275","0.126749365749497","0.189112196377685"
"Height.Mid.width","0.523426401764536","0.510310278212312","0.54875283446712","0.469387755102041","0.119385872023296","0.159573743999269","0.103404330527194","0.193865595617438"
"Maximum.Height","0.593114307606271","0.58335547097983","0.588813303099017","0.55952380952381","0.112217153739943","0.150338482118369","0.120890045814923","0.190379337737694"
"Curved.Height","0.59904762095011","0.590362253275694","0.597127739984883","0.585034013605442","0.111404660464683","0.148971113635905","0.124878350650994","0.188488487165807"
"Fruit.Shape.Index.External.I","0.243036417335362","0.386011963557045","0.487237237237237","0.212837837837838","0.131972221775815","0.143763906630954","0.130586243734809","0.206947495857166"
"Fruit.Shape.Index.External.II","0.261083319825994","0.408733247171166","0.508258258258258","0.222972972972973","0.129867832479276","0.135201472648874","0.127044440845768","0.20231469882292"
"Average.Red","0.299519909163813","0.291547245857591","0.424242424242424","0.198863636363636","0.171126946090465","0.155519278309401","0.10459223605866","0.182413146192554"
"Average.Green","0.193277345739475","0.161139722346619","0.366161616161616","0.127840909090909","0.139280289930219","0.172481506627084","0.120496455323173","0.146777248257557"
"Average.Blue","0.218052509293882","0.129371921182266","0.30050505050505","0.0795454545454545","0.144164913764673","0.173782370507657","0.114456769921276","0.128795561882817"
"Average.L.Value","0.16506841497788","0.112435265883542","0.346153846153846","0.125","0.132819505268111","0.165284008187445","0.142112116053442","0.143868175591588"
"Average.a.Value","0.375723533970492","0.505405796640121","0.50997150997151","0.362179487179487","0.128291344518976","0.133565703434976","0.134525570834099","0.233714485799363"
"Average.b.Value","-0.0546346730565933","-0.0725943537935859","0.263532763532764","0.0833333333333333","0.137182056401083","0.181264779447344","0.126760774082804","0.131590338991954"
"Pericarp.Area","0.551904296847932","0.616026229444874","0.573333333333333","0.356666666666667","0.0976943356873383","0.114589771594442","0.109291589734571","0.199299668694743"
"Pericarp.Thickness","0.56364202092944","0.623863719779858","0.603703703703704","0.461666666666667","0.0984548364203606","0.112592060632507","0.117572504601238","0.216238175505301"
