"Trait","Mean-AUC","Accurancy","Top1","Top2","SD-AUC","Accurancy","Top1","Top2"
"Fruit.size","0.832162853446891","0.496149543177129","0.462698412698413","0.565418831168831","0.056892158805076","0.0916398682996016","0.301849783780332","0.179296392554894"
"Fruit.yield.per.plant","0.604866420990628","0.436928174252312","0","0.168566901033344","0.0896262213624266","0.0890252552891388","0","0.149419871550666"
