"RF","SVC"
1.6907684886864e-44,2.01843722502065e-19
1.44423280711047e-33,5.76771767073063e-09
7.12571706708159e-38,1.04676985023951e-12
1.37275384315186e-36,4.17049396654531e-12
2.81570927159218e-40,8.0824041736771e-14
2.22233478887068e-44,4.90877338790655e-20
2.402056678891e-48,4.74217872619307e-25
1.45387339193177e-21,0.00874986875601164
3.64879059694587e-24,0.000559918072037499
