"Trait","Mean-AUC","Accurancy","Top1","Top2","SD-AUC","Accurancy","Top1","Top2"
"Perimeter","NaN","0.518470717022441","0.124009324009324","0.376429135679136",NA,"0.0887256896659964","0.228629843953613","0.165594062185645"
"Area","NaN","0.481816372765998","0.116964285714286","0.395110463610464",NA,"0.093691708017025","0.240900535745261","0.166045097016445"
"Width.Mid.height","NaN","0.518927203065134","0","0.337286842786843",NA,"0.0813305898466251","0","0.101666113882204"
"Maximum.Width","NaN","0.525862068965517","0","0.346387371887372",NA,"0.0864209074385365","0","0.0949551041245356"
"Height.Mid.width","NaN","0.375578544061303","0","0.329277435527436",NA,"0.0823455125921687","0","0.111856098459904"
"Maximum.Height","NaN","0.436015325670498","0","0.296550958300958",NA,"0.0915413158681942","0","0.131865807287947"
"Curved.Height","NaN","0.427570881226054","0.00114942528735632","0.266392006142006",NA,"0.0944226214059495","0.0138409133089567","0.110656661701998"
"Pericarp.Area","NaN","0.410852867013787","0","0.373647713397713",NA,"0.077668502835486","0","0.137884333756481"
"Pericarp.Thickness","NaN","0.343999574286931","0.156299603174603","0.128664252414252",NA,"0.0830268696917184","0.226478070273123","0.126261979435508"
