"Basic measurements",0.16089300848795,0.414638237816781,0.442573765947179,0.467990635612553,0.4842710937679,0.493496350966349,0.464129969372487,0.046297047972782,0.0263954913153501,0.025228429252112,0.0166328100942608,0.0169065585690711,0.0179246313813503,0.0903265761343755
"Fruit shape",0.0587129202991287,0.603371062765443,0.601023480323787,0.607711301654797,0.629279191869304,0.615066947060967,0.583816554497219,0.23511335493632,0.162560978209273,0.161652132746664,0.159493296236029,0.137205042690505,0.138189379236948,0.0745890887021069
"Blockiness",0.201805290154418,-0.0507481671645965,-0.0283882697769084,-0.00836818037229044,-0.0096845591609639,-0.0163881275120824,0.0203228937781031,0.126986221685293,0.214162904278266,0.237775100225547,0.2582955005672,0.292955726320445,0.312779214154559,0.325621059162488
"Homogeneity",0.420410489668536,0.318340603373799,0.321871305791049,0.318999051912659,0.326529554259469,0.267880053716434,0.292748206824934,0.112713986039435,0.0905856688041237,0.0995405744362822,0.115943904864945,0.132035933247947,0.118592425644034,0.15302964119393
"Proximal fruit end shape",0.159201225894657,0.0284975248684118,0.0485803127527945,0.0688032901977286,0.0886402170757137,0.0668481011473422,0.213190714742245,0.26580619582094,0.219122267631402,0.195562449681654,0.190481481680134,0.21848332585524,0.200944354494801,0.14384555138684
"Distal fruit end shape",0.177631957400341,0.170159923630222,0.165103438830037,0.168026796506668,0.174168768845375,0.160335514689047,0.195060713633728,0.044836448077001,0.101349514201754,0.0910886545665994,0.0947284213814295,0.111693120787667,0.130352661610893,0.11106408648991
"Asymmetry",0.232843340241187,-0.0793285843778092,-0.0599716251628443,0.00639945717604814,0.0599499991591349,0.0716053707620992,0.16393358022786,0.147285313300005,0.265648325551528,0.242126848540675,0.20176976840546,0.203172688783379,0.211389326988546,0.274298673815856
"Internal eccentricity",0.0651202855945253,0.116951540980832,0.121084138087012,0.147974920344295,0.158219959639,0.151605051474053,0.175694560327733,0.14725449766492,0.337141417223851,0.366606880749028,0.417698877445822,0.455485085061843,0.461943175710199,0.396312102911956
"Colorimetric descriptor",-0.0193099040561073,0.729130885645298,0.750092223654471,0.77147653303845,0.786815510241408,0.766402498270648,0.747057245584843,0.61528341002597,0.282440342971125,0.258993467926396,0.241261224707434,0.228797266588272,0.244723953169686,0.214409469457549
"Latitudinal fruit feature",0.12852299491734,0.335501833204437,0.353990049522827,0.381166198337135,0.412240417363495,0.376037477462027,0.393004990913168,0.354348930769427,0.300914241885413,0.287541013285941,0.273946809889922,0.248348453589206,0.272460563730865,0.250226173053854
"All",0.135173214573641,0.305799700197218,0.320752905283803,0.344281317296742,0.362791669548194,0.350101577563231,0.373331507612894,0.313706585671318,0.350976760100402,0.349206685072041,0.344908528406598,0.347575903424611,0.349133946268661,0.310077210274354
