"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.463843398189568","0.421555555555556","0.505555555555556","0.488888888888889"
"Area","0.497327290082534","0.386350877192983","0.415555555555556","0.451111111111111"
"Width.Mid.height","0.451823501640108","0.532630862461041","0.497777777777778","0.326666666666667"
"Maximum.Width","0.450065774195046","0.525730994152047","0.5","0.284444444444444"
"Height.Mid.width","0.460228680939013","0.148057745491288","0.378888888888889","0.471111111111111"
"Maximum.Height","0.476700531339729","0.258455884978659","0.454444444444444","0.506666666666667"
"Curved.Height","0.475945272901871","0.28893567251462","0.431111111111111","0.513333333333333"
"Fruit.Shape.Index.External.I","0.706591029922379","0.54966081871345","0.796666666666667","0.433333333333333"
"Fruit.Shape.Index.External.II","0.692827043303636","0.602514619883041","0.755555555555556","0.506666666666667"
"Curved.Fruit.Shape.Index","0.423715831738375","0.510538011695907","0.633333333333333","0.506666666666667"
"Proximal.Fruit.Blockiness","0.19857079164316","0.21953216374269","0.434444444444444","0.0266666666666667"
"Distal.Fruit.Blockiness","0.0741697582275837","0.163567251461988","0.291111111111111","0.0511111111111111"
"Fruit.Shape.Triangle","-0.297845090987615","-0.334713450292398","0.155555555555556","0.0977777777777778"
"Ellipsoid","0.373306892126093","0.375008962501659","0.402222222222222","0.244444444444444"
"Circular","0.39782146380439","0.381590643274854","0.377777777777778","0.177777777777778"
"Rectangular","0.185868799807493","0.203005847953216","0.405555555555556","0.166666666666667"
"Shoulder.Height","0.179011997258976","0.27319822341562","0.47","0.306666666666667"
"Proximal.Angle.Micro","-0.202266263444472","-0.0891075666641075","0.345555555555556","0.164444444444444"
"Proximal.Angle.Macro","0.0775161543275862","0.109637426900585","0.341111111111111","0.0822222222222222"
"Proximal.Indentation.Area","0.220951272648824","0.245146198830409","0.402222222222222","0.162222222222222"
"Distal.Angle.Micro","0.230303686422711","0.164152046783626","0.346666666666667","0.24"
"Distal.Angle.Macro","0.262480844511075","0.375812865497076","0.326666666666667","0.0711111111111111"
"Distal.Indentation.Area","0.059345079431717","0.145457622688469","0.362222222222222","0.204444444444444"
"Distal.End.Protrusion","0.119977575661169","0.208943402869886","0.414444444444444","0.293333333333333"
"Obovoid","-0.225914867950267","-0.145376517543298","0.298888888888889","0.202222222222222"
"Ovoid","-0.136357954623047","-0.0839455063677991","0.19","0.04"
"V..Asymmetry","0.0540339418638608","0.188270023773972","0.495555555555556","0.0933333333333333"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.297824606775782","0.363005847953216","0.395555555555556","0.166666666666667"
"Width.Widest.Pos","0.0424115598139119","0.127625730994152","0.427777777777778","0.351111111111111"
"Eccentricity","0.043451356259118","0.255298245614035","0.432222222222222","0.268888888888889"
"Proximal.Eccentricity","0.45511143237315","0.122665079360412","0.434444444444444","0.528888888888889"
"Distal.Eccentricity","-0.348243782198339","-0.191496485126718","0.185555555555556","0.0155555555555556"
"Fruit.Shape.Index.Internal","0.684198024447527","0.62753216374269","0.755555555555556","0.506666666666667"
"Eccentricity.Area.Index","-0.0946424291599796","0.00352046783625731","0.312222222222222","0.0533333333333333"
"Average.Red","0.596741954043952","0.599614035087719","0.741111111111111","0.528888888888889"
"Average.Green","0.944994528762058","0.753520467836257","0.584444444444444","0.151111111111111"
"Average.Blue","0.899424825786945","0.80059649122807","0.654444444444444","0.273333333333333"
"Average.Luminosity","0.251085414603124","0.174116959064328","0.415555555555556","0.122222222222222"
"Average.L.Value","0.857697274641167","0.749602339181287","0.571111111111111","0.137777777777778"
"Average.a.Value","0.962184540189474","0.719450292397661","0.904444444444444","0.575555555555555"
"Average.b.Value","0.606546182693031","0.667473684210526","0.688888888888889","0.573333333333333"
"Average.Hue","0.972162846334377","0.760865497076023","0.567777777777778","0.577777777777778"
"Average.Chroma","0.852451230291921","0.65893567251462","0.818888888888889","0.502222222222222"
"Lobedness.Degree","0.693370712119612","0.58766081871345","0.428888888888889","0.135555555555556"
"Pericarp.Area","0.180983210630148","0.154923976608187","0.447777777777778","0.248888888888889"
"Pericarp.Thickness","0.269144672261644","0.202175438596491","0.436666666666667","0.162222222222222"
