"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.171729999703772","0.142551566080978","0.3","0.4"
"Area","0.235171173261236","0.06585179526356","0.3","0.4"
"Width.Mid.height","0.187180707698946","0.060666259877026","0.2","0.2"
"Maximum.Width","0.180301902765288","0.0627960275019099","0.2","0.2"
"Height.Mid.width","0.104437516840511","-0.0252120101583848","0.3","0.2"
"Maximum.Height","0.113555736351362","0.0597448240722938","0.3","0.2"
"Curved.Height","0.133874022794532","0.039877769289534","0.3","0.2"
"Fruit.Shape.Index.External.I","-0.183351944185364","-0.144996180290298","0.2","0.2"
"Fruit.Shape.Index.External.II","0.28619600169858","0.109549274255157","0.6","0.4"
"Curved.Fruit.Shape.Index","0.0732947033841701","-0.0539343009931245","0.5","0.4"
"Proximal.Fruit.Blockiness","0.335262726352613","0.546829640947288","0.6","0.2"
"Distal.Fruit.Blockiness","0.187682037935397","0.181970970206264","0.3","0"
"Fruit.Shape.Triangle","0.0824711061752443","0.101909854851031","0.3","0.4"
"Ellipsoid","0.520976637072241","0.476583392024256","0.4","0.2"
"Circular","0.441676560938375","0.33475935828877","0.4","0"
"Rectangular","0.298578270994992","0.367150496562261","0.4","0.2"
"Shoulder.Height","0.301481413926305","0.121323248883379","0.3","0"
"Proximal.Angle.Micro","0.169441096204158","0.239743296597005","0.4","0.2"
"Proximal.Angle.Macro","-0.217041394655759","-0.0572956455309396","0.2","0"
"Proximal.Indentation.Area","0.382923788103923","0.215584415584416","0.3","0.2"
"Distal.Angle.Micro","0.164170907750032","0.330175706646295","0.4","0.2"
"Distal.Angle.Macro","0.237824107748791","0.388235294117647","0.2","0.4"
"Distal.Indentation.Area","0.130446997728237","0.263368551679827","0.5","0.2"
"Distal.End.Protrusion","0.178085816374304","0.288447162500703","0.6","0.4"
"Obovoid","0.0739581640389832","0.0391231199803809","0.4","0.2"
"Ovoid","0.339522657929233","0.530521813757043","0.5","0.4"
"V..Asymmetry","0.0914323774614724","0.150820920364773","0.4","0"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.405170228355804","0.449350649350649","0.4","0.4"
"Width.Widest.Pos","0.254133273420441","0.415737203972498","0.6","0.2"
"Eccentricity","0.0733662694561148","0.303590527119939","0.4","0.6"
"Proximal.Eccentricity","-0.109381687087219","-0.400580792059545","0.1","0"
"Distal.Eccentricity","0.0956497948869349","0.0525792931011537","0.4","0.2"
"Fruit.Shape.Index.Internal","0.2847625160824","0.103132161955691","0.6","0.4"
"Eccentricity.Area.Index","-0.018795465365604","0.152024446142093","0.4","0.2"
"Average.Red","-0.655819634078568","-0.688617265087853","0.1","0"
"Average.Green","0.791684721938939","0.420932009167303","0.2","0"
"Average.Blue","0.687356532538633","0.356455309396486","0.2","0.2"
"Average.Luminosity","0.185215373460655","-0.0737967914438503","0.3","0.2"
"Average.L.Value","0.688222657017973","0.400152788388082","0.3","0.2"
"Average.a.Value","-0.630604368051399","-0.375706646294882","0.1","0"
"Average.b.Value","-0.180717106263042","-0.0796027501909855","0.3","0.2"
"Average.Hue","-0.571223710634179","-0.315813598166539","0.3","0"
"Average.Chroma","-0.487903602433978","-0.251642475171887","0.2","0"
"Lobedness.Degree","0.537142218142487","0.34209320091673","0.2","0"
"Pericarp.Area","-0.0941145338053374","-0.109854851031322","0.2","0"
"Pericarp.Thickness","-0.0574586995851282","-0.041100076394194","0.3","0.2"
