"Trait","Pearson","Pearson","Pearson","Pearson","Pearson","Pearson","Pearson","Spearman","Spearman","Spearman","Spearman","Spearman","Spearman","Spearman","Top30%","Top30%","Top30%","Top30%","Top30%","Top30%","Top30%","Top15%","Top15%","Top15%","Top15%","Top15%","Top15%","Top15%"
"Fruit.Shape.Index.Internal","0.2847625160824","0.682287954428561","0.679244393034753","0.684198024447527","0.696898551821336","0.6807559912149","0.642280843908642","0.103132161955691","0.651172161172161","0.640359420289855","0.62753216374269","0.620395604395604","0.597444444444444","0.538666666666667","0.6","0.763333333333333","0.761904761904762","0.755555555555556","0.715","0.731111111111111","0.6","0.4","0.456666666666667","0.5","0.506666666666667","0.516666666666667","0.38","0.6"
"Eccentricity.Area.Index","-0.018795465365604","-0.0675391384509001","-0.0866780250472745","-0.0946424291599796","-0.0887793434341548","-0.0705649326648188","0.0292107733744937","0.152024446142093","0.00935286935286935","0.0048695652173913","0.00352046783625731","0.0278681318681319","-0.0114444444444444","-0.0186666666666667","0.4","0.229166666666667","0.228571428571429","0.312222222222222","0.276666666666667","0.313333333333333","0.173333333333333","0.2","0.095","0.075","0.0533333333333333","0.0566666666666667","0.0333333333333333","0.173333333333333"
"Average.Red","-0.655819634078568","0.279547676430778","0.446158794014555","0.596741954043952","0.672371371076195","0.6687716066763","0.681282101911765","-0.688617265087853","0.334220594220594","0.482539130434783","0.599614035087719","0.640908424908425","0.586","0.558666666666667","0.1","0.554166666666667","0.648571428571429","0.741111111111111","0.738333333333333","0.677777777777778","0.58","0","0.42","0.533333333333333","0.528888888888889","0.433333333333333","0.266666666666667","0.58"
"Average.Green","0.791684721938939","0.941695910358824","0.942853021186305","0.944994528762058","0.945563760129958","0.930083440271806","0.865020665277421","0.420932009167303","0.76047619047619","0.760197101449275","0.753520467836257","0.731545787545788","0.704666666666667","0.66","0.2","0.579166666666667","0.554285714285714","0.584444444444444","0.491666666666667","0.56","0.4","0","0.0866666666666667","0.175","0.151111111111111","0.113333333333333","0.126666666666667","0.4"
"Average.Blue","0.687356532538633","0.89658203376624","0.89609504090544","0.899424825786945","0.89899948234785","0.886466012241712","0.861619916045478","0.356455309396486","0.800643060643061","0.808724637681159","0.80059649122807","0.792820512820513","0.780666666666667","0.716","0.2","0.565833333333333","0.587619047619048","0.654444444444444","0.603333333333333","0.682222222222222","0.52","0.2","0.248333333333333","0.311666666666667","0.273333333333333","0.21","0.153333333333333","0.52"
"Average.Luminosity","0.185215373460655","0.258986733707222","0.242352270531943","0.251085414603124","0.274757938113408","0.207910751840144","0.222947422132861","-0.0737967914438503","0.164139194139194","0.160765217391304","0.174116959064328","0.20196336996337","0.144888888888889","0.072","0.3","0.386666666666667","0.383809523809524","0.415555555555556","0.368333333333333","0.382222222222222","0.24","0.2","0.23","0.205","0.122222222222222","0.113333333333333","0.0333333333333333","0.24"
"Average.L.Value","0.688222657017973","0.856313228902583","0.855077814090284","0.857697274641167","0.861362973320808","0.840619743615278","0.810650724769579","0.400152788388082","0.753772893772894","0.756492753623188","0.749602339181287","0.736967032967033","0.702444444444444","0.642666666666667","0.3","0.516666666666667","0.511428571428571","0.571111111111111","0.48","0.553333333333333","0.373333333333333","0.2","0.193333333333333","0.213333333333333","0.137777777777778","0.0833333333333333","0.0933333333333333","0.373333333333333"
"Average.a.Value","-0.630604368051399","0.951605027528861","0.957064379917875","0.962184540189474","0.964788208712593","0.957051331927132","0.881808206684594","-0.375706646294882","0.687378917378917","0.706828985507246","0.719450292397661","0.752967032967033","0.708111111111111","0.664","0.1","0.910833333333333","0.912380952380952","0.904444444444444","0.856666666666667","0.815555555555556","0.706666666666667","0","0.508333333333333","0.563333333333333","0.575555555555555","0.65","0.626666666666667","0.706666666666667"
"Average.b.Value","-0.180717106263042","0.608299607794898","0.610295348007525","0.606546182693031","0.62260130152778","0.597297832538591","0.663306285106301","-0.0796027501909855","0.682205942205942","0.6704","0.667473684210526","0.670095238095238","0.616","0.658666666666667","0.3","0.618333333333333","0.644761904761905","0.688888888888889","0.666666666666667","0.666666666666667","0.62","0.2","0.575","0.611666666666667","0.573333333333333","0.513333333333333","0.366666666666667","0.62"
"Average.Hue","-0.571223710634179","0.965816352129272","0.9688202764811","0.972162846334377","0.974234052059742","0.966988496675877","0.907364356867648","-0.315813598166539","0.736088726088726","0.746284057971014","0.760865497076023","0.789186813186813","0.770888888888889","0.736","0.3","0.474166666666667","0.508571428571429","0.567777777777778","0.631666666666667","0.666666666666667","0.7","0","0.496666666666667","0.541666666666667","0.577777777777778","0.593333333333333","0.686666666666667","0.7"
"Average.Chroma","-0.487903602433978","0.803331400189005","0.832113067755208","0.852451230291921","0.866660504884334","0.842433268648996","0.829515531467939","-0.251642475171887","0.636894586894587","0.645959420289855","0.65893567251462","0.6683663003663","0.624666666666667","0.681333333333333","0.2","0.858333333333333","0.826666666666667","0.818888888888889","0.761666666666667","0.748888888888889","0.746666666666667","0","0.395","0.488333333333333","0.502222222222222","0.51","0.506666666666667","0.746666666666667"
"Lobedness.Degree","0.537142218142487","0.680600969117859","0.682694956025037","0.693370712119612","0.69423813432965","0.686622166181419","0.681872640103116","0.34209320091673","0.60023606023606","0.595228985507246","0.58766081871345","0.578754578754579","0.522222222222222","0.546666666666667","0.2","0.404166666666667","0.372380952380952","0.428888888888889","0.373333333333333","0.426666666666667","0.426666666666667","0","0.131666666666667","0.16","0.135555555555556","0.12","0.08","0.426666666666667"
"Pericarp.Area","-0.0941145338053374","0.127890594390081","0.149083340606802","0.180983210630148","0.226131469991595","0.177298359478164","0.243116936786715","-0.109854851031322","0.0956735856735857","0.120631884057971","0.154923976608187","0.203047619047619","0.159444444444444","0.136","0.2","0.3875","0.402857142857143","0.447777777777778","0.441666666666667","0.471111111111111","0.393333333333333","0","0.231666666666667","0.281666666666667","0.248888888888889","0.243333333333333","0.0666666666666667","0.393333333333333"
"Pericarp.Thickness","-0.0574586995851282","0.198013936105372","0.230191851936643","0.269144672261644","0.316351647769241","0.264191906726497","0.254025395849672","-0.041100076394194","0.131583231583232","0.168695652173913","0.202175438596491","0.245802197802198","0.198111111111111","0.12","0.3","0.386666666666667","0.4","0.436666666666667","0.406666666666667","0.462222222222222","0.246666666666667","0.2","0.17","0.2","0.162222222222222","0.12","0.08","0.246666666666667"
