"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.542669835373127","0.518666666666667","0.586666666666667","0.586666666666667"
"Area","0.465212936149471","0.38","0.506666666666667","0.506666666666667"
"Width.Mid.height","0.543815129164134","0.496090629080786","0.46","0.46"
"Maximum.Width","0.541841332631583","0.488","0.446666666666667","0.446666666666667"
"Height.Mid.width","0.299271319942347","0.247423012763846","0.513333333333333","0.513333333333333"
"Maximum.Height","0.410543616744131","0.366468802129375","0.573333333333333","0.573333333333333"
"Curved.Height","0.445555615602613","0.396","0.566666666666667","0.566666666666667"
"Fruit.Shape.Index.External.I","0.621145676689415","0.448","0.58","0.58"
"Fruit.Shape.Index.External.II","0.6323712959167","0.517333333333333","0.606666666666667","0.606666666666667"
"Curved.Fruit.Shape.Index","0.497932690885543","0.432","0.486666666666667","0.486666666666667"
"Proximal.Fruit.Blockiness","0.303953463709687","0.24","0.373333333333333","0.373333333333333"
"Distal.Fruit.Blockiness","0.0922699745840112","0.0986666666666667","0.22","0.22"
"Fruit.Shape.Triangle","-0.335254756959389","-0.305333333333333","0.126666666666667","0.126666666666667"
"Ellipsoid","0.381746293132977","0.319783629786442","0.333333333333333","0.333333333333333"
"Circular","0.380451949417176","0.312","0.293333333333333","0.293333333333333"
"Rectangular","0.116046377924648","0.112","0.34","0.34"
"Shoulder.Height","0.297960823338942","0.317766073760449","0.4","0.4"
"Proximal.Angle.Micro","-0.00122563527110624","0.0527748517734456","0.34","0.34"
"Proximal.Angle.Macro","0.262041804582908","0.236","0.3","0.3"
"Proximal.Indentation.Area","0.293985866318238","0.261333333333333","0.326666666666667","0.326666666666667"
"Distal.Angle.Micro","0.154485485219073","0.052","0.246666666666667","0.246666666666667"
"Distal.Angle.Macro","0.360660939394915","0.358666666666667","0.246666666666667","0.246666666666667"
"Distal.Indentation.Area","0.140303374846199","0.105144338695494","0.313333333333333","0.313333333333333"
"Distal.End.Protrusion","0.124793055074723","0.126613048938414","0.346666666666667","0.346666666666667"
"Obovoid","-0.241447108680856","-0.190515949306774","0.166666666666667","0.166666666666667"
"Ovoid","0.318123154885514","0.213116963119776","0.166666666666667","0.166666666666667"
"V..Asymmetry","0.0367899645432205","0.129099444873581","0.306666666666667","0.306666666666667"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.465165745664485","0.428","0.413333333333333","0.413333333333333"
"Width.Widest.Pos","0.241036144726934","0.268","0.446666666666667","0.446666666666667"
"Eccentricity","0.293943255292545","0.290666666666667","0.386666666666667","0.386666666666667"
"Proximal.Eccentricity","0.3300388665085","0.205891814893221","0.533333333333333","0.533333333333333"
"Distal.Eccentricity","-0.417000937445515","-0.376793357449712","0.0533333333333333","0.0533333333333333"
"Fruit.Shape.Index.Internal","0.642280843908642","0.538666666666667","0.6","0.6"
"Eccentricity.Area.Index","0.0292107733744937","-0.0186666666666667","0.173333333333333","0.173333333333333"
"Average.Red","0.681282101911765","0.558666666666667","0.58","0.58"
"Average.Green","0.865020665277421","0.66","0.4","0.4"
"Average.Blue","0.861619916045478","0.716","0.52","0.52"
"Average.Luminosity","0.222947422132861","0.072","0.24","0.24"
"Average.L.Value","0.810650724769579","0.642666666666667","0.373333333333333","0.373333333333333"
"Average.a.Value","0.881808206684594","0.664","0.706666666666667","0.706666666666667"
"Average.b.Value","0.663306285106301","0.658666666666667","0.62","0.62"
"Average.Hue","0.907364356867648","0.736","0.7","0.7"
"Average.Chroma","0.829515531467939","0.681333333333333","0.746666666666667","0.746666666666667"
"Lobedness.Degree","0.681872640103116","0.546666666666667","0.426666666666667","0.426666666666667"
"Pericarp.Area","0.243116936786715","0.136","0.393333333333333","0.393333333333333"
"Pericarp.Thickness","0.254025395849672","0.12","0.246666666666667","0.246666666666667"
