"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.407660378373414","0.351640579710145","0.44","0.505"
"Area","0.483711145935296","0.382573913043478","0.401904761904762","0.45"
"Width.Mid.height","0.427048169281693","0.486405312429174","0.395238095238095","0.36"
"Maximum.Width","0.424495380767821","0.478927536231884","0.402857142857143","0.291666666666667"
"Height.Mid.width","0.458806629771376","0.128019306863052","0.383809523809524","0.465"
"Maximum.Height","0.450803073083041","0.226289749178229","0.424761904761905","0.483333333333333"
"Curved.Height","0.445491584417612","0.253913043478261","0.400952380952381","0.511666666666667"
"Fruit.Shape.Index.External.I","0.7003234415035","0.558869565217391","0.815238095238095","0.408333333333333"
"Fruit.Shape.Index.External.II","0.688253192544171","0.614666666666667","0.761904761904762","0.5"
"Curved.Fruit.Shape.Index","0.41449380692369","0.509779710144928","0.636190476190476","0.541666666666667"
"Proximal.Fruit.Blockiness","0.128603233332774","0.169495652173913","0.283809523809524","0.01"
"Distal.Fruit.Blockiness","0.0881858360291218","0.169901449275362","0.245714285714286","0.085"
"Fruit.Shape.Triangle","-0.301953878692621","-0.363942028985507","0.120952380952381","0.141666666666667"
"Ellipsoid","0.38000734977128","0.376113288990536","0.381904761904762","0.238333333333333"
"Circular","0.378672231924522","0.377878260869565","0.351428571428571","0.176666666666667"
"Rectangular","0.206934335677345","0.241634782608696","0.421904761904762","0.195"
"Shoulder.Height","0.150914833121852","0.239192182076143","0.399047619047619","0.233333333333333"
"Proximal.Angle.Micro","-0.222861526582788","-0.117904707741954","0.269523809523809","0.183333333333333"
"Proximal.Angle.Macro","0.0429055224228302","0.0442028985507246","0.268571428571429","0.06"
"Proximal.Indentation.Area","0.223362422049284","0.233310144927536","0.337142857142857","0.12"
"Distal.Angle.Micro","0.223460265744514","0.182295652173913","0.301904761904762","0.276666666666667"
"Distal.Angle.Macro","0.248726476251519","0.393976811594203","0.300952380952381","0.135"
"Distal.Indentation.Area","0.0471350201032593","0.229019665895759","0.438095238095238","0.196666666666667"
"Distal.End.Protrusion","0.141091993220856","0.201950976158681","0.380952380952381","0.263333333333333"
"Obovoid","-0.2495584173182","-0.158786837002453","0.27047619047619","0.188333333333333"
"Ovoid","-0.335802803313798","-0.282402587485717","0.134285714285714","0.105"
"V..Asymmetry","0.0521941695313392","0.177624193001258","0.453333333333333","0.0716666666666667"
"H..Asymmetry.ob","NaN","NaN","1","1"
"H..Asymmetry.ov","0.270766333130743","0.326498550724638","0.359047619047619","0.23"
"Width.Widest.Pos","-0.0374574078443056","0.0431884057971014","0.363809523809524","0.356666666666667"
"Eccentricity","0.00763183896405998","0.237026086956522","0.420952380952381","0.416666666666667"
"Proximal.Eccentricity","0.269023849273211","0.0637786303531627","0.375238095238095","0.468333333333333"
"Distal.Eccentricity","-0.263801365789689","-0.125733070009326","0.146666666666667","0.0133333333333333"
"Fruit.Shape.Index.Internal","0.679244393034753","0.640359420289855","0.761904761904762","0.5"
"Eccentricity.Area.Index","-0.0866780250472745","0.0048695652173913","0.228571428571429","0.075"
"Average.Red","0.446158794014555","0.482539130434783","0.648571428571429","0.533333333333333"
"Average.Green","0.942853021186305","0.760197101449275","0.554285714285714","0.175"
"Average.Blue","0.89609504090544","0.808724637681159","0.587619047619048","0.311666666666667"
"Average.Luminosity","0.242352270531943","0.160765217391304","0.383809523809524","0.205"
"Average.L.Value","0.855077814090284","0.756492753623188","0.511428571428571","0.213333333333333"
"Average.a.Value","0.957064379917875","0.706828985507246","0.912380952380952","0.563333333333333"
"Average.b.Value","0.610295348007525","0.6704","0.644761904761905","0.611666666666667"
"Average.Hue","0.9688202764811","0.746284057971014","0.508571428571429","0.541666666666667"
"Average.Chroma","0.832113067755208","0.645959420289855","0.826666666666667","0.488333333333333"
"Lobedness.Degree","0.682694956025037","0.595228985507246","0.372380952380952","0.16"
"Pericarp.Area","0.149083340606802","0.120631884057971","0.402857142857143","0.281666666666667"
"Pericarp.Thickness","0.230191851936643","0.168695652173913","0.4","0.2"
