"Trait","Mean-AUC","Accurancy","Top1","Top2","SD-AUC","Accurancy","Top1","Top2"
"Fruit.size","0.761346136364738","0.390355186253553","0.297384191771947","0.419199374699375","0.068865973720859","0.0914337929590733","0.282369000321265","0.190228761864039"
"Fruit.yield.per.plant","0.56807621923138","0.519146566928176","0","0.00378848407371897","0.0823966412934527","0.0903735199538185","0","0.0177090801220424"
