LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
146,1,99.10247727,693.7118742,29.63333333,29.88733333,27.94,28.448,30.0376336,0.9518,0.9429,1.0035,0.7057,0.6486,1.0881,0.0154,0.0185,0.5375,0.0149,188.1,167.9,0.012,169.6,154.2,0,0,0,0.1043,0.0167,0,0.0224,0.5,0.7881,0.8889,0.8889,0.9429,0.4001,110.5768,97.7567,55.1476,77.9907,44.4184,-1.6695,30.2593,93.1581,30.3053,0.8229,0.5701,0.2425
147,1,102.24262,697.5684973,22.94466667,23.02933333,35.98333333,36.23733333,37.34501887,1.5735,1.5683,1.6336,0.7343,0.6642,1.1056,0.0439,0.1489,0.5406,0.0012,176.3,136.8,0.0012,143.9,121,0,0,0,0.0647,0.0368,0,0.0547,0.5421,0.7916,0.8895,0.8848,1.5648,0.4108,121.9054,57.9495,47.5449,79.6288,34.7743,29.5989,22.1575,36.8182,36.9737,0.6744,0.5543,0.2552
148,1,35.6233,84.1647,10.7527,10.8373,8.7207,9.652,10.9606,0.8906,0.811,1.0273,0.2047,0.7953,0.2574,0.0179,0.0434,0.5224,0.0117,147.6,159.5,0.0187,353.4,152.1,0,0,0.1882,0,795.2781,578.9915,0,0.4889,0.7965,0.8911,0.8911,0.9,0.398,97.3046,95.5735,60.4865,75.0117,42.3274,-6.1249,23.1695,104.8075,23.9654,0.9755,0.5447,0.2519
149,1,54.4695,198.2075,16.5947,16.8487,13.97,14.8167,17.3803,0.8794,0.8418,1.0527,0.699,0.602,1.161,0.0227,0.0444,0.5246,0.0451,243.6,16.1,0.0908,4.9,157.3,0,0,0,0.1448,0.0137,0,0.0244,0.4579,0.7471,0.8904,0.8784,0.8333,0.4239,84.3164,86.9352,54.9076,67.6927,38.2176,-7.7904,20.9175,110.4271,22.3211,1.9674,0.6246,0.2071
150,1,50.0477,177.8419,15.3247,15.4093,14.478,14.478,16.4737,0.9396,0.9448,1.0791,0.6796,0.5856,1.1604,0.0145,0.0243,0.52,0,162,161.1,0,164.2,143.5,0,0,0,0.1556,0.0048,0,0.0199,0.4444,0.8,0.8889,0.8889,0.9444,0.38,88.3749,96.2111,60.7066,74.337,41.7265,-11.1203,22.205,116.6018,24.8339,2.6664,0.5754,0.2367
151,1,56.5801,207.0964,17.78,17.9493,14.0547,14.478,19.0544,0.8066,0.7905,1.0768,0.7286,0.5429,1.3421,0.0284,0.0756,0.4938,0.0052,199.1,0.6,0.0145,9,156.4,3e-04,0.008,0,0.1521,0.0359,0,0.0383,0.4607,0.7765,0.9041,0.88,0.7952,0.4043,90.8354,90.463,59.2676,72.7145,40.0983,-6.3643,20.7798,107.0284,21.7326,2.2767,0.5502,0.2564
152,1,46.9757,156.8957,14.8167,14.9013,12.446,12.8693,14.4121,0.8636,0.84,0.9782,0.72,0.64,1.125,0.0255,0.0527,0.5502,0.0197,197.8,2.1,0.0219,170,159.7,0,0,0,0.1395,0.0106,0,0.0194,0.4605,0.7682,0.8923,0.8788,0.8406,0.4256,94.2457,102.9236,59.5249,76.6756,44.5406,-12.7208,27.1043,115.142,29.941,2.5846,0.5745,0.2394
153,1,57.0966,215.1609,18.9653,19.2193,14.224,14.8167,15.8265,0.7709,0.75,0.836,0.692,0.433,1.5979,0.0434,0.1198,0.4257,0.0119,13.3,1.3,0.0203,217.5,165,0.1909,0.06,0,0.1924,0.1206,0,0.091,0.4229,0.954,1.0061,0.9822,0.7477,0.0357,99.1015,100.9661,70.5174,81.8634,44.346,-7.4818,19.7043,110.7919,21.0769,1.7087,0.6258,0.1976
154,1,67.0788,282.6446,22.098,22.2673,16.3407,16.8487,19.1836,0.7567,0.7395,0.8648,0.7663,0.6858,1.1173,0.0365,0.0942,0.5627,0.0126,196.4,7.4,0.0238,173.6,164.9,3e-04,0.0091,0,0.1417,0.0233,0,0.0271,0.4724,0.7677,0.8889,0.8786,0.7308,0.3702,111.4698,115.2785,77.9474,91.4283,50.547,-9.6111,23.8647,111.9362,25.7273,2.6792,0.552,0.2557
155,1,49.7997,175.9136,15.5787,15.8327,14.0547,14.1393,16.9679,0.893,0.9022,1.1337,0.6576,0.6033,1.0901,0.018,0.0373,0.5149,0.015,164.1,168.8,0.0094,164,147.4,0,0,0,0.1347,0.0317,0,0.0082,0.4251,0.7952,0.8919,0.8859,0.9041,0.3832,127.2108,124.5243,85.9926,100.3795,55.1432,-6.8459,25.43,105.0672,26.3353,3.5712,0.5475,0.2516
156,1,38.3531,104.5231,12.7,12.7,9.906,10.0753,10.9195,0.7933,0.78,0.8655,0.6733,0.6733,1,0.0299,0.0808,0.5445,0.0042,3.2,1.7,0.0034,166.7,167.2,0.0075,0.0569,0.1231,0,0.0204,0.0029,0,0.4874,0.7797,0.8932,0.8762,0.7667,0.4053,95.2008,96.6896,64.6028,76.6456,42.7624,-7.3603,20.9313,109.3738,22.1877,2.0056,0.5462,0.2602
157,1,61.33,265.5407,18.8807,19.05,16.4253,16.9333,18.4105,0.8889,0.87,0.9751,0.7354,0.6637,1.1081,0.0233,0.0384,0.5442,0.0275,204.1,173.3,0.0224,172.3,159.6,0,0,0,0.146,0.0147,0,0.0228,0.475,0.7739,0.8902,0.8851,0.875,0.4253,101.2515,103.1682,73.8032,84.3086,45.5916,-7.1206,19.0011,110.5433,20.2915,1.9231,0.5533,0.251
158,1,46.0949,153.7345,14.3087,14.3087,13.8007,13.8853,15.6215,0.9704,0.9645,1.1056,0.5148,0.6036,0.8529,0.0209,0.0296,0.4607,0.0099,1,156.3,0.0075,158.5,156.7,0,0,0.1577,0,0.0294,0.029,0,0.5122,0.7853,0.8889,0.8767,0.9552,0.3719,113.0428,55.3878,35.0615,69.6956,32.4809,26.0487,27.6436,46.7015,37.983,0.7021,0.5464,0.2583
159,1,72.1233,322.7592,19.7273,19.812,19.9813,20.574,23.8091,1.0385,1.0129,1.2069,0.6738,0.5923,1.1377,0.0123,0.0204,0.5068,0.0099,6.4,153.8,0.0073,153.4,143,0,0,0,0.1175,0.0179,0,0.0301,0.4868,0.7355,0.8768,0.8436,0.9889,0.4411,115.7191,64.776,45.1175,75.6877,35.4215,22.046,24.5686,48.0976,33.0097,0.7952,0.5521,0.2544
160,1,67.3714,310.2001,21.336,21.4207,16.764,17.78,19.0699,0.83,0.7857,0.8938,0.746,0.627,1.1899,0.0316,0.074,0.5461,0.0384,222.8,184.2,0.0467,173.7,157.3,0,0,0,0.1476,0.0395,0,0.0461,0.4524,0.756,0.8927,0.8876,0.79,0.4265,106.8158,107.2068,73.1398,85.8348,47.4312,-7.2839,22.3519,108.0495,23.5088,1.3283,0.5514,0.2523
161,1,46.9261,157.8563,13.716,13.8007,13.8853,13.8853,15.3829,1.0061,1.0123,1.1284,0.7037,0.6173,1.14,0.0209,0.0219,0.5334,0,175.4,164.7,0,168.7,154.9,0,0,0,0.1814,0.0105,0,0.0153,0.3963,0.7975,0.8904,0.8844,1.0156,0.4065,120.5261,59.7402,44.8871,77.8414,35.0429,27.5722,24.4076,41.5161,36.8233,0.9661,0.5478,0.2593
162,1,47.2151,157.7345,15.24,15.24,12.192,12.5307,14.9963,0.8222,0.8,0.9894,0.7056,0.6722,1.0496,0.0269,0.0635,0.5612,0.0135,192.4,177.1,0.0391,188.4,169.1,0.0064,0.0114,0.0887,0,0.0137,0.0061,0,0.473,0.7755,0.8906,0.8837,0.7917,0.4141,125.3082,66.2636,48.0525,81.5801,37.5117,25.8674,26.0069,45.1541,36.6808,2.2002,0.5738,0.2421
163,1,42.9903,131.584,13.3773,13.3773,11.938,12.2767,13.1082,0.9177,0.8924,0.986,0.6582,0.6456,1.0196,0.0183,0.0349,0.5138,0.0285,205.6,9.2,0.0463,169.4,161,0,0,0.1394,0,0.0185,0.0169,0,0.5103,0.7778,0.8889,0.8889,0.8889,0.3962,95.3522,100.6141,59.08,75.2644,43.9933,-10.7279,26.5285,112.018,28.6156,1.8682,0.548,0.2562
164,1,59.9498,247.2253,18.3727,18.4573,15.748,16.764,18.2206,0.9083,0.8571,0.9963,0.7005,0.6083,1.1515,0.0209,0.0393,0.5178,0.0482,238.4,0.5,0.0597,169.9,156.2,0,0,0,0.1325,0.0221,0,0.0278,0.4747,0.7513,0.8916,0.881,0.8605,0.4203,108.076,110.1399,74.8715,87.9591,48.4987,-8.3336,22.8894,110.0055,24.3592,1.5441,0.5484,0.2604
165,1,66.7316,314.6159,21.1667,21.2513,17.1873,17.6953,19.0582,0.8327,0.812,0.9254,0.76,0.664,1.1446,0.0296,0.0614,0.57,0.0191,197.3,186.4,0.0362,173.4,170.4,0.0046,0.0171,0,0.1402,0.0124,0,0.0304,0.4785,0.7692,0.8939,0.8791,0.8,0.4274,91.4698,94.3893,62.7161,74.5478,41.5902,-7.9323,20.4597,111.1914,21.9436,1.3578,0.5808,0.2356
166,1,52.9965,200.9458,15.748,15.748,15.24,15.5787,17.3038,0.9892,0.9677,1.0825,0.6774,0.6505,1.0413,0.0212,0.0232,0.5286,0.0251,203.7,169,0.0228,170.9,153.5,0,0,0.071,0,0.0203,0.0181,0,0.4402,0.7869,0.8944,0.8889,0.973,0.4029,117.259,53.6574,40.3361,74.1617,32.9759,29.3913,24.6378,39.972,38.352,0.6355,0.549,0.2529
167,1,62.8369,268.7737,20.4893,20.4893,15.4093,16.256,18.0494,0.7934,0.7521,0.8845,0.7066,0.6074,1.1633,0.0318,0.0878,0.5133,0.042,214,197.1,0.0933,170.4,159.5,0,0,0,0.1125,0.0367,0,0.038,0.4896,0.7539,0.8889,0.8834,0.75,0.4208,88.4818,88.104,60.8111,71.12,39.214,-5.4791,18.0825,106.8572,18.8944,2.824,0.5505,0.2576
168,1,46.1616,153.885,13.716,13.716,14.0547,14.0547,15.4662,1.0247,1.0247,1.101,0.6605,0.6173,1.07,0.0113,0.0172,0.5013,0,172,154,0,162.7,142.8,0.0023,0.0093,0,0.1181,0.012,0,0.0122,0.4819,0.8,0.8919,0.8859,1.0313,0.3818,111.4978,53.5829,39.8616,71.2263,31.7949,26.8916,23.1243,40.6925,35.4668,0.9468,0.5491,0.2569
169,1,45.4106,143.3546,13.2927,13.462,12.7847,13.208,14.3231,0.9811,0.9618,1.0843,0.6561,0.6879,0.9537,0.0243,0.0262,0.5418,0.0355,216.2,161.7,0.053,164.5,153.3,0,0,0.1656,0,0.0129,0.0245,0,0.5256,0.7742,0.8955,0.8889,0.9677,0.4156,105.2179,107.6823,74.7952,86.3474,47.5521,-8.161,21.2484,111.0106,22.7617,3.0079,0.5181,0.2791
170,1,47.1981,158.8527,14.478,14.5627,13.716,13.8853,15.7565,0.9535,0.9474,1.078,0.6316,0.6082,1.0385,0.012,0.0207,0.5105,0.0091,162.6,161,0.0185,169.4,149.6,9e-04,0.0095,0.1062,0,0.0113,0.0096,0,0.5122,0.7853,0.8889,0.8828,0.9412,0.383,120.1686,51.5726,39.686,75.2229,32.9291,32.0206,25.1924,38.1942,40.7428,1.3874,0.5492,0.2542
171,1,46.5619,151.3975,13.208,13.3773,14.0547,14.3087,15.301,1.0696,1.0641,1.0784,0.7308,0.5385,1.3571,0.0287,0.0337,0.5213,0.0389,227.7,173.6,0.0535,169.7,140.1,0.0062,0.0213,0,0.1752,0.0225,0,0.0452,0.432,0.7857,0.8919,0.8859,1.0645,0.3913,125.1841,55.5258,40.8778,78.1418,34.8522,31.7774,27.2461,40.61,41.8587,1.8649,0.5503,0.2549
172,1,29.0653,57.8135,9.144,9.2287,7.62,8.0433,12.1024,0.8716,0.8333,1.3357,0.7315,0.5093,1.4364,0.0342,0.0526,0.5217,0.0105,213.5,168.4,0.0124,163.5,148.9,0,0,0,0.1949,0.0137,0,0.0294,0.4105,0.766,0.9,0.8889,0.8372,0.397,122.9518,113.7018,64.3118,88.3988,50.9801,-5.0454,33.758,98.5004,34.1329,3.0793,0.5357,0.2647
173,1,48.8914,169.7631,15.3247,15.3247,13.716,13.8853,16.1454,0.9061,0.895,1.0617,0.6464,0.5967,1.0833,0.0196,0.0435,0.4988,0.0222,7.4,151.2,0.0224,175,162.8,0,0,0.1183,0,0.0283,0.0266,0,0.5183,0.7853,0.8889,0.8828,0.8889,0.3887,90.4952,98.6255,58.3983,73.9553,42.8692,-11.8481,25.2333,115.1521,27.8765,2.9843,0.5533,0.253
174,1,63.1295,272.8812,20.2353,20.4893,15.8327,16.6793,19.3207,0.814,0.7824,0.9548,0.7113,0.6192,1.1486,0.0285,0.0679,0.5263,0.0152,200.4,5.8,0.0139,171.4,155.4,0.0018,0.0074,0,0.1447,0.027,0,0.0261,0.4365,0.7551,0.8916,0.881,0.7789,0.4198,115.0119,113.6341,83.3824,94.1851,50.4845,-5.9521,20.0119,106.5639,20.8783,1.7617,0.5513,0.2513
175,1,50.7456,184.5659,15.9173,15.9173,14.0547,14.3087,16.0764,0.8989,0.883,1.0153,0.6702,0.6489,1.0328,0.0162,0.0368,0.5319,0,181.5,155.1,0,9.4,161.1,0.0109,0.0113,0.1224,0,0.0053,0.0012,0,0.5089,0.7857,0.8919,0.8859,0.88,0.396,93.6461,96.3739,64.4188,76.4318,42.4936,-7.86,20.6806,110.8101,22.1239,1.7533,0.5525,0.2532
176,1,66.7436,316.9313,19.9813,19.9813,19.05,19.4733,21.8639,0.9746,0.9534,1.0988,0.6737,0.6737,1,0.0188,0.025,0.5136,0.013,193.8,160.6,0.0127,170.6,162.6,0,0,0.1041,0,0.0367,0.0362,0,0.4957,0.7773,0.89,0.8812,0.9468,0.4055,97.6016,79.0236,47.0066,68.0509,36.9845,3.4379,24.9342,82.1496,25.1701,1.1921,0.5525,0.2533
177,1,133.8525,1248.0764,39.2853,39.2853,37.6767,38.7773,39.3977,0.9871,0.9591,1.005,0.7306,0.6466,1.13,0.0234,0.023,0.536,0.0351,222.4,189.7,0.0736,164.1,156.6,0,0,0,0.1241,0.0361,0,0.0647,0.4782,0.7746,0.8894,0.885,0.9568,0.4091,123.2953,57.7972,48.0879,80.6475,35.0446,30.3115,22.161,36.1709,37.5486,1.3871,0.5861,0.2327
178,1,39.8516,112.2077,11.938,11.938,11.7687,12.0227,12.6394,1.0071,0.9858,1.0662,0.5957,0.6312,0.9438,0.0143,0.0146,0.5044,0.0211,203.7,161.8,0.0281,165.8,144.9,6e-04,0.0115,0.1142,0,0.0086,0.013,0,0.5,0.7801,0.8943,0.88,0.9821,0.3818,104.4448,106.7663,66.0216,81.9526,46.9768,-9.3127,26.3972,109.4324,27.9918,1.1787,0.5478,0.2516
179,1,49.5893,172.8814,15.5787,15.5787,12.954,13.5467,15.7294,0.8696,0.8315,1.0151,0.6902,0.6576,1.0496,0.0223,0.048,0.5411,0.0219,199.5,1.6,0.0129,190.5,161.4,0.0066,0.0087,0.0865,0,0.0084,0.0083,0,0.4813,0.7547,0.8889,0.8759,0.8219,0.4294,121.7221,50.3942,39.3048,75.7715,33.0274,33.2585,25.7419,37.7397,42.0568,0.9191,0.5505,0.2539
180,1,57.6833,231.5193,18.034,18.034,15.4093,15.748,16.7692,0.8732,0.8545,0.9342,0.723,0.6291,1.1493,0.0209,0.0473,0.5412,0.0244,201.5,166.6,0.031,167.9,163.9,0,0,0,0.1303,0.0098,0,0.021,0.457,0.7784,0.8889,0.8834,0.8571,0.4117,86.4074,90.537,60.9807,71.896,39.5816,-8.2123,18.9546,113.4252,20.6571,3.5021,0.6078,0.2158
1,2,244.3359943,3797.662656,78.994,79.502,51.816,59.69,62.58259433,0.7508,0.6559,0.7914,0.7899,0.6227,1.2685,0.0489,0.1169,0.5395,0.0857,246.1,235.2,0.1634,171.8,162.8,0,0,0,0.1861,0.1626,0,0.274,0.4326,0.6932,0.8873,0.8873,0.6559,0.4617,132.6827,68.2926,50.1591,86.0217,39.3523,28.1897,27.7774,44.5779,39.5758,1.4503,0.5912,0.2318
2,2,297.7693477,5356.935523,94.82666667,95.504,57.15,69.85,71.03557887,0.7314,0.6027,0.7478,0.8125,0.6741,1.2053,0.0637,0.1413,0.5588,0.1188,225.7,259.2,0.3701,176.2,173.9,4e-04,0.0015,0,0.1658,0.2817,0,0.3529,0.4545,0.6529,0.8907,0.8863,0.6004,0.4934,131.2975,53.0131,38.0313,79.6801,35.4446,35.6833,30.7018,40.7086,47.0733,2.0791,0.7887,0.1112
3,2,340.7733173,7154.279598,102.7853333,103.632,72.81333333,87.122,89.632028,0.8407,0.7084,0.877,0.7817,0.6071,1.2877,0.0557,0.0868,0.5416,0.1274,273.5,254,0.2395,173.5,155.4,0,0,0,0.1873,0.1342,0,0.4152,0.4393,0.6693,0.89,0.8889,0.7093,0.4748,158.175,73.774,58.0326,101.7355,45.0968,36.583,31.1495,40.4136,48.048,NA,NA,NA
4,2,317.3700705,6198.725954,98.806,99.39866667,67.73333333,78.74,77.37902567,0.7922,0.6855,0.7831,0.7609,0.6118,1.2437,0.0507,0.1081,0.5127,0.0897,249.1,236.2,0.221,172.8,164.1,0,0,0,0.1513,0.3274,0,0.3307,0.4602,0.6889,0.8901,0.8889,0.6867,0.4582,148.031,67.4364,52.6897,94.4412,41.7491,35.6283,29.778,39.8887,46.4339,2.4902,0.7025,0.1604
5,2,316.3279424,5903.794644,102.87,103.886,58.08133333,69.17266667,70.22057753,0.6659,0.5646,0.6767,0.8346,0.6379,1.3084,0.0624,0.1601,0.601,0.1169,226.7,247.3,0.2417,173.6,171.4,0.0175,0.0071,0,0.2388,0.15,0,0.3061,0.3745,0.6716,0.8896,0.8882,0.5649,0.4931,144.094,83.3632,60.4507,96.2957,45.0729,24.6742,28.8149,49.4266,37.9357,1.3374,0.7209,0.1503
6,2,269.2165643,4876.757272,77.38533333,77.55466667,72.30533333,77.30066667,79.56759127,0.9967,0.9344,1.0279,0.7527,0.6171,1.2199,0.0349,0.0347,0.5491,0.0263,227.7,203.2,0.0338,170.7,154.3,0,0,0,0.1445,0.0362,0,0.2478,0.4984,0.7478,0.8892,0.888,0.9342,0.4252,144.3313,63.8194,45.3467,89.2559,40.1576,35.5641,32.4916,42.4151,48.1717,3.5768,0.7193,0.1449
7,2,265.7066399,4758.943887,79.58666667,79.92533333,66.802,73.57533333,74.10527893,0.9206,0.8394,0.9341,0.7681,0.6117,1.2557,0.0373,0.045,0.5452,0.0715,236.1,217.4,0.1579,169.3,152.2,0,0,0,0.1682,0.1071,0,0.2637,0.4476,0.7258,0.8898,0.8873,0.8378,0.4395,182.5653,135.0153,63.2099,115.6595,63.8476,10.5135,53.7248,78.9276,54.7438,0.9188,0.6366,0.2017
8,2,343.3855295,7198.3727,90.00066667,95.08066667,88.9,105.0713333,103.1389521,1.1051,0.9878,1.1569,0.7686,0.4704,1.634,0.0738,0.0892,0.4208,0.0951,270.4,246.3,0.2804,143.9,110.8,0,0,0,0.2638,0.5148,0,0.8376,0.3513,0.6774,0.8898,0.8833,0.9906,0.4429,145.1763,67.7203,50.3303,91.9984,41.35,33.9539,30.7569,42.1716,45.8133,2.0127,0.6301,0.2106
9,2,314.8966863,5894.683551,100.4993333,101.1766667,56.47266667,72.22066667,74.58033513,0.7138,0.5619,0.7451,0.8307,0.6554,1.2674,0.0678,0.1467,0.579,0.1583,260.8,266.6,0.3965,201.7,174.1,0.0373,0.0046,0,0.1968,0.1121,0,0.3756,0.4326,0.6244,0.8881,0.8867,0.5612,0.5183,186.0075,181.8632,115.7856,142.4062,77.9964,-11.2423,41.9003,105.0193,43.3823,4.0798,0.8063,0.1019
10,2,318.1841659,5532.47639,96.94333333,97.87466667,52.578,73.23666667,75.386565,0.7483,0.5424,0.7769,0.821,0.5188,1.5825,0.0878,0.1665,0.542,0.1684,284.6,295.7,0.359,174.1,171.966,0.0103,0.14,0,0.2464,0.3399,0,0.4351,0.3815,0.5741,0.8873,0.8889,0.5427,0.5387,141.279,67.6954,52.6045,91.2203,40.6523,32.5579,28.1528,40.85,43.0418,1.0241,0.77,0.1495
11,2,134.4717402,1207.216224,43.34933333,43.51866667,30.81866667,34.12066667,35.7873808,0.784,0.7109,0.8333,0.7363,0.6445,1.1424,0.0392,0.0904,0.5463,0.061,246.9,210.9,0.0865,180,168,0,0,0,0.1415,0.0655,0,0.0862,0.4467,0.7214,0.8896,0.8869,0.7108,0.4482,109.0908,54.0861,37.3392,68.8959,31.3972,25.226,24.4744,44.1336,35.1475,0.5529,0.5875,0.2323
12,2,138.3118307,1303.323558,35.72933333,36.99933333,41.82533333,44.36533333,44.93314187,1.1991,1.1706,1.2546,0.8057,0.5166,1.5596,0.0451,0.0695,0.5296,0.0182,232,183.4,0.0332,136.066,123,0,0,0,0.2672,0.0466,0,0.2214,0.3836,0.7533,0.8894,0.8894,1.1726,0.4281,123.0061,77.821,60.2394,86.2197,40.1332,18.6388,21.2842,48.7911,28.2917,0.6929,0.5573,0.2528
13,2,174.4675877,2002.533629,44.958,45.38133333,49.95333333,52.23933333,54.18196767,1.1511,1.1111,1.1727,0.7872,0.6817,1.1547,0.0394,0.064,0.5765,0.0381,222.1,189.2,0.06,171.4,150,0,0,0,0.1132,0.0519,0,0.1117,0.5089,0.7662,0.8906,0.8889,1.1132,0.4373,129.3562,64.7336,49.0509,83.9254,37.8794,28.7845,26.1175,42.2189,38.8674,0.7184,0.5284,0.272
14,2,238.5836478,3692.702292,74.676,74.84533333,54.77933333,60.36733333,62.72599427,0.8066,0.7336,0.84,0.7687,0.6315,1.2172,0.0373,0.0838,0.5488,0.0379,243.1,210.1,0.0446,174.7,161.3,0,0,0,0.1466,0.1112,0,0.197,0.4684,0.7247,0.8897,0.8866,0.733,0.4461,134.7745,55.2934,43.0787,83.6844,36.5799,36.2714,28.6164,38.2718,46.2007,1.1371,0.6045,0.2216
15,2,166.5294697,1924.712996,47.244,47.32866667,47.244,49.61466667,50.1757442,1.0483,1,1.064,0.7634,0.6147,1.242,0.0334,0.0394,0.5492,0.0376,219,186,0.059,169.5,148.3,0,0,0,0.162,0.0309,0,0.148,0.4488,0.7624,0.8902,0.8884,1,0.4181,131.0773,61.4775,47.1063,83.7763,37.2179,31.3938,26.6658,40.3445,41.1902,2.5169,0.528,0.2719
16,2,175.4566045,2104.726973,50.37666667,51.054,48.768,51.13866667,52.34371887,1.0017,0.9681,1.0408,0.7731,0.5714,1.3529,0.0353,0.0363,0.5306,0.0381,228.6,172.7,0.0625,167.9,140.9,0,0,0,0.2199,0.023,0,0.1972,0.4123,0.7629,0.8897,0.888,0.9705,0.4167,112.9408,71.0274,53.7479,78.4048,36.5606,17.5552,20.3091,49.1599,26.8448,1.6518,0.573,0.2418
17,2,278.7353328,4284.364191,91.186,91.77866667,46.31266667,60.706,64.856106,0.6614,0.5079,0.7215,0.8143,0.5952,1.3682,0.082,0.1856,0.5586,0.1326,235.9,275.3,0.31,171.2,164,0,0,0,0.1638,0.3099,0,0.3581,0.4644,0.6089,0.8898,0.8862,0.507,0.5073,129.8162,59.7741,41.5448,80.6334,36.6516,31.3066,29.6821,43.4741,43.1408,1.8982,0.719,0.1498
18,2,158.7401363,1746.763532,48.514,48.68333333,42.07933333,44.28066667,44.50825067,0.9096,0.8674,0.9235,0.7208,0.6213,1.1601,0.0235,0.0382,0.532,0.0296,242.5,189.1,0.0527,172.1,158.3,0,0,0,0.1471,0.0532,0,0.0856,0.4704,0.7586,0.8899,0.8859,0.8684,0.418,139.6932,67.4084,50.6748,89.5539,40.267,31.7799,28.6597,42.0447,42.7941,1.0498,0.5583,0.2504
19,2,173.807882,2078.282582,52.40866667,52.66266667,46.482,49.53,49.99614927,0.9405,0.8869,0.9555,0.7157,0.5945,1.2038,0.0269,0.0318,0.5265,0.0327,214.8,197.4,0.0647,175.8,152.4,0,0,0,0.1619,0.0552,0,0.1388,0.4462,0.75,0.8902,0.8866,0.8866,0.4138,136.4263,78.1308,50.1818,87.8228,42.1967,23.6871,31.5347,53.0882,39.44,0.5177,0.5589,0.2493
20,2,347.8994227,7463.060343,84.15866667,85.51333333,111.506,116.078,118.3745833,1.3574,1.3249,1.4172,0.7726,0.4115,1.8778,0.05,0.1014,0.4678,0.053,279.1,200.1,0.0604,109,92.9,0,0,0,0.238,0.1439,0,0.7004,0.434,0.7679,0.884,0.8878,1.3249,0.3699,141.0585,64.3696,50.0457,89.8995,39.9235,34.0472,28.7928,40.2203,44.5896,NA,NA,NA
21,2,343.5868329,6867.133219,113.8766667,114.1306667,57.57333333,78.06266667,80.4713656,0.684,0.5056,0.707,0.7874,0.5978,1.3172,0.0731,0.175,0.535,0.1044,257,256.7,0.1857,191,162.6,0.1079,0.0408,0,0.1621,0.3969,0,0.4361,0.4544,0.5907,0.8903,0.8903,0.5065,0.521,150.5474,68.5554,52.6652,95.6129,42.4798,35.9884,31.0496,40.7866,47.5315,3.2381,0.7023,0.1597
22,2,96.0920354,634.8231031,29.21,29.37933333,24.55333333,26.24666667,28.11565793,0.8934,0.8406,0.9569,0.7333,0.6638,1.1048,0.0278,0.046,0.5512,0.0516,234.4,202.6,0.0799,173.7,159.1,0.0012,0.0056,0,0.1248,0.0215,0,0.0429,0.4871,0.7508,0.8958,0.8889,0.8467,0.4362,128.0121,114.6622,63.4223,90.1302,51.6265,-3.081,35.5495,94.9533,35.6828,0.5014,0.5563,0.2519
23,2,123.0527469,1018.406565,38.1,38.77733333,30.56466667,32.512,33.8714588,0.8384,0.8022,0.889,0.7778,0.6,1.2963,0.0328,0.0585,0.5384,0.0326,222.9,198.3,0.039,172.1,157.4,0,0,0,0.213,0.0194,0,0.1179,0.4115,0.752,0.8889,0.8889,0.8,0.4268,77.8189,56.3255,40.0101,55.5117,27.0824,8.3324,14.9994,60.9473,17.1584,0.5115,0.6165,0.2127
24,2,118.4546103,909.0662822,26.50066667,26.50066667,40.55533333,41.99466667,42.4874944,1.5847,1.5304,1.6084,0.7572,0.5815,1.3022,0.0467,0.1453,0.5532,0.0292,214.5,146.6,0.0401,129.5,110.4,0,0,0,0.08,0.0125,0,0.0978,0.5363,0.7717,0.8904,0.8884,1.5403,0.4133,125.1477,70.8995,52.3222,83.4839,38.6247,23.3216,24.6125,46.5426,33.9068,0.8787,0.555,0.2532
25,2,102.2531949,728.4931667,27.77066667,28.02466667,31.15733333,32.17333333,33.1799184,1.148,1.122,1.1984,0.7134,0.622,1.1471,0.0273,0.0526,0.5343,0.0132,206.6,173.4,0.0141,166.9,141.9,0,0,0,0.1289,0.028,0,0.0521,0.4711,0.7757,0.8909,0.8882,1.1221,0.4047,119.0406,62.5877,45.4349,77.3842,35.467,25.1604,24.862,44.6582,35.3718,0.755,0.5552,0.2546
26,2,46.38049313,152.9889413,14.90133333,14.90133333,12.192,12.61533333,15.7492192,0.8466,0.8182,1.069,0.6932,0.6307,1.0991,0.0224,0.0535,0.5355,0.0168,201.6,175.4,0.0122,170.9,158.1,0,0,0,0.1205,0.0022,0,0.0142,0.4966,0.7703,0.8906,0.8837,0.8143,0.4127,88.6357,91.2831,55.0402,69.9865,40.0468,-8.3345,23.622,109.4344,25.0492,1.4879,0.5766,0.2361
27,2,78.68972493,430.6084578,20.91266667,21.16666667,25.06133333,25.48466667,26.1400798,1.204,1.1984,1.2197,0.6559,0.6154,1.0658,0.0234,0.0666,0.4873,0.0219,206.1,149.4,0.0323,162.4,135,0,0,0,0.0802,0.0415,0,0.0526,0.5017,0.7867,0.8906,0.8872,1.2041,0.3952,106.9189,51.5839,35.3758,66.9478,30.2822,25.6569,24.1917,43.3164,35.2635,0.4318,0.5557,0.252
