LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
163,2,48.1029,163.4477,14.986,14.986,12.7847,13.2927,15.1396,0.887,0.8531,1.0046,0.6836,0.6949,0.9837,0.0232,0.0435,0.552,0.0287,196.9,0.9,0.0487,6.1,161.2,0.0048,0.0465,0.106,0,0.0056,0.0108,0,0.5032,0.7692,0.8889,0.8889,0.8571,0.4213,106.4752,110.3227,68.333,84.2776,48.3739,-10.2539,26.8663,110.89,28.7566,1.7068,0.5875,0.2326
164,2,58.1657,233.5408,18.6267,18.7113,14.732,15.4093,17.311,0.8235,0.7909,0.9336,0.7091,0.6136,1.1556,0.0255,0.0637,0.5349,0.0525,228.6,191,0.074,169.1,161.7,0,0,0,0.1361,0.004,0,0.0227,0.478,0.7624,0.8903,0.8846,0.7841,0.4145,101.5627,107.9813,71.3352,85.1378,47.0649,-10.5895,23.1333,114.5964,25.4419,2.5832,0.5894,0.2296
165,2,72.5661,366.5512,23.368,23.622,18.7113,19.3887,21.12,0.8208,0.8007,0.9071,0.6848,0.6449,1.0618,0.0279,0.0667,0.525,0.0112,195.9,6.9,0.0088,165.6,151.5,0.0111,0.1793,0,0.1251,0.0411,0,0.0297,0.4672,0.7719,0.8889,0.8889,0.8,0.4053,103.6294,105.0287,70.5903,83.9616,46.3444,-7.7454,22.4564,109.0298,23.7546,0.6431,0.5812,0.2327
166,2,49.3293,170.2721,15.3247,15.3247,12.954,13.462,14.991,0.8785,0.8453,0.9836,0.7017,0.6464,1.0855,0.0226,0.0476,0.5536,0.0377,219.6,173.2,0.0362,163.2,156.5,0,0,0,0.1015,0.0078,0,0.0099,0.4843,0.7595,0.8889,0.8759,0.8333,0.4286,118.7433,55.5114,42.9318,76.0818,33.6795,29.2621,23.7762,39.0947,37.7038,0.9192,0.5617,0.2501
167,2,58.039,235.2899,18.7113,18.7113,14.3933,15.24,19.6435,0.8145,0.7692,1.0545,0.7692,0.638,1.2057,0.037,0.075,0.5577,0.0111,192.3,192.7,0.0055,2.4,163.2,0.0079,0.0195,0,0.1445,0.0381,0,0.0331,0.4722,0.7598,0.8947,0.8889,0.7727,0.4273,88.6401,91.3467,59.769,71.7668,40.2799,-7.7051,20.4184,110.6744,21.8238,2.1614,0.5509,0.2536
168,2,51.4229,189.8132,15.8327,15.8327,14.732,14.8167,18.3763,0.9358,0.9305,1.1668,0.7005,0.5989,1.1696,0.0153,0.0259,0.5198,0.0057,174.8,157.6,0.003,161.3,148.1,0,0,0,0.0819,0.0115,0,0.0148,0.5257,0.7931,0.8903,0.8846,0.9324,0.3942,114.5183,57.3212,42.3519,73.8152,33.4473,26.0105,23.7466,42.3949,35.22,1.1661,0.55,0.2541
169,2,62.2297,270.5801,19.304,19.304,16.1713,17.1873,19.5788,0.8904,0.8377,1.0232,0.7149,0.636,1.1241,0.0291,0.0448,0.5383,0.0394,209.4,173.4,0.0681,0.8,164.2,8e-04,0.0101,0,0.1317,0.034,0,0.0307,0.4729,0.7525,0.8889,0.8889,0.8352,0.4244,116.0358,114.3479,86.2639,95.7243,50.8625,-5.4146,18.699,106.1494,19.4671,1.1466,0.5509,0.2551
170,2,50.6379,180.609,15.1553,15.24,14.3933,14.8167,16.9892,0.9722,0.9497,1.1272,0.7039,0.5698,1.2353,0.0182,0.0197,0.5161,0.0229,206.1,164.2,0.0175,168.5,153.2,0.0056,0.0119,0,0.1057,0.0121,0,0.0279,0.4971,0.7816,0.8947,0.8889,0.9577,0.398,121.4473,48.155,37.786,74.9306,32.373,34.434,25.8571,36.9036,43.0614,1.2037,0.5499,0.2568
171,2,44.5228,144.0212,13.1233,13.1233,13.208,13.2927,14.4436,1.0129,1.0065,1.0489,0.7097,0.6645,1.068,0.0197,0.0209,0.5529,0.0032,0.6,164.2,0.0015,166.5,153.2,0,0,0,0.1156,0.0133,0,0.0058,0.4777,0.7949,0.8921,0.8857,1.0164,0.4086,126.8623,56.6969,39.3628,78.2201,35.4062,31.6754,29.2191,42.6901,43.0939,0.9253,0.5488,0.2558
172,2,26.4552,48.2365,8.4667,8.636,7.1967,7.366,10.1635,0.8529,0.85,1.2123,0.65,0.49,1.3265,0.0295,0.0553,0.4821,0.023,202.5,3.3,0.0178,183.9,144.7,0.0074,0.0178,0,0.1688,0.0202,0,0.0162,0.4368,0.7674,0.8919,0.8684,0.825,0.3837,114.2503,113.2269,65.3604,85.5326,49.9942,-8.8207,31.3939,105.6937,32.6095,3.8965,0.5356,0.2589
173,2,57.2504,232.1931,17.526,17.6107,15.494,15.748,16.4334,0.8942,0.8841,0.9422,0.7585,0.686,1.1056,0.0287,0.0393,0.551,0.0188,202,3.4,0.0179,167,161.4,0,0,0,0.1617,0.0153,0,0.0228,0.4301,0.7784,0.8944,0.878,0.878,0.4274,106.2567,105.5552,76.8595,86.8212,46.8923,-5.8322,19.097,106.9825,19.9677,0.7667,0.5508,0.2562
174,2,53.3472,197.8706,16.002,16.002,14.6473,15.3247,18.3618,0.9577,0.9153,1.1535,0.7037,0.5979,1.177,0.0253,0.0314,0.5349,0.0249,207.4,166.1,0.0467,167.7,152.8,0,0,0,0.1104,0.0174,0,0.0311,0.5028,0.7556,0.8831,0.8774,0.9067,0.4196,96.5384,91.5551,71.3774,79.1624,41.3314,-1.9702,14.1264,97.9397,14.2631,1.8093,0.5518,0.2535
175,2,65.3564,299.684,20.2353,20.574,16.9333,17.6107,19.6377,0.856,0.8368,0.943,0.728,0.6946,1.0482,0.0277,0.0539,0.5648,0.029,211.6,185,0.0323,1.7,157.7,0.0026,0.011,0.1226,0,0.018,0.0162,0,0.5337,0.7729,0.8939,0.8889,0.8421,0.4289,103.897,101.7556,72.3147,83.2366,45.3214,-5.2109,19.7129,104.8069,20.39,1.8667,0.5515,0.257
176,2,65.2402,304.7592,19.304,19.4733,19.3887,19.4733,21.0734,1,1.0044,1.1034,0.6974,0.614,1.1357,0.0171,0.0254,0.5019,0,4.5,156.4,0,164.1,152.7,0,0,0,0.1358,0.0408,0,0.0382,0.4522,0.7948,0.8922,0.8835,1,0.3881,102.3467,81.078,43.2989,68.5391,38.205,4.0018,29.2144,82.2002,29.4872,0.9449,0.5527,0.2521
177,2,129.1793,1167.417,36.068,36.068,38.1,39.2853,39.8289,1.0892,1.0563,1.1095,0.7183,0.662,1.0851,0.0264,0.0392,0.5454,0.0151,192.7,184.5,0.0489,162,152.5,0,0,0,0.1059,0.0397,0,0.0407,0.5,0.7775,0.8911,0.8889,1.0588,0.4097,128.3746,55.8809,46.0777,82.0919,35.5315,33.4879,24.5721,36.2698,41.5358,2.0376,0.5855,0.2351
178,2,49.8869,174.4226,14.0547,14.224,15.1553,15.4093,16.3366,1.0833,1.0783,1.1693,0.6988,0.6386,1.0943,0.0198,0.0407,0.483,0.0223,149.7,156.1,0.0181,166,147.2,0.0045,0.0189,0,0.1538,0.033,0,0.0363,0.4396,0.7845,0.8875,0.882,1.0758,0.395,105.7289,105.5634,63.2302,80.6353,46.6694,-8.2515,27.8528,106.5021,29.0494,1.1148,0.5481,0.2579
179,2,49.5603,173.204,15.748,15.748,12.954,13.6313,15.1771,0.8656,0.8226,1.0305,0.672,0.6559,1.0246,0.0254,0.0539,0.5176,0.0311,215.1,5.2,0.0695,178.7,159.9,0,0.0103,0,0.1227,0.0275,0,0.0227,0.4658,0.75,0.8889,0.8759,0.8108,0.4227,133.8707,63.4448,50.1646,86.6024,38.3431,31.6558,25.87,39.2567,40.8821,1.0197,0.5483,0.2561
180,2,54.1443,202.2577,17.3567,17.526,13.8853,14.3087,16.4939,0.8164,0.8,0.9644,0.6927,0.6683,1.0365,0.0278,0.0651,0.5494,0.0266,196.2,1.4,0.0815,176.4,163.1,0,0,0,0.0744,0.0151,0,0.0119,0.5325,0.7738,0.8904,0.8844,0.8025,0.4138,87.0673,91.8712,62.8668,73.2527,40.1496,-8.5034,18.4119,114.7896,20.2807,1.8865,0.608,0.2157
1,3,201.4949149,2736.833236,59.77466667,61.12933333,50.038,54.27133333,54.98323607,0.8878,0.8371,0.9255,0.8612,0.6048,1.4239,0.0471,0.0553,0.5695,0.0694,224.1,214.5,0.1388,162.5,150.3,0,0,0,0.2893,0.0832,0,0.2783,0.3401,0.7375,0.8872,0.8889,0.8369,0.4524,131.7347,67.4165,47.8072,84.4857,38.9092,28.0219,28.6649,45.6499,40.0861,0.8816,0.6685,0.181
2,3,393.3077393,8482.040384,122.3433333,123.2746667,69.85,87.03733333,105.262553,0.706,0.5709,0.8598,0.8097,0.6657,1.2162,0.0894,0.1704,0.5864,0.0107,206.1,238.8,0.011,185.4,172.2,0,0,0,0.1727,0.2251,0,0.4785,0.4504,0.6407,0.8892,0.8868,0.5702,0.496,137.379,65.3727,50.2761,88.3003,39.4323,32.0454,27.7376,40.8786,42.3825,2.8036,0.7885,0.1095
3,3,333.640176,7251.698758,91.52466667,94.40333333,89.23866667,100.1606667,99.42003653,1.061,0.975,1.0879,0.7697,0.5532,1.3913,0.0635,0.0673,0.4961,0.0708,233.6,237.5,0.2285,171.6,129.5,0,0,0,0.2224,0.2913,0,0.5622,0.3787,0.7124,0.8919,0.8882,0.9745,0.4352,127.8536,50.5676,35.9232,77.0658,34.2933,35.4078,30.4476,40.6926,46.6987,NA,NA,NA
4,3,368.9202172,8315.703799,119.38,120.396,72.05133333,85.93666667,93.53312933,0.7138,0.6035,0.7817,0.8305,0.634,1.3098,0.0625,0.1415,0.5741,0.0736,224.7,255.3,0.165,177,158.1,0,0,0,0.1753,0.2518,0,0.4773,0.465,0.6706,0.8889,0.8889,0.6028,0.4807,153.915,73.6802,57.2599,99.3586,44.1811,34.8155,30.3083,41.0409,46.1596,NA,NA,NA
5,3,278.8550769,4545.682665,94.234,94.40333333,53.848,60.87533333,64.2001256,0.6448,0.5714,0.6983,0.7026,0.6487,1.0831,0.056,0.1573,0.5242,0.0681,248.5,211.9,0.1289,136.2,165.65,0.004,0.0039,0,0.1188,0.2042,0,0.1596,0.4854,0.7075,0.8944,0.8897,0.5721,0.4413,165.1144,95.458,70.1088,110.6908,51.5535,27.5795,32.4016,49.5963,42.5499,NA,NA,NA
6,3,293.1656231,5758.683823,87.96866667,88.30733333,70.01933333,77.13133333,78.52395607,0.8734,0.796,0.8935,0.7613,0.7507,1.0141,0.0426,0.0641,0.588,0.0484,224.8,208.9,0.1016,165.1,174,0.0138,0.0222,0,0.1156,0.1256,0,0.1098,0.4753,0.7253,0.8895,0.8871,0.7952,0.4644,141.2849,61.6303,45.6206,87.9414,39.107,35.5948,30.6225,40.7057,46.9545,1.5626,0.6853,0.1702
7,3,234.4991077,3690.014125,72.30533333,72.898,57.912,63.58466667,66.3204668,0.8722,0.8009,0.9582,0.7553,0.6042,1.25,0.0347,0.0623,0.5058,0.0373,251.6,204.3,0.0454,162.8,146.4,0,0,0,0.1556,0.2109,0,0.2215,0.4767,0.728,0.8907,0.8878,0.8006,0.4318,180.7661,129.7768,56.2877,111.5549,62.1842,12.52,55.4967,77.2869,56.8914,1.7494,0.5598,0.2506
8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,3,311.5731132,5656.110552,99.48333333,100.33,56.134,69.342,71.6764886,0.6911,0.5643,0.726,0.8153,0.6868,1.1871,0.0662,0.1508,0.5771,0.1392,271.2,262,0.2581,171.1,175.4,0.0178,0.0077,0,0.1587,0.1378,0,0.3169,0.464,0.6455,0.8889,0.8859,0.5629,0.507,175.3238,168.6311,95.1431,127.5941,73.0349,-10.6265,46.9101,102.7637,48.0986,NA,NA,NA
10,3,321.0628326,6031.521987,101.854,101.9386667,59.182,71.882,76.11842367,0.7051,0.581,0.7503,0.8188,0.6825,1.1998,0.0665,0.1425,0.5998,0.1294,269.9,253.7,0.2977,177.5,192.5,2e-04,0.0015,0,0.1427,0.0992,0,0.245,0.4888,0.658,0.89,0.8871,0.5813,0.5,142.3741,72.5941,54.986,92.8615,42.0545,30.1459,28.4072,43.2991,41.4216,NA,NA,NA
11,3,143.5682083,1354.735642,45.12733333,45.466,33.18933333,37.25333333,38.2392936,0.8194,0.7355,0.849,0.743,0.6229,1.1928,0.0409,0.0863,0.5372,0.0763,251.6,224.2,0.1707,171.633,160.8,0.0017,0.0112,0,0.1431,0.0837,0,0.1207,0.4659,0.7107,0.8889,0.8864,0.7358,0.4502,117.5518,55.7518,39.0663,73.6946,33.4062,28.2271,26.4168,43.1025,38.6603,0.5662,0.5874,0.2321
12,3,136.5618469,1229.53876,34.96733333,35.47533333,39.20066667,42.58733333,43.9949336,1.2005,1.1211,1.2582,0.77,0.6441,1.1955,0.0433,0.0747,0.5496,0.0478,273.2,168.3,0.0578,169.6,138.1,0,0,0,0.2015,0.0478,0,0.1393,0.4056,0.7331,0.8889,0.8846,1.122,0.4473,131.4097,62.1992,47.3526,84.0785,37.338,31.1411,26.502,40.3987,40.8916,0.8945,0.5573,0.25
13,3,186.084972,2327.608248,48.17533333,49.10666667,54.01733333,56.642,58.07343393,1.1534,1.1213,1.2055,0.7645,0.7065,1.0821,0.035,0.0631,0.5672,0.0277,224.1,184.266,0.0286,167.6,158.7,0,0,0,0.0575,0.0378,0,0.0744,0.568,0.7635,0.8901,0.8885,1.1233,0.4399,133.783,71.1444,51.4365,87.1396,40.1357,27.0402,27.999,45.998,38.9245,1.1598,0.5582,0.2519
14,3,267.7641669,4678.922542,83.48133333,84.49733333,62.90733333,68.24133333,68.34848747,0.8076,0.7535,0.8205,0.788,0.6176,1.2759,0.0374,0.079,0.551,0.0646,242.3,207.9,0.1787,176.1,161.3,0,0,0,0.2048,0.0551,0,0.2675,0.4094,0.7354,0.8889,0.8862,0.7513,0.4387,146.0819,59.3348,45.2082,90.0035,39.5627,38.893,31.7673,39.2415,50.2178,1.1434,0.5892,0.2311
15,3,169.8785697,1992.433291,47.66733333,48.09066667,47.83666667,50.46133333,51.13176633,1.0493,1.0036,1.0746,0.7762,0.6199,1.2521,0.0326,0.0393,0.5567,0.0369,230.4,189.1,0.0561,173.8,152.4,0,0,0,0.203,0.0311,0,0.1501,0.4044,0.7563,0.8893,0.8876,1.0045,0.4303,121.92,64.0241,47.9108,79.8722,36.2607,25.8485,24.5592,43.5349,35.6553,0.934,0.5581,0.2509
16,3,178.921918,2209.522463,51.22333333,51.816,50.20733333,52.66266667,53.42200813,1.0163,0.9802,1.0464,0.7702,0.6033,1.2767,0.0345,0.0361,0.5391,0.0249,223.5,188.3,0.0441,167.9,148.6,0,0,0,0.2006,0.0502,0,0.1723,0.3955,0.7601,0.8906,0.8856,0.9793,0.4203,100.0049,50.983,40.0552,65.8545,29.1572,23.0802,18.7817,39.1373,29.7564,NA,NA,NA
17,3,271.9012257,4027.647859,91.44,91.77866667,40.55533333,54.102,57.43835773,0.5895,0.4435,0.6438,0.8389,0.7565,1.1089,0.0888,0.2148,0.6515,0.1739,255.8,269.8,0.5054,0,176.2,3e-04,0.0021,0,0.1064,0.1206,0,0.2634,0.5164,0.5987,0.8904,0.8863,0.4421,0.5386,128.1503,62.4872,44.1103,81.0461,37.0288,29.1163,28.3022,44.1877,40.6051,2.2762,0.7067,0.1697
18,3,189.0273334,2388.991638,54.69466667,55.28733333,50.88466667,53.42466667,54.0140652,0.9663,0.9303,0.9906,0.7663,0.5975,1.2824,0.0308,0.032,0.5257,0.0301,245,192.4,0.0675,162.8,151.8,0,0,0,0.1948,0.0867,0,0.1823,0.4263,0.7619,0.8889,0.8889,0.9302,0.4163,131.1083,69.0946,50.1288,85.2613,38.9588,26.9825,26.8419,44.8503,38.0597,1.4297,0.5586,0.2504
19,3,172.2633334,2003.852623,52.15466667,52.832,43.18,47.244,49.38520307,0.8942,0.8279,0.9469,0.7695,0.586,1.313,0.0336,0.0481,0.5327,0.0466,245.3,206.4,0.0543,164.4,153.6,0,0,0,0.2141,0.0357,0,0.1784,0.4068,0.7325,0.8928,0.8889,0.8293,0.436,122.1145,61.5107,40.5626,76.5558,35.6565,26.8486,28.5599,46.769,39.1984,0.7993,0.5585,0.2512
20,3,343.0483191,7410.529982,94.14933333,94.82666667,88.22266667,100.076,102.8257447,1.0554,0.9371,1.0922,0.8363,0.4802,1.7416,0.0626,0.0662,0.5177,0.0783,286.2,243.7,0.1498,148.6,116.6,0.0157,0.0049,0,0.2277,0.1037,0,0.6629,0.4416,0.7045,0.8879,0.8879,0.9369,0.4387,135.1363,53.2503,43.8703,84.201,36.2487,37.609,27.6517,36.3249,46.6804,NA,NA,NA
21,3,279.5479635,4701.653679,86.44466667,87.29133333,56.30333333,69.25733333,68.59967653,0.7934,0.6513,0.7886,0.762,0.6298,1.21,0.0555,0.1174,0.5227,0.1235,277.5,251,0.3441,175.8,160.1,0,0,0,0.1362,0.3147,0,0.3385,0.4694,0.6487,0.8893,0.8863,0.6495,0.4821,134.978,62.2261,50.7058,87.3585,38.293,32.8921,25.6984,38.0003,41.7409,2.2957,0.6879,0.1656
22,3,109.8462031,833.675752,31.496,31.66533333,30.734,32.68133333,33.8866988,1.0321,0.9758,1.0788,0.6801,0.6371,1.0675,0.02,0.0237,0.5307,0.0415,229.2,182.4,0.0572,164.2,151.4,0,0,0,0.1389,0.0402,0,0.0362,0.4508,0.7481,0.8889,0.8834,0.973,0.4243,118.0601,106.2034,59.1447,83.411,47.8272,-2.9727,32.876,95.1667,33.0102,0.6991,0.5556,0.2507
23,3,106.1669454,753.9913236,31.66533333,31.91933333,29.464,30.31066667,30.95906093,0.9496,0.9305,0.9803,0.6925,0.5668,1.2217,0.0215,0.0267,0.5062,0.0255,207.7,179.1,0.0573,160.7,146.9,0,0,0,0.1642,0.036,0,0.0738,0.4475,0.7731,0.8846,0.8846,0.9324,0.39,74.5329,53.0705,39.922,53.9607,25.6886,9.0682,12.7666,54.6134,15.6594,0.6323,0.5564,0.2506
24,3,112.5329305,850.8155027,27.178,27.178,38.26933333,38.77733333,39.27369167,1.4268,1.4081,1.4495,0.6667,0.648,1.0288,0.0354,0.1133,0.5396,0.0164,203.133,149.3,0.0103,149.5,128.5,0,0,0.1281,0,0.0467,0.0403,0,0.5153,0.7877,0.8889,0.8867,1.4063,0.3902,123.6166,66.7487,46.5019,80.0487,37.1495,24.6941,26.5264,47.0488,36.2415,0.8126,0.6142,0.215
25,3,103.9004526,744.3927764,28.02466667,28.10933333,32.34266667,32.85066667,33.36710793,1.1687,1.1541,1.1942,0.6647,0.6465,1.028,0.0246,0.0539,0.5262,0.0221,196.4,164.5,0.0391,168.5,142.4,0,0,0.1438,0,0.0262,0.0387,0,0.5438,0.7855,0.8889,0.8863,1.1515,0.393,121.1726,65.0826,48.128,79.6621,36.4177,24.8123,24.3285,44.4359,34.7495,1.0071,0.5552,0.254
26,3,53.07019273,196.0497871,16.51,16.51,14.05466667,14.64733333,16.16560987,0.8872,0.8513,0.9841,0.7077,0.6205,1.1405,0.0226,0.0469,0.5323,0.0471,254.3,170.516,0.0665,173,157.4,0.0044,0.0135,0,0.1179,0.014,0,0.0279,0.474,0.7674,0.8859,0.8859,0.8571,0.4162,89.5182,88.082,54.5871,68.749,39.1343,-5.8595,22.5129,104.5889,23.2629,1.269,0.6259,0.2041
27,3,72.78506313,371.4902964,19.558,19.72733333,22.69066667,23.368,24.11807047,1.1845,1.1602,1.2385,0.7056,0.6061,1.1643,0.0257,0.056,0.5246,0.0127,203.4,165.6,0.0176,152.3,128.9,0,0,0,0.1566,0.0186,0,0.0399,0.4312,0.7782,0.8917,0.888,1.163,0.4032,111.8961,54.1316,36.385,69.7725,31.8366,26.4579,25.9027,44.3926,37.0266,0.8659,0.5524,0.2542
28,3,85.91647367,523.998952,24.72266667,24.97666667,25.73866667,26.162,27.64347193,1.0475,1.0411,1.122,0.6918,0.5822,1.1882,0.0184,0.0247,0.5095,0.0081,206.533,165.9,0.0218,168.4,145.4,0,0,0,0.1741,0.0208,0,0.0514,0.4239,0.7857,0.8897,0.8832,1.0431,0.3968,111.8303,60.9007,43.7479,73.1931,33.716,22.6387,23.0557,45.5228,32.3122,NA,NA,NA
29,3,74.1142028,378.9454787,22.606,22.69066667,20.48933333,21.16666667,22.1593664,0.9328,0.9064,0.9839,0.6667,0.618,1.0788,0.0209,0.0291,0.5191,0.0204,218.6,173.6,0.0439,169.8,154.8,0,0,0,0.1071,0.0325,0,0.0308,0.504,0.7711,0.8889,0.8848,0.9057,0.3953,98.5087,51.4099,36.6947,63.6079,29.0502,21.7759,21.0133,43.979,30.2613,NA,NA,NA
30,3,64.31487433,293.87038,19.47333333,19.558,18.288,18.796,20.37193453,0.961,0.9391,1.0507,0.687,0.5739,1.197,0.018,0.0218,0.5181,0.023,216,166.2,0.0371,165.3,142.7,0,0,0,0.1453,0.0115,0,0.0303,0.4685,0.7783,0.8912,0.8866,0.9348,0.3937,118.0845,100.4149,52.2409,80.2408,46.1444,0.0119,34.8202,89.9804,34.8202,0.788,0.5528,0.2541
31,3,106.3993639,777.2385889,32.59666667,32.68133333,27.77066667,28.956,29.4526462,0.886,0.8519,0.9059,0.7429,0.6442,1.1532,0.0249,0.0446,0.5541,0.019,213.5,186.9,0.0282,185,162.8,0,0,0,0.1391,0.0331,0,0.0515,0.4678,0.7683,0.8912,0.8881,0.8562,0.4193,101.7498,52.7055,38.4643,65.967,29.8575,22.7362,21.0396,42.7805,30.9774,0.6343,0.5841,0.2337
32,3,118.8910077,825.0521133,23.53733333,26.83933333,43.51866667,43.688,44.30879293,1.6278,1.8489,1.8824,0.5072,0.8201,0.6184,0.0815,0.1954,0.3879,0,130.9,80.3,0,162.9,134.8,0,0,0.3577,0,0.06,0.4069,0,0.6783,0.7961,0.8874,0.8874,1.8468,0.3789,140.3275,130.3889,65.7079,97.0114,57.7018,-6.8143,42.941,99.0171,43.4784,1.9225,0.5842,0.2309
33,3,56.73741933,224.5371853,18.37266667,18.45733333,14.56266667,14.986,17.75179753,0.8119,0.7926,0.9662,0.7143,0.6313,1.1314,0.0267,0.0694,0.5377,0.0141,194.8,189.1,0.069,166.7,158.3,0,0,0,0.1202,0.0223,0,0.0276,0.4915,0.7727,0.8889,0.8831,0.7907,0.4135,89.8783,95.0121,53.4237,70.746,41.457,-10.4543,26.7818,111.3232,28.7499,2.6929,0.5513,0.2536
34,3,285.5092757,5119.889402,83.48133333,86.106,64.77,75.184,76.3217676,0.8732,0.7759,0.9115,0.8469,0.5487,1.5434,0.0591,0.0791,0.5415,0.1065,274.1,241.7,0.2292,165.6,147.4,0,0,0,0.284,0.1218,0,0.462,0.3547,0.6877,0.8892,0.8866,0.7741,0.4714,147.3757,70.1536,52.4387,94.0171,42.2181,33.6855,30.5735,42.2274,45.4912,0.8749,0.574,0.2423
35,3,180.7795978,2225.909527,57.57333333,57.912,44.02666667,47.244,47.88165007,0.8158,0.7647,0.8329,0.7132,0.6588,1.0826,0.0316,0.0714,0.5385,0.0466,253.2,186.6,0.0786,172.8,163.6,0.0099,0.0049,0,0.1264,0.0892,0,0.0594,0.4713,0.7469,0.8908,0.8889,0.7647,0.4276,164.9224,93.7944,49.0762,100.7052,50.4725,27.0329,44.4081,58.6695,51.989,0.8596,0.5893,0.2306
36,3,162.177857,1780.942675,47.58266667,48.006,43.434,45.72,46.04528087,0.9524,0.9128,0.9694,0.6975,0.6673,1.0453,0.0238,0.0276,0.55,0.0343,232.4,185.5,0.0702,173.5,152.3,0,0,0,0.0752,0.0405,0,0.0546,0.5426,0.757,0.8889,0.885,0.9107,0.4222,117.8374,57.2514,42.5719,75.4839,33.8348,27.6459,24.3805,41.4086,36.8607,1.8857,0.5589,0.2519
37,3,242.4928433,3706.429863,72.47466667,73.32133333,53.42466667,62.65333333,64.06315187,0.8545,0.7371,0.8829,0.7699,0.6647,1.1582,0.0453,0.0766,0.5504,0.0818,281.9,226.8,0.1106,177,166.2,0,0,0,0.1642,0.158,0,0.2189,0.4351,0.682,0.8889,0.8889,0.7368,0.4763,142.1426,65.8779,49.8404,90.3423,40.1571,33.7747,29.2362,40.8803,44.6708,1.5358,0.5591,0.2496
38,3,223.5540699,3356.416226,68.15666667,69.42666667,58.58933333,61.55266667,62.79023933,0.8866,0.8596,0.9201,0.7801,0.4783,1.6312,0.0383,0.0512,0.5181,0.0392,222.8,191.4,0.0506,148.3,131.8,0,0,0,0.2585,0.0337,0,0.3487,0.4099,0.7603,0.8875,0.8889,0.8598,0.4056,138.1392,54.0703,43.3662,85.3974,36.9099,38.4909,28.9857,36.9817,48.1842,1.6822,0.5896,0.2316
39,3,249.2161471,4097.310802,76.36933333,77.47,60.706,67.14066667,68.33149487,0.8667,0.7949,0.8944,0.816,0.4945,1.6502,0.0486,0.0705,0.5161,0.0763,248.2,215.3,0.1601,133.4,131.2,0,0,0,0.2533,0.1264,0,0.4139,0.4023,0.7222,0.8896,0.8868,0.7944,0.4341,139.3707,58.4783,43.0083,85.8144,37.9484,36.4692,30.8223,40.2032,47.7495,0.6303,0.6202,0.2113
40,3,242.6922587,3822.38662,75.184,76.03066667,54.102,61.722,64.7932918,0.8118,0.7196,0.8548,0.7939,0.6318,1.2567,0.0453,0.0834,0.5639,0.0761,246.4,226.7,0.1064,169.5,163.5,0.0131,0.0551,0,0.177,0.0595,0,0.2469,0.4609,0.7005,0.8901,0.8885,0.7183,0.4667,156.8045,74.0633,55.8245,100.0541,44.7511,35.7724,32.1115,41.9131,48.0709,1.1108,0.5642,0.251
41,3,255.0942489,4028.293019,78.14733333,78.486,55.118,62.39933333,66.18613467,0.795,0.7053,0.8479,0.7497,0.6923,1.0829,0.0445,0.091,0.5712,0.0747,247.6,223.9,0.1387,176.4,170.9,0.0137,0.0177,0,0.1379,0.0718,0,0.1415,0.4627,0.7065,0.8874,0.8889,0.7065,0.4651,151.8062,68.4023,50.5924,95.2374,42.489,36.5731,32.5521,41.6709,48.9615,1.3601,0.5595,0.2506
42,3,285.1600342,5115.093712,91.10133333,91.948,58.75866667,68.58,69.52042653,0.7459,0.645,0.7651,0.7881,0.6664,1.1827,0.0516,0.1133,0.5624,0.1062,249.1,236.1,0.2598,193.2,173.3,0.0092,0.0046,0,0.1444,0.1266,0,0.2669,0.4778,0.6848,0.8892,0.8878,0.6442,0.4756,137.455,54.1109,39.5027,83.2705,36.7422,37.8231,31.5787,39.8587,49.2727,2.1461,0.6857,0.1697
43,3,178.5697555,2184.088822,53.76333333,53.93266667,48.26,50.546,53.9847282,0.9372,0.8976,1.0023,0.7071,0.6031,1.1723,0.0222,0.0289,0.5289,0.0278,224.6,172.833,0.0331,159.5,140.2,0,0,0,0.1368,0.0422,0,0.1144,0.459,0.7651,0.8906,0.8889,0.9012,0.4052,144.4987,63.2968,44.7624,89.0483,39.979,36.0458,32.6074,42.1328,48.606,1.637,0.6118,0.2309
44,3,198.4284322,2665.887141,60.452,60.87533333,49.86866667,54.356,54.76337367,0.8929,0.8249,0.9072,0.7283,0.6176,1.1791,0.0276,0.0547,0.5021,0.053,237.3,204.3,0.0954,166.5,156.6,0,0,0,0.1067,0.1798,0,0.1773,0.5078,0.7332,0.8918,0.8868,0.8246,0.4342,148.5151,65.1813,49.1956,93.0216,41.2126,36.8807,31.6705,40.6536,48.6128,1.4016,0.5883,0.2317
