Accession Accession,Rep,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness
LYC-116 LYC-116,2,144.8853169,1412.040187,44.958,45.212,35.814,38.52333333,39.30598353,0.8521,0.7966,0.874,0.7495,0.6064,1.236,0.0307,0.0642,0.5413,0.0698,257.1,207.8,0.1473,168.3,155.5,0,0,0,0.1775,0.0242,0,0.1184,0.4352,0.7401,0.8889,0.8842,0.7925,0.432,136.97,94.5793,54.104,90.0105,46.8385,13.6595,35.1846,68.7826,37.743,2.0186,0.6862,0.1734
LYC-117 LYC-117,2,132.5389357,1201.166056,34.12066667,34.71333333,43.942,44.02666667,45.374052,1.2683,1.2878,1.3539,0.6104,0.6799,0.8978,0.0272,0.0916,0.461,0,174.1,141.5,0,159.7,139.4,0,0,0.1731,0,0.1083,0.1388,0,0.55,0.7977,0.8903,0.8865,1.2938,0.379,114.1807,79.5383,58.9509,81.4635,39.4609,13.0483,20.741,57.8257,24.504,1.2743,0.5567,0.2519
LYC-118 LYC-118,2,94.93575967,640.9592916,28.36333333,28.53266667,26.83933333,27.34733333,28.6771842,0.9585,0.9463,1.011,0.6597,0.6955,0.9485,0.0191,0.0207,0.5447,0.0217,201.7,164.6,0.0262,173.7,163.2,0,0,0.1357,0,0.0099,0.0239,0,0.5294,0.7826,0.8905,0.8842,0.9474,0.4112,118.6988,87.5092,43.416,76.2942,42.1858,8.1204,35.13,76.9846,36.0563,2.631,0.5554,0.2523
LYC-119 LYC-119,2,107.1999634,797.5252867,30.226,30.64933333,30.90333333,32.34266667,32.86553413,1.0552,1.0224,1.0934,0.7787,0.535,1.4555,0.0365,0.0413,0.5311,0.0353,224.6,186.8,0.052,161.4,125.6,0,0,0,0.2243,0.0187,0,0.141,0.4005,0.7612,0.8923,0.8841,1.0211,0.4186,126.1012,65.87,50.4722,83.0605,37.511,26.7973,24.1413,42.0152,36.068,0.586,0.6322,0.2011
LYC-120 LYC-120,2,118.2753117,977.4460738,34.45933333,34.544,33.18933333,35.052,35.80455967,1.0147,0.9631,1.0416,0.7174,0.6118,1.1727,0.0272,0.0298,0.5273,0.0315,235.7,187.2,0.0512,3.9,151.7,0,0,0,0.1308,0.0418,0,0.0725,0.4831,0.7554,0.8889,0.8864,0.963,0.4177,135.7803,114.0296,64.2705,94.1575,52.3857,1.3237,36.2563,87.909,36.2805,0.8166,0.5563,0.2507
LYC-121 LYC-121,2,117.7673117,953.481964,33.274,33.35866667,32.766,35.052,36.02209373,1.0508,0.9847,1.0853,0.7405,0.6107,1.2125,0.0295,0.0387,0.5381,0.0435,234.3,176.6,0.0504,173.2,147.3,0,0,0,0.1505,0.024,0,0.0883,0.471,0.7458,0.8902,0.8851,0.9872,0.4326,127.7757,73.2243,54.3343,85.6781,39.6983,23.19,24.7036,46.8102,33.8828,0.7507,0.5564,0.25
LYC-123 LYC-123,2,164.9048179,1914.999754,46.90533333,47.07466667,49.69933333,50.96933333,51.1764788,1.0827,1.0596,1.093,0.6318,0.63,1.0029,0.0197,0.0324,0.5079,0.0227,220.7,158.3,0.0503,174.5,155.3,0.0026,0.0155,0,0.1279,0.0521,0,0.0608,0.4585,0.7787,0.8914,0.8864,1.0588,0.3918,136.3334,100.1354,63.8207,94.1919,48.2392,10.8533,31.0972,70.7605,32.9367,1.1143,0.5875,0.2324
LYC-124 LYC-124,2,145.2565548,1477.194178,41.06333333,41.148,45.80466667,45.974,46.16031747,1.1173,1.1155,1.1223,0.5856,0.633,0.9251,0.0143,0.0402,0.4893,0.0103,181.4,143.8,0.0254,170.1,148.3,0,0,0.1437,0,0.0415,0.0533,0,0.5414,0.797,0.8889,0.8889,1.1192,0.3645,102.8144,63.8454,45.8464,69.9843,33.2848,16.6067,20.5403,51.0446,26.4137,0.813,0.5578,0.2525
LYC-125 LYC-125,2,182.4735407,2299.056334,54.52533333,54.69466667,49.784,53.848,56.92902847,0.9845,0.913,1.038,0.604,0.6258,0.9653,0.0143,0.027,0.4701,0.0795,148.4,117.4,0.0071,170.2,157.1,0,0,0.1037,0,0.1195,0.129,0,0.4827,0.7402,0.8902,0.8885,0.9144,0.4084,99.4511,64.5253,48.1795,69.4804,32.9666,14.8298,18.3767,51.0969,23.6141,0.6306,0.6353,0.2026
LYC-126 LYC-126,2,96.11610613,634.5650391,25.06133333,25.4,30.56466667,31.66533333,32.2620132,1.2467,1.2196,1.2917,0.7466,0.5169,1.4444,0.0366,0.0731,0.5222,0.0214,206.5,161.6,0.0298,138.4,125.8,0,0,0,0.2068,0.037,0,0.1301,0.4519,0.7721,0.8889,0.8889,1.2203,0.397,124.5201,82.0391,54.2174,84.1113,41.5657,15.834,27.2765,59.8649,31.5392,1.0851,0.5547,0.2548
LYC-127 LYC-127,2,108.0055413,805.3388911,29.464,29.63333333,32.42733333,33.782,34.38528387,1.14,1.1006,1.1738,0.7011,0.6236,1.1244,0.0249,0.0522,0.5254,0.0313,208,168.3,0.0455,155.3,143.9,0,0,0,0.1351,0.0393,0,0.0503,0.4586,0.7638,0.8889,0.8837,1.0935,0.4092,110.8668,75.2971,46.8549,74.222,37.6466,12.8182,26.2976,64.014,29.2553,1.0463,0.5992,0.227
LYC-128 LYC-128,2,131.4272623,1196.377536,40.30133333,40.47066667,33.86666667,36.49133333,37.5595896,0.9017,0.8403,0.9299,0.6975,0.645,1.0814,0.0234,0.0386,0.5286,0.0581,242,184.5,0.0837,0,164.7,0.0001,0.0063,0,0.1463,0.036,0,0.0619,0.4432,0.7442,0.8914,0.8889,0.8421,0.4278,137.9915,73.0032,56.2483,91.3922,41.3848,28.2447,26.19,42.8383,38.5185,0.7085,0.586,0.2299
LYC-129 LYC-129,2,196.3312812,2570.740378,54.18666667,54.52533333,54.44066667,58.84333333,59.3718142,1.0792,1.0047,1.0957,0.7188,0.6109,1.1765,0.0339,0.0443,0.5334,0.0592,291.8,192.1,0.0713,162.7,138.8,0,0,0,0.0933,0.0715,0,0.1286,0.5266,0.7378,0.892,0.8858,1,0.4259,144.0691,77.8456,63.513,97.6685,43.6502,28.6403,24.5997,40.66,37.7546,2.2066,0.5142,0.2808
LYC-131 LYC-131,2,263.0126905,3720.781089,46.65133333,49.19133333,98.72133333,102.616,99.8071918,2.0861,2.1162,2.1551,0.8221,0.3575,2.2995,0.0566,0.2201,0.4786,0.0373,222.8,153.7,0.1001,80.9,91.3,0.0004,0.0391,0,0.2717,0.1378,0,0.6768,0.3812,0.7696,0.8893,0.8885,2.1182,0.3795,139.2741,71.7755,62.1908,94.8007,41.4375,30.1165,21.9268,36.0571,37.2531,2.6763,0.5721,0.2399
LYC-132 LYC-132,2,110.9925136,830.6936791,29.04066667,30.14133333,36.91466667,37.50733333,39.21448427,1.2444,1.2711,1.3267,0.7726,0.2915,2.65,0.0434,0.0662,0.455,0.009,193.8,170.9,0.0256,87.7,92.6,0.006,0.3139,0,0.2951,0.033,0,0.2926,0.386,0.7873,0.8923,0.8878,1.2794,0.3585,147.978,86.0739,64.59,100.0276,46.2812,25.3995,27.8414,47.626,37.6866,2.2458,0.5706,0.2435
LYC-133 LYC-133,2,161.7455913,1838.899548,48.768,49.10666667,46.482,48.09066667,47.20733933,0.9793,0.9531,0.9741,0.6684,0.5677,1.1774,0.0215,0.0236,0.5025,0.0235,211,193.6,0.1286,169.7,159.5,0,0,0,0.1556,0.0748,0,0.1211,0.4366,0.7725,0.8902,0.8866,0.9522,0.3831,141.4736,69.6099,56.1362,92.952,41.1544,31.8297,25.8745,39.1079,41.0198,1.1349,0.5728,0.2419
LYC-134 LYC-134,2,117.7092049,660.0703644,38.94666667,39.03133333,14.30866667,21.50533333,24.6436642,0.551,0.3674,0.6369,0.7652,0.7674,0.9972,0.1185,0.2749,0.6163,0.1004,209.7,223.9,0.3248,315.9,288,0.1765,0.0122,0.1269,0,0.052,0.0458,0,0.5157,0.5296,0.8933,0.8701,0.3641,0.5794,119.7446,63.9823,45.3192,77.654,35.9562,24.5907,25.2837,45.7961,35.2699,7.8575,0.6353,0.1838
LYC-135 LYC-135,2,185.2644419,2164.676674,60.02866667,60.28266667,38.26933333,44.958,45.6497944,0.7458,0.6375,0.7637,0.7786,0.6375,1.2212,0.0525,0.1246,0.5593,0.1041,251.5,230,0.2236,178.1,168.3,0.0072,0.0083,0,0.1611,0.138,0,0.1797,0.452,0.6792,0.8889,0.8867,0.636,0.47,163.4525,89.2766,57.9589,104.1927,49.3219,29.8128,37.0473,51.1756,47.5531,2.0812,0.6677,0.1823
LYC-136 LYC-136,2,246.5311385,3132.624559,38.862,43.51866667,85.598,94.91133333,96.53324187,2.1809,2.2026,2.4632,0.841,0.5185,1.6218,0.067,0.2604,0.4875,0.0228,212.9,126.6,0.0573,89.3,77.4,0,0,0,0.0118,0.3354,0,0.6933,0.6423,0.7214,0.8754,0.9234,2.2077,0.4685,139.316,71.4448,56.5803,92.1754,41.2541,29.7991,25.6412,40.711,39.3123,1.3802,0.6655,0.1818
LYC-137 LYC-137,2,151.9051741,1464.290978,49.53,49.784,31.32666667,36.99933333,37.63495987,0.7432,0.6325,0.7598,0.7641,0.6085,1.2556,0.0498,0.1221,0.5087,0.1087,269.5,234.7,0.1805,174.5,162.8,0,0,0,0.1721,0.1472,0,0.1603,0.4394,0.6789,0.8916,0.8889,0.6352,0.4696,138.7489,79.0563,46.4289,87.142,42.7867,23.915,34.7699,55.4795,42.2004,1.9541,0.6847,0.1711
LYC-138 LYC-138,2,235.4470272,2968.230623,77.63933333,77.80866667,33.44333333,47.244,51.5528306,0.6072,0.4308,0.6765,0.7743,0.7688,1.0071,0.084,0.2068,0.5975,0.1194,222.9,246.1,0.2875,265.1,216.7,0.1038,0.0045,0.0976,0,0.152,0.1169,0,0.4839,0.5637,0.8895,0.892,0.429,0.564,122.0012,67.9537,52.8217,82.2177,37.5555,23.6417,22.5013,43.5842,32.6381,3.0185,0.7003,0.1547
LYC-139 LYC-139,2,110.824645,846.6721418,30.48,30.81866667,35.22133333,35.98333333,36.94309773,1.1676,1.1556,1.2154,0.7194,0.4167,1.7267,0.0262,0.043,0.4842,0.0086,190.95,156.2,0.0147,129.5,120,0,0,0,0.2061,0.0206,0,0.1621,0.4471,0.783,0.8901,0.8877,1.1528,0.3642,119.8946,67.5868,53.4421,81.5278,37.0751,23.0754,21.0609,42.3867,31.2416,1.1888,0.5701,0.2428
LYC-140 LYC-140,2,117.6560766,947.1020484,29.972,30.14133333,38.608,39.20066667,39.7661892,1.3006,1.2881,1.3343,0.7006,0.5876,1.1923,0.0314,0.0921,0.5024,0.0162,197.15,152.2,0.0255,154.7,132.2,0,0,0,0.1429,0.0572,0,0.0908,0.486,0.7879,0.89,0.8856,1.2908,0.3898,125.5824,98.1299,55.0379,84.9975,46.3851,5.7168,33.5086,80.3181,33.9927,0.9538,0.5693,0.2441
LYC-141 LYC-141,2,241.6606969,3883.619473,73.23666667,73.49066667,58.33533333,64.93933333,66.92321727,0.8836,0.7965,0.9075,0.7572,0.6439,1.1759,0.0349,0.0625,0.5269,0.0542,255.6,206.7,0.0614,172.5,161.4,0,0,0,0.1501,0.1882,0,0.2041,0.4537,0.718,0.8914,0.8871,0.7971,0.4498,131.8317,74.3767,46.4962,83.9174,40.5207,23.7204,31.4334,52.9609,39.3792,5.0016,0.7154,0.1488
LYC-142 LYC-142,2,175.1851547,1975.8025,50.292,52.74733333,43.688,49.36066667,51.18428507,0.9358,0.8687,1.0215,0.8889,0.431,2.0625,0.0676,0.0736,0.4926,0.0821,263.1,215,0.1197,137,130.6,0.0023,0.0403,0,0.3354,0.0942,0,0.408,0.3379,0.7079,0.8785,0.8841,0.8692,0.4435,130.5142,77.9725,59.583,89.4583,41.529,21.985,23.683,47.1294,32.3145,1.3947,0.6844,0.1692
LYC-143 LYC-143,2,92.95334893,599.7765782,24.384,24.384,30.14133333,30.64933333,31.21742127,1.2569,1.2361,1.2847,0.6493,0.6424,1.0108,0.025,0.0828,0.5173,0.0083,171.1,147.6,0.0108,153.5,145.2,0,0,0.1229,0,0.0211,0.0126,0,0.5193,0.7867,0.8903,0.8875,1.2348,0.3868,136.8051,68.3213,53.8865,89.7035,39.9721,30.422,25.6645,40.1515,39.8015,1.3277,0.554,0.25
LYC-144 LYC-144,2,85.57428487,513.2606222,24.46866667,24.80733333,25.146,25.82333333,27.41867347,1.041,1.0277,1.0955,0.7578,0.5571,1.3602,0.0315,0.037,0.5077,0.0016,188.4,175.2,0.0018,152.7,138.4,0,0,0,0.1856,0.0563,0,0.0767,0.4262,0.7763,0.8906,0.8839,1.0261,0.4046,107.4982,57.1218,44.0132,71.2656,32.1375,23.2034,20.3302,41.224,30.8499,1.2484,0.5681,0.2435
LYC-145 LYC-145,2,165.2519936,1817.817153,40.55533333,40.64,55.88,57.74266667,57.159525,1.4208,1.3779,1.3937,0.7411,0.382,1.9399,0.0375,0.0986,0.4866,0.0125,199.2,171.4,0.0456,86.5,99.9,0.0055,0.246,0,0.1613,0.0963,0,0.2479,0.5029,0.7753,0.8904,0.8889,1.3822,0.3753,132.672,72.3988,42.0122,82.2029,40.1345,25.0668,33.8791,53.5026,42.1442,1.547,0.6011,0.2221
LYC-146 LYC-146,2,199.5301318,2690.883507,61.214,61.38333333,50.038,54.27133333,54.55290927,0.8841,0.8174,0.8924,0.7178,0.6238,1.1508,0.0275,0.0491,0.5213,0.0742,253.5,212.1,0.1563,175.6,160.4,0,0,0,0.1517,0.0724,0,0.134,0.4696,0.7375,0.8872,0.8889,0.8194,0.4312,152.6834,83.113,66.495,103.1239,46.404,29.455,26.9755,42.4841,39.9409,1.6314,0.7545,0.13
LYC-147 LYC-147,2,278.7153938,3542.523381,91.52466667,92.87933333,31.07266667,51.054,61.49760793,0.5497,0.3395,0.6639,0.8492,0.5569,1.5249,0.1146,0.2759,0.5672,0.151,297,296.5,0.2085,164.4,25.4,0.0081,0.0089,0,0.2417,0.2254,0,0.3962,0.3831,0.485,0.8902,0.8848,0.338,0.599,148.6133,71.5613,56.4426,96.4616,42.9656,33.5105,28.7773,40.6545,44.1711,1.3276,0.7699,0.1212
LYC-148 LYC-148,2,232.6634243,3672.910217,68.072,68.49533333,60.36733333,65.278,66.26337607,0.953,0.8868,0.9746,0.7662,0.6443,1.1892,0.034,0.0364,0.5638,0.0499,241.7,198.2,0.0621,170.5,154.4,0,0,0,0.18,0.0746,0,0.1939,0.4319,0.7377,0.8875,0.8861,0.8847,0.441,151.2905,86.286,53.8398,96.5311,46.6727,25.8217,35.6184,54.0596,43.9935,0.5652,0.668,0.1819
LYC-149 LYC-149,2,214.4526149,2943.822069,49.61466667,50.12266667,76.36933333,79.58666667,79.38618447,1.5878,1.5392,1.6198,0.5887,0.4676,1.2591,0.0404,0.1473,0.4126,0.0107,189,120.8,0.0202,107.2,99.9,0,0,0,0.1189,0.1899,0,0.2852,0.4915,0.7668,0.8889,0.8878,1.5385,0.3556,135.378,117.5244,71.9612,97.5714,53.4689,-0.2115,32.7725,90.3698,32.7732,0.6531,0.5728,0.2426
LYC-150 LYC-150,2,104.1073525,756.3497418,28.02466667,28.02466667,32.42733333,33.35866667,34.1815674,1.1903,1.1571,1.2234,0.6798,0.6284,1.0817,0.0251,0.061,0.5337,0.0178,205.2,164.9,0.0273,162.6,141.9,0,0,0,0.0877,0.0188,0,0.0354,0.5152,0.7735,0.8889,0.8837,1.1515,0.4026,119.8008,65.1343,52.7347,81.1166,36.3684,24.5959,20.6314,39.9904,32.1031,0.9059,0.5998,0.224
LYC-151 LYC-151,2,113.9853279,913.7687818,34.96733333,35.052,30.81866667,31.58066667,32.01437167,0.901,0.8814,0.9178,0.7191,0.6465,1.1124,0.021,0.0354,0.5512,0.0188,203.8,184,0.0514,171.5,159.9,0,0,0,0.1108,0.0117,0,0.042,0.5094,0.7796,0.8896,0.8869,0.8841,0.4139,120.3814,108.3213,63.6583,86.6179,48.9383,-2.7228,31.3328,94.9666,31.4509,0.6161,0.5855,0.2319
LYC-152 LYC-152,2,97.1165444,624.0202573,22.098,22.52133333,34.88266667,34.96733333,36.96377333,1.5526,1.5785,1.6791,0.6092,0.6705,0.9086,0.0434,0.1476,0.5004,0,157.2,113.3,0,152.8,124.2,0,0,0.1944,0,0.0327,0.0746,0,0.5811,0.7961,0.8889,0.8865,1.5769,0.3845,127.8565,67.4959,54.131,85.5806,38.2382,26.8831,22.5717,40.0176,35.1024,1.1105,0.5539,0.2536
153 153,2,42.9322,123.8707,13.2927,13.3773,11.2607,11.5993,12.7393,0.8671,0.8471,0.9644,0.6752,0.6433,1.0495,0.0213,0.047,0.5325,0.0219,200.2,17.8,0.0208,2.9,162.5,0.0029,0.0208,0,0.1133,0.0198,0,0.0067,0.4964,0.7647,0.8889,0.8739,0.8387,0.4139,103.239,102.3681,65.0145,80.2735,45.3546,-7.1728,24.7265,106.1767,25.7459,1.9737,0.545,0.2591
155 155,2,44.097,137.799,13.2927,13.3773,12.446,12.954,13.834,0.9684,0.9363,1.0473,0.6752,0.5987,1.1277,0.0166,0.0194,0.5189,0.0261,197.1,169.3,0.0364,161,147.3,0,0,0,0.1359,0.0082,0,0.0175,0.4641,0.7632,0.8923,0.8788,0.9355,0.4123,84.3041,92.3772,57.0405,70.6349,40.0609,-11.1592,22.2211,116.6652,24.8658,2.0359,0.623,0.2055
156 156,2,56.7785,224.5802,17.272,17.6107,16.0867,16.256,18.5245,0.9231,0.9314,1.0777,0.6716,0.5833,1.1513,0.0175,0.0275,0.5116,0.0078,5.7,165.4,0.0061,167.5,150.5,0.0035,0.0118,0,0.1326,0.0137,0,0.0167,0.4219,0.7958,0.8941,0.8941,0.9383,0.3827,85.7664,93.3905,60.3852,72.7506,40.5707,-10.5317,20.6546,117.0169,23.1847,1.9577,0.5926,0.226
158 158,2,49.3824,160.7739,15.9173,16.0867,12.2767,12.7,13.8805,0.7895,0.7713,0.966,0.7181,0.5904,1.2162,0.0274,0.078,0.5313,0.0223,337.7,1.1,0.0383,18.2,150.7,0.0031,0.0201,0,0.1127,0.0135,0,0.02,0.5032,0.7517,0.896,0.8615,0.7467,0.4117,94.8078,95.3493,62.7233,76.1658,42.1676,-7.1353,21.4869,108.37,22.6407,0.8992,0.6275,0.2058
159 159,2,53.8843,203.2326,17.1873,17.272,13.8853,14.3933,15.6546,0.8333,0.8079,0.9418,0.734,0.6305,1.1641,0.0263,0.0645,0.5254,0.0147,207.7,185.9,0.0229,171.2,163,0,0,0,0.1491,0.025,0,0.0259,0.4588,0.7692,0.8966,0.8844,0.8125,0.4238,83.7155,92.9976,56.1561,70.4551,40.1991,-11.9499,22.8981,117.5589,25.8287,3.0031,0.577,0.2377
160 160,2,51.712,182.3509,16.4253,16.5947,13.208,13.716,15.6804,0.8265,0.8041,0.9595,0.7371,0.6186,1.1917,0.0285,0.0627,0.5215,0.0031,201.6,189.3,0.0031,165.2,166.5,0.0212,0.0601,0,0.1335,0.0251,0,0.0229,0.4877,0.9565,1,0.9935,0.8021,0.0871,105.7399,110.0798,74.4741,87.4244,48.1272,-9.6451,22.7445,112.9801,24.705,3.5193,0.6244,0.2053
161 161,2,55.3587,174.1574,18.1187,18.1187,14.3933,14.3933,16.7647,0.7944,0.7944,0.9667,0.7336,0.6449,1.1377,0.0277,0.0728,0.5593,0.0029,2,0.5,0.0136,176.3,164.6,0,0.0119,0,0.1248,0.0115,0,0.0162,0.4941,0.8047,0.8947,0.8889,0.8,0.2526,104.5155,110.1146,79.0363,89.4973,48.3247,-9.3408,19.5094,115.5844,21.6303,1.7535,0.5506,0.2552
162 162,2,47.4872,157.3545,15.1553,15.24,12.446,12.954,14.7864,0.85,0.8212,0.9811,0.7151,0.5251,1.3617,0.0243,0.0625,0.5074,0.0196,211.7,171.1,0.0169,154,147.2,0.0091,0.0556,0,0.1338,0.0229,0,0.0288,0.5098,0.7632,0.8923,0.8788,0.8169,0.4106,122.9384,118.3854,76.2796,93.86,52.6173,-6.3259,28.0857,102.6933,28.7893,1.5919,0.5496,0.2541
163 163,2,45.8279,147.2757,14.6473,14.6473,11.5993,12.1073,13.1318,0.8266,0.7919,0.9017,0.7283,0.6879,1.0588,0.0308,0.0671,0.5614,0.028,198.2,173,0.0574,165.1,171.4,0.0117,0.0438,0,0.108,0.0182,0,0.0092,0.5035,0.7606,0.8926,0.878,0.7941,0.4385,109.6001,111.368,71.3521,86.3551,49.0173,-8.9532,25.8678,109.0915,27.3735,6.5084,0.5499,0.2526
166 166,2,74.3126,390.3003,23.7067,23.876,19.6427,20.32,20.9151,0.8511,0.8286,0.8854,0.7286,0.5929,1.2289,0.025,0.0549,0.5277,0.0229,201.7,188.2,0.0501,171.9,154.7,0,0,0,0.1555,0.019,0,0.0483,0.4542,0.7699,0.8889,0.8846,0.8214,0.4055,97.885,95.0968,68.6193,78.9181,42.553,-4.232,17.9813,103.2437,18.4726,1.1481,0.5494,0.2568
167 167,2,40.541,117.9137,11.938,11.938,12.446,12.5307,13.3638,1.0496,1.0426,1.1354,0.6738,0.5603,1.2025,0.0234,0.027,0.4984,0.0345,215.2,166.8,0.0547,145.2,137.6,0,0,0,0.1329,0.0098,0,0.0215,0.4595,0.7891,0.8923,0.8788,1.0357,0.3797,118.3797,57.6304,38.9103,74.0188,34.0062,27.4425,27.1206,44.6621,38.5826,1.0835,0.5477,0.2593
168 168,2,64.5348,261.8919,17.3567,17.4413,18.1187,18.796,21.0347,1.0777,1.0439,1.2119,0.6585,0.5902,1.1157,0.0158,0.0292,0.5184,0.0204,10.5,152.2,0.0224,169.1,137.4,0.0025,0.0079,0,0.1222,0.005,0,0.0188,0.4778,0.7783,0.9198,0.8731,1.075,0.4084,116.6139,65.3523,37.9285,72.7256,35.5904,21.5111,29.8592,54.2304,36.8008,1.1376,0.5515,0.2557
169 169,2,67.1114,317.7771,20.1507,20.1507,19.1347,19.558,21.0315,0.9706,0.9496,1.0525,0.6555,0.6597,0.9936,0.0234,0.027,0.5399,0.0315,206.5,178,0.1053,157.4,142.5,0,0,0.1082,0,0.0238,0.0156,0,0.4762,0.7826,0.8911,0.8867,0.9474,0.3941,122.3566,121.4936,79.7977,95.6159,53.5398,-8.1923,27.359,106.6697,28.5592,2.1471,0.5526,0.2553
170 170,2,45.3114,145.67,13.3773,13.3773,13.5467,13.5467,15.8537,1.0127,1.0127,1.2002,0.6709,0.6266,1.0707,0.0152,0.0163,0.5231,0,173,157.3,0,156,151,0,0,0,0.0906,0.0081,0,0.006,0.5125,0.805,0.8951,0.8889,1.0159,0.3767,115.4477,55.7984,40.2096,73.2504,33.0948,27.3198,24.8292,42.2658,36.9169,1.1543,0.5481,0.2577
171 171,2,46.8063,156.5445,15.3247,15.3247,12.2767,12.446,14.0082,0.8122,0.8011,0.9191,0.6906,0.6851,1.0081,0.0269,0.0663,0.5537,0.0034,178,174,9.00E-04,171.6,166,0,0.0188,0,0.1113,0.0079,0,0.0017,0.483,0.7808,0.8906,0.8769,0.7917,0.4096,125.0341,65.7804,46.0105,80.4912,37.2968,25.8526,27.1475,46.3996,37.4879,1.0093,0.5743,0.2415
172 172,2,48.1029,163.4477,14.986,14.986,12.7847,13.2927,15.1396,0.887,0.8531,1.0046,0.6836,0.6949,0.9837,0.0232,0.0435,0.552,0.0287,196.9,0.9,0.0487,6.1,161.2,0.0048,0.0465,0.106,0,0.0056,0.0108,0,0.5032,0.7692,0.8889,0.8889,0.8571,0.4213,106.4752,110.3227,68.333,84.2776,48.3739,-10.2539,26.8663,110.89,28.7566,1.7068,0.5875,0.2326
175 175,2,58.1657,233.5408,18.6267,18.7113,14.732,15.4093,17.311,0.8235,0.7909,0.9336,0.7091,0.6136,1.1556,0.0255,0.0637,0.5349,0.0525,228.6,191,0.074,169.1,161.7,0,0,0,0.1361,0.004,0,0.0227,0.478,0.7624,0.8903,0.8846,0.7841,0.4145,101.5627,107.9813,71.3352,85.1378,47.0649,-10.5895,23.1333,114.5964,25.4419,2.5832,0.5894,0.2296
176 176,2,72.5661,366.5512,23.368,23.622,18.7113,19.3887,21.12,0.8208,0.8007,0.9071,0.6848,0.6449,1.0618,0.0279,0.0667,0.525,0.0112,195.9,6.9,0.0088,165.6,151.5,0.0111,0.1793,0,0.1251,0.0411,0,0.0297,0.4672,0.7719,0.8889,0.8889,0.8,0.4053,103.6294,105.0287,70.5903,83.9616,46.3444,-7.7454,22.4564,109.0298,23.7546,0.6431,0.5812,0.2327
177 177,2,49.3293,170.2721,15.3247,15.3247,12.954,13.462,14.991,0.8785,0.8453,0.9836,0.7017,0.6464,1.0855,0.0226,0.0476,0.5536,0.0377,219.6,173.2,0.0362,163.2,156.5,0,0,0,0.1015,0.0078,0,0.0099,0.4843,0.7595,0.8889,0.8759,0.8333,0.4286,118.7433,55.5114,42.9318,76.0818,33.6795,29.2621,23.7762,39.0947,37.7038,0.9192,0.5617,0.2501
178 178,2,58.039,235.2899,18.7113,18.7113,14.3933,15.24,19.6435,0.8145,0.7692,1.0545,0.7692,0.638,1.2057,0.037,0.075,0.5577,0.0111,192.3,192.7,0.0055,2.4,163.2,0.0079,0.0195,0,0.1445,0.0381,0,0.0331,0.4722,0.7598,0.8947,0.8889,0.7727,0.4273,88.6401,91.3467,59.769,71.7668,40.2799,-7.7051,20.4184,110.6744,21.8238,2.1614,0.5509,0.2536
179 179,2,51.4229,189.8132,15.8327,15.8327,14.732,14.8167,18.3763,0.9358,0.9305,1.1668,0.7005,0.5989,1.1696,0.0153,0.0259,0.5198,0.0057,174.8,157.6,0.003,161.3,148.1,0,0,0,0.0819,0.0115,0,0.0148,0.5257,0.7931,0.8903,0.8846,0.9324,0.3942,114.5183,57.3212,42.3519,73.8152,33.4473,26.0105,23.7466,42.3949,35.22,1.1661,0.55,0.2541
180 180,2,62.2297,270.5801,19.304,19.304,16.1713,17.1873,19.5788,0.8904,0.8377,1.0232,0.7149,0.636,1.1241,0.0291,0.0448,0.5383,0.0394,209.4,173.4,0.0681,0.8,164.2,8.00E-04,0.0101,0,0.1317,0.034,0,0.0307,0.4729,0.7525,0.8889,0.8889,0.8352,0.4244,116.0358,114.3479,86.2639,95.7243,50.8625,-5.4146,18.699,106.1494,19.4671,1.1466,0.5509,0.2551
181 181,2,50.6379,180.609,15.1553,15.24,14.3933,14.8167,16.9892,0.9722,0.9497,1.1272,0.7039,0.5698,1.2353,0.0182,0.0197,0.5161,0.0229,206.1,164.2,0.0175,168.5,153.2,0.0056,0.0119,0,0.1057,0.0121,0,0.0279,0.4971,0.7816,0.8947,0.8889,0.9577,0.398,121.4473,48.155,37.786,74.9306,32.373,34.434,25.8571,36.9036,43.0614,1.2037,0.5499,0.2568
