10,20,197,493,987,1480,1973
6,12,120,299,599,898,1197
9,19,186,464,929,1393,1857
7,15,150,374,749,1123,1497
9,19,189,473,946,1418,1891
8,15,153,384,767,1151,1534
7,15,149,371,743,1114,1485
3,6,65,162,324,485,647
11,22,219,548,1096,1644,2192
9,18,178,446,892,1338,1784
10,19,193,483,965,1448,1930
8,17,170,425,849,1274,1698
