"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.383596537937281","0.419959595959596","0.533333333333333","0.526666666666667"
"Area","0.386470412219822","0.237818181818182","0.404444444444444","0.43"
"Width.Mid.height","0.337334316221138","0.437370798841558","0.482222222222222","0.426666666666667"
"Maximum.Width","0.336263484982722","0.43544688919708","0.491111111111111","0.41"
"Height.Mid.width","0.347231238462209","0.194569254521132","0.433333333333333","0.493333333333333"
"Maximum.Height","0.377599698581466","0.275801476230412","0.48","0.53"
"Curved.Height","0.370448552671933","0.307555555555556","0.495555555555556","0.51"
"Fruit.Shape.Index.External.I","0.510353905922533","0.417212121212121","0.7","0.613333333333333"
"Fruit.Shape.Index.External.II","0.508287695162535","0.461414141414141","0.68","0.586666666666667"
"Curved.Fruit.Shape.Index","0.374885548750544","0.42359595959596","0.597777777777778","0.493333333333333"
"Proximal.Fruit.Blockiness","0.197004051517849","0.284684101373902","0.488888888888889","0.366666666666667"
"Distal.Fruit.Blockiness","-0.0418533975641655","0.0576579850999293","0.277777777777778","0.123333333333333"
"Fruit.Shape.Triangle","-0.209357796300949","-0.262949494949495","0.193333333333333","0.12"
"Ellipsoid","0.28020626746992","0.265756488569735","0.337777777777778","0.166666666666667"
"Circular","0.346110080887982","0.276649355329121","0.34","0.19"
"Rectangular","0.0230296437842172","0.180436203910002","0.482222222222222","0.343333333333333"
"Shoulder.Height","0.16514944093594","0.232189723640366","0.388888888888889","0.226666666666667"
"Proximal.Angle.Micro","-0.213574482867995","-0.117575757575758","0.282222222222222","0.21"
"Proximal.Angle.Macro","0.234837262274267","0.256727272727273","0.417777777777778","0.266666666666667"
"Proximal.Indentation.Area","0.206631009199354","0.271715757358459","0.393333333333333","0.286666666666667"
"Distal.Angle.Micro","0.147367239378193","0.0548686868686869","0.313333333333333","0.203333333333333"
"Distal.Angle.Macro","0.0773625377500683","0.253737373737374","0.348888888888889","0.206666666666667"
"Distal.Indentation.Area","-0.0296475111024464","0.0361092861028712","0.34","0.15"
"Distal.End.Protrusion","0.0211400727358174","0.122823160741472","0.411111111111111","0.223333333333333"
"Obovoid","-0.0871418443350212","-0.0612639330634232","0.302222222222222","0.213333333333333"
"Ovoid","0.156906088141021","0.187618959818282","0.231111111111111","0.0833333333333333"
"V..Asymmetry","0.0484790234936889","0.0806221170614643","0.284444444444444","0.203333333333333"
"H..Asymmetry.ob","-0.115584835986962","0.0117280223597057","0.333333333333333","0.206666666666667"
"H..Asymmetry.ov","0.336968119338443","0.280565656565657","0.351111111111111","0.266666666666667"
"Width.Widest.Pos","0.0892138979342706","0.234262626262626","0.435555555555556","0.3"
"Eccentricity","0.0527071569698224","0.173160893724607","0.464444444444444","0.333333333333333"
"Proximal.Eccentricity","0.0520731785358751","0.105563453496975","0.424444444444444","0.416666666666667"
"Distal.Eccentricity","-0.281803234132983","-0.241636906619113","0.173333333333333","0.0466666666666667"
"Fruit.Shape.Index.Internal","0.502101004361423","0.482424242424242","0.673333333333333","0.58"
"Eccentricity.Area.Index","-0.060369163542923","-0.00195581379074502","0.311111111111111","0.163333333333333"
"Average.Red","0.466737145891948","0.523959595959596","0.637777777777778","0.496666666666667"
"Average.Green","0.773881523422496","0.65050505050505","0.468888888888889","0.24"
"Average.Blue","0.73200696046527","0.760888888888889","0.642222222222222","0.44"
"Average.Luminosity","0.0682956023721915","0.0943030303030303","0.317777777777778","0.126666666666667"
"Average.L.Value","0.593471234421509","0.638707070707071","0.493333333333333","0.23"
"Average.a.Value","0.92203982288243","0.778690542423872","0.782222222222222","0.72"
"Average.b.Value","0.406140438307493","0.464242424242424","0.613333333333333","0.493333333333333"
"Average.Hue","0.857720166191964","0.769131313131313","0.646666666666667","0.633333333333333"
"Average.Chroma","0.704656960955402","0.534949494949495","0.728888888888889","0.63"
"Lobedness.Degree","0.671960164403527","0.532282828282828","0.373333333333333","0.21"
"Pericarp.Area","0.176919871385743","0.185397941559947","0.406666666666667","0.29"
"Pericarp.Thickness","0.258653140406681","0.204664239709","0.437777777777778","0.306666666666667"
"Average.fruit.weight","0.478471818199165","0.319979797979798","0.435555555555556","0.453333333333333"
"Productivity.per.plant","0.289624052462522","0.0479103978100013","0.351111111111111","0.376666666666667"
"Fruit.number.per.plant","0.497542101507915","0.526341304981446","0.588888888888889","0.463333333333333"
"Brix..","0.234715101191247","0.227957411960722","0.426666666666667","0.24"
"BNTC","NaN","NaN","NaN","NaN"
"FRAP..umol.Fe2..g.FW","NaN","NaN","NaN","NaN"
"TP..mg.GAE.100g.FW","NaN","NaN","NaN","NaN"
