"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.298953610210371","0.191271794871795","0.415833333333333","0.55"
"Area","0.446692604991381","0.137179487179487","0.3525","0.52"
"Width.Mid.height","0.251936434746322","0.285140401228921","0.395833333333333","0.37"
"Maximum.Width","0.24953084470214","0.282447070530922","0.401666666666667","0.333333333333333"
"Height.Mid.width","0.408502704710453","0.0395648866086503","0.351666666666667","0.543333333333333"
"Maximum.Height","0.396149787981539","0.0962327088637057","0.383333333333333","0.551666666666667"
"Curved.Height","0.350311927609471","0.120605128205128","0.375","0.548333333333333"
"Fruit.Shape.Index.External.I","0.443759492015565","0.489984615384615","0.819166666666667","0.48"
"Fruit.Shape.Index.External.II","0.448587024331991","0.512","0.755","0.495"
"Curved.Fruit.Shape.Index","0.277631126454531","0.376928205128205","0.645833333333333","0.423333333333333"
"Proximal.Fruit.Blockiness","0.0293482841601063","0.0766471903878405","0.34","0.0616666666666667"
"Distal.Fruit.Blockiness","-0.0596688307788245","0.0884873753290903","0.318333333333333","0.0883333333333333"
"Fruit.Shape.Triangle","-0.123862030657027","-0.258435897435897","0.216666666666667","0.0783333333333333"
"Ellipsoid","0.265101349297439","0.25482769978259","0.329166666666667","0.108333333333333"
"Circular","0.342784958571348","0.274885999166747","0.359166666666667","0.0933333333333333"
"Rectangular","-0.0387629456771253","0.127790351260203","0.4","0.181666666666667"
"Shoulder.Height","0.125808532108449","0.201986237013307","0.383333333333333","0.12"
"Proximal.Angle.Micro","-0.187649387649664","-0.0991641025641026","0.3075","0.178333333333333"
"Proximal.Angle.Macro","0.117386647666057","0.0990923076923077","0.375","0.08"
"Proximal.Indentation.Area","0.191961461636557","0.252275507728021","0.3975","0.166666666666667"
"Distal.Angle.Micro","0.188200483984956","0.123451282051282","0.31","0.198333333333333"
"Distal.Angle.Macro","0.00213171494138175","0.242958974358974","0.343333333333333","0.158333333333333"
"Distal.Indentation.Area","0.00702750014621016","0.144156406766977","0.399166666666667","0.148333333333333"
"Distal.End.Protrusion","0.0381976407364235","0.152992009895945","0.4425","0.153333333333333"
"Obovoid","-0.0141333596900561","-0.0266034947227652","0.289166666666667","0.165"
"Ovoid","-0.0837560685905299","-0.101393948451686","0.191666666666667","0.035"
"V..Asymmetry","0.100505470982413","0.242624038707579","0.39","0.223333333333333"
"H..Asymmetry.ob","-0.0783237372978399","0.0544381466374444","0.418333333333333","0.308333333333333"
"H..Asymmetry.ov","0.392993025339306","0.21565641025641","0.349166666666667","0.233333333333333"
"Width.Widest.Pos","-0.0128324355967365","0.103625641025641","0.405","0.225"
"Eccentricity","0.0790217330534567","0.270423128203173","0.493333333333333","0.378333333333333"
"Proximal.Eccentricity","0.0271137023065014","0.0502414748792975","0.385","0.405"
"Distal.Eccentricity","-0.0852048469565711","-0.127147194778283","0.234166666666667","0.125"
"Fruit.Shape.Index.Internal","0.447508241675736","0.524482051282051","0.750833333333333","0.495"
"Eccentricity.Area.Index","-0.0803698535276797","-0.0574389508315295","0.289166666666667","0.0783333333333333"
"Average.Red","0.27925861495905","0.422312820512821","0.646666666666667","0.445"
"Average.Green","0.763428030960293","0.6766","0.495833333333333","0.191666666666667"
"Average.Blue","0.703224740461206","0.751133333333333","0.62","0.336666666666667"
"Average.Luminosity","-0.0319901367789754","0.0163025641025641","0.335833333333333","0.113333333333333"
"Average.L.Value","0.505335110669671","0.660533333333333","0.525833333333333","0.19"
"Average.a.Value","0.927544682450567","0.771305685889515","0.895","0.533333333333333"
"Average.b.Value","0.331454747733642","0.520415384615385","0.615","0.54"
"Average.Hue","0.866604286523189","0.743815384615385","0.559166666666667","0.555"
"Average.Chroma","0.689702978490792","0.568251282051282","0.834166666666667","0.478333333333333"
"Lobedness.Degree","0.642894863848313","0.564979487179487","0.405833333333333","0.146666666666667"
"Pericarp.Area","0.0699968897519101","0.0751419000445344","0.366666666666667","0.183333333333333"
"Pericarp.Thickness","0.141087384076583","0.114640664116556","0.4125","0.211666666666667"
"Average.fruit.weight","0.530707042102689","0.364836789297659","0.4475","0.591666666666667"
"Productivity.per.plant","0.440895630402432","0.0123246506019131","0.2825","0.513333333333333"
"Fruit.number.per.plant","0.43419421727706","0.457592985408114","0.573333333333333","0.436666666666667"
"Brix..","0.1289833674813","0.148284552100635","0.390833333333333","0.163333333333333"
"BNTC","NaN","NaN","NaN","NaN"
"FRAP..umol.Fe2..g.FW","NaN","NaN","NaN","NaN"
"TP..mg.GAE.100g.FW","NaN","NaN","NaN","NaN"
