"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.399274748909377","0.369619047619048","0.516666666666667","0.676666666666667"
"Area","0.478646221483868","0.223928571428571","0.41","0.593333333333333"
"Width.Mid.height","0.327316775954945","0.425922004674493","0.443333333333333","0.393333333333333"
"Maximum.Width","0.326199439200744","0.42447563703277","0.433333333333333","0.386666666666667"
"Height.Mid.width","0.444312472103101","0.153999111817542","0.43","0.663333333333333"
"Maximum.Height","0.455240409624002","0.225036399197609","0.47","0.676666666666667"
"Curved.Height","0.425095153564873","0.260166666666667","0.475","0.643333333333333"
"Fruit.Shape.Index.External.I","0.521170614684106","0.464261904761905","0.751666666666667","0.41"
"Fruit.Shape.Index.External.II","0.515092158613459","0.507738095238095","0.708333333333333","0.39"
"Curved.Fruit.Shape.Index","0.363828698816199","0.444857142857143","0.615","0.336666666666667"
"Proximal.Fruit.Blockiness","0.150450738922855","0.277180130709704","0.388333333333333","0.15"
"Distal.Fruit.Blockiness","-0.0853927250004149","0.0700081456634316","0.223333333333333","0.03"
"Fruit.Shape.Triangle","-0.138526904884461","-0.226071428571429","0.181666666666667","0.06"
"Ellipsoid","0.278999638781804","0.274220915677582","0.268333333333333","0.1"
"Circular","0.359498518289394","0.310347723366368","0.281666666666667","0.08"
"Rectangular","-0.0241584242364143","0.125302515066295","0.39","0.143333333333333"
"Shoulder.Height","0.114184888562594","0.203762128271278","0.368333333333333","0.123333333333333"
"Proximal.Angle.Micro","-0.199093709178887","-0.104047619047619","0.3","0.153333333333333"
"Proximal.Angle.Macro","0.235379476984636","0.248452380952381","0.328333333333333","0.0766666666666667"
"Proximal.Indentation.Area","0.158619637738262","0.259818219560743","0.366666666666667","0.166666666666667"
"Distal.Angle.Micro","0.181266762324565","0.115904761904762","0.27","0.14"
"Distal.Angle.Macro","0.00267806476413892","0.208190476190476","0.281666666666667","0.0933333333333333"
"Distal.Indentation.Area","-0.0427958124466853","0.0448272450457191","0.271666666666667","0.0533333333333333"
"Distal.End.Protrusion","-0.0204913866358584","0.133491861662649","0.376666666666667","0.0933333333333333"
"Obovoid","-0.00387108495500406","0.00702023715764633","0.275","0.14"
"Ovoid","0.0466740241093514","0.0646361304454708","0.151666666666667","0.02"
"V..Asymmetry","0.0434814218502403","0.0858461216846247","0.24","0.213333333333333"
"H..Asymmetry.ob","-0.120428022232025","0.0188778473564002","0.336666666666667","0.136666666666667"
"H..Asymmetry.ov","0.381833419616188","0.258928571428571","0.306666666666667","0.306666666666667"
"Width.Widest.Pos","-0.0352345061348293","0.150761904761905","0.331666666666667","0.126666666666667"
"Eccentricity","0.0491741920788515","0.196874994856967","0.445","0.226666666666667"
"Proximal.Eccentricity","0.0300982681336988","0.0915040577207156","0.398333333333333","0.456666666666667"
"Distal.Eccentricity","-0.178079761712795","-0.247871722112543","0.146666666666667","0.03"
"Fruit.Shape.Index.Internal","0.511852408509664","0.522904761904762","0.706666666666667","0.386666666666667"
"Eccentricity.Area.Index","-0.0619372053779386","-0.0204944121627814","0.266666666666667","0.0966666666666667"
"Average.Red","0.412926937810297","0.5195","0.645","0.276666666666667"
"Average.Green","0.771369452374233","0.654261904761905","0.386666666666667","0.0733333333333333"
"Average.Blue","0.719982953625781","0.745619047619048","0.543333333333333","0.19"
"Average.Luminosity","-0.00297935096390299","0.0239047619047619","0.21","0.0133333333333333"
"Average.L.Value","0.553673536535879","0.648404761904762","0.405","0.0766666666666667"
"Average.a.Value","0.929631464068531","0.792230452258886","0.843333333333333","0.55"
"Average.b.Value","0.381348819313403","0.497666666666667","0.57","0.45"
"Average.Hue","0.863217380339657","0.778523809523809","0.653333333333333","0.613333333333333"
"Average.Chroma","0.71771272332415","0.56247619047619","0.74","0.593333333333333"
"Lobedness.Degree","0.65820628675222","0.546928571428571","0.318333333333333","0.0733333333333333"
"Pericarp.Area","0.105294786703155","0.151915818633085","0.338333333333333","0.12"
"Pericarp.Thickness","0.180080788836575","0.174217176722816","0.391666666666667","0.176666666666667"
"Average.fruit.weight","0.536956186546974","0.332391941391941","0.463333333333333","0.536666666666667"
"Productivity.per.plant","0.424852145101215","0.0643565095707637","0.36","0.53"
"Fruit.number.per.plant","0.465514511759379","0.492221489753567","0.538333333333333","0.396666666666667"
"Brix..","0.205313996087297","0.199795595546225","0.375","0.153333333333333"
"BNTC","NaN","NaN","NaN","NaN"
"FRAP..umol.Fe2..g.FW","NaN","NaN","NaN","NaN"
"TP..mg.GAE.100g.FW","NaN","NaN","NaN","NaN"
