"Trait","Pearson","Spearman","Top30%","Top15%"
"Perimeter","0.239748507589033","0.129785687801261","0.385185185185185","0.65"
"Area","0.410386102250041","0.0961245828698554","0.328888888888889","0.641666666666667"
"Width.Mid.height","0.194338584098257","0.175704112650031","0.340740740740741","0.33"
"Maximum.Width","0.190842569994782","0.174212932773759","0.344444444444444","0.325"
"Height.Mid.width","0.386999998236736","-0.0159826626933745","0.346666666666667","0.655"
"Maximum.Height","0.360442761540188","0.0450129454517691","0.37037037037037","0.663333333333333"
"Curved.Height","0.303468343100587","0.0618909899888765","0.373333333333333","0.661666666666667"
"Fruit.Shape.Index.External.I","0.399730456498208","0.51294623655914","0.842962962962963","0.366666666666667"
"Fruit.Shape.Index.External.II","0.403280676989805","0.5328290693363","0.787407407407407","0.386666666666667"
"Curved.Fruit.Shape.Index","0.22797997850778","0.364072673340749","0.637037037037037","0.346666666666667"
"Proximal.Fruit.Blockiness","-0.0344611728882404","0.0288977700649939","0.257777777777778","0.02"
"Distal.Fruit.Blockiness","-0.019365322081006","0.0804663556349542","0.292592592592593","0.0783333333333333"
"Fruit.Shape.Triangle","-0.109224617350995","-0.195117538005191","0.274074074074074","0.0383333333333333"
"Ellipsoid","0.256718649309501","0.241716762934856","0.267407407407407","0.06"
"Circular","0.310951877406924","0.261146560092953","0.334814814814815","0.025"
"Rectangular","-0.0428943327576594","0.0944458803692602","0.337037037037037","0.08"
"Shoulder.Height","0.121869531276542","0.190878886462556","0.346666666666667","0.0283333333333333"
"Proximal.Angle.Micro","-0.14383749789675","-0.0813407489803485","0.274814814814815","0.121666666666667"
"Proximal.Angle.Macro","0.0736147807708451","0.0456625880608083","0.338518518518518","0.0283333333333333"
"Proximal.Indentation.Area","0.187299700479077","0.223513491480094","0.345925925925926","0.123333333333333"
"Distal.Angle.Micro","0.157454684545274","0.111377085650723","0.297037037037037","0.19"
"Distal.Angle.Macro","0.00119978379699802","0.279555061179088","0.32","0.16"
"Distal.Indentation.Area","0.0282502352878192","0.230641306214298","0.412592592592593","0.0866666666666667"
"Distal.End.Protrusion","0.0515793542798553","0.188739133833729","0.467407407407407","0.128333333333333"
"Obovoid","0.00083123206323376","0.00309847553626631","0.28962962962963","0.175"
"Ovoid","0.023091914175912","0.031202114001856","0.238518518518519","0.0566666666666667"
"V..Asymmetry","0.0492689738959143","0.268385690641812","0.397777777777778","0.218333333333333"
"H..Asymmetry.ob","-0.0424758284485298","0.0535196670797669","0.413333333333333","0.246666666666667"
"H..Asymmetry.ov","0.42964318155975","0.250803114571746","0.355555555555556","0.246666666666667"
"Width.Widest.Pos","0.0791525571074048","0.183525398591027","0.457777777777778","0.218333333333333"
"Eccentricity","0.0797143400461618","0.268515738053446","0.461481481481481","0.4"
"Proximal.Eccentricity","0.00520270977287389","0.00535103300745383","0.324444444444444","0.333333333333333"
"Distal.Eccentricity","-0.0541951731683708","-0.0925263865769105","0.238518518518519","0.176666666666667"
"Fruit.Shape.Index.Internal","0.403845967869268","0.547749351130886","0.787407407407407","0.386666666666667"
"Eccentricity.Area.Index","-0.0673297564739197","-0.0577383651903723","0.235555555555556","0.0533333333333333"
"Average.Red","0.1643330605015","0.313667037449017","0.551851851851852","0.301666666666667"
"Average.Green","0.731281841167522","0.660443455691509","0.446666666666667","0.15"
"Average.Blue","0.654437215493296","0.711839822024472","0.528888888888889","0.251666666666667"
"Average.Luminosity","-0.0538194224279341","-0.0436247682610308","0.271111111111111","0.113333333333333"
"Average.L.Value","0.439809599728872","0.613825732295143","0.455555555555556","0.181666666666667"
"Average.a.Value","0.914934793709761","0.759251064220874","0.939259259259259","0.436666666666667"
"Average.b.Value","0.317417353575649","0.554616240266963","0.553333333333333","0.551666666666667"
"Average.Hue","0.844391140352018","0.729011494252874","0.50962962962963","0.445"
"Average.Chroma","0.654457072256418","0.579743418613274","0.862222222222222","0.351666666666667"
"Lobedness.Degree","0.619407027243754","0.550813496477568","0.346666666666667","0.08"
"Pericarp.Area","0.0123416124286365","0.0254769501271458","0.301481481481481","0.09"
"Pericarp.Thickness","0.0677009257404927","0.0657147952685667","0.362962962962963","0.166666666666667"
"Average.fruit.weight","0.546530856782219","0.388080406801208","0.483703703703704","0.69"
"Productivity.per.plant","0.422993843650758","-0.0142071927320976","0.300740740740741","0.643333333333333"
"Fruit.number.per.plant","0.401619668111385","0.407397077904763","0.492592592592593","0.436666666666667"
"Brix..","0.0514026238818949","0.106870099278657","0.328888888888889","0.06"
"BNTC","NaN","NaN","NaN","NaN"
"FRAP..umol.Fe2..g.FW","NaN","NaN","NaN","NaN"
"TP..mg.GAE.100g.FW","NaN","NaN","NaN","NaN"
