"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.805849641341632","0.778942634673447","0.672592592592593","0.618333333333333","0.0571791630408048","0.0844982723439987","0.102812118467689","0.187030545783111"
"Area","0.779015836833006","0.753492875681975","0.659259259259259","0.613333333333333","0.0598333734017921","0.0899591758479438","0.114175974837259","0.201892611054021"
"Width.Mid.height","0.768432980541453","0.759745289703753","0.671111111111111","0.613333333333333","0.0739024834678629","0.088187705164704","0.121361623392433","0.19340352039253"
"Maximum.Width","0.774153475386535","0.762722804870968","0.667407407407407","0.62","0.0719087647501616","0.0902941800217261","0.125137535847149","0.193692484426965"
"Height.Mid.width","0.680750433780144","0.64972567626589","0.588148148148148","0.426666666666667","0.07677297658291","0.123981027039928","0.120447880358208","0.188927267233321"
"Maximum.Height","0.753337669887782","0.704142784396948","0.619259259259259","0.57","0.0670611525352431","0.112854540181896","0.112479763449374","0.20708912583781"
"Curved.Height","0.759429015709375","0.712446316012501","0.622962962962963","0.59","0.0662708679313682","0.110322809275115","0.116496389830732","0.20741295578673"
"Fruit.Shape.Index.External.I","0.472047800103874","0.503099210763282","0.556296296296296","0.316666666666667","0.132243021632594","0.153120638015667","0.117628869514196","0.199972033838918"
"Fruit.Shape.Index.External.II","0.472018295465318","0.514223422850786","0.565925925925926","0.313333333333333","0.12950296775205","0.149256760754467","0.122358859740824","0.20105983171288"
"Curved.Fruit.Shape.Index","0.45504581049129","0.487185550082102","0.554074074074074","0.32","0.132189092240377","0.160025311814741","0.124799394364119","0.190195942765074"
"Proximal.Fruit.Blockiness","0.313454730409605","0.391102938460328","0.483703703703704","0.275","0.105151695284733","0.123737213053665","0.114516543441523","0.173180861350944"
"Distal.Fruit.Blockiness","0.0448133328107625","0.0784266115790031","0.354074074074074","0.251666666666667","0.167069724297466","0.184245795376526","0.137678795039303","0.18881622280812"
"Fruit.Shape.Triangle","0.066221826128692","0.0447827745113618","0.320740740740741","0.226666666666667","0.11658616423798","0.171591324941608","0.12778453223834","0.177005921361032"
"Ellipsoid","0.598532733181261","0.627907078548258","0.634074074074074","0.42","0.10677353885012","0.110786904376063","0.127791016184605","0.20749383430639"
"Circular","0.521267197620963","0.51476084538376","0.54962962962963","0.4","0.122699460663501","0.140400982229468","0.125988784007523","0.200670018627195"
"Rectangular","0.462887247292789","0.435383759733037","0.558518518518519","0.403333333333333","0.116044985657881","0.132718015861545","0.12997680862035","0.220178898179593"
"Shoulder.Height","0.603986962171808","0.60465996793469","0.622222222222222","0.41","0.0977129876740273","0.114468295548597","0.123473360392657","0.190548484203404"
"Proximal.Angle.Micro","0.564771121624868","0.532962423730805","0.435555555555556","0.255","0.0992189494441898","0.112699257879278","0.142489495319517","0.177297951929483"
