"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Proximal.Angle.Macro","0.596435856791781","0.637588113777213","0.651111111111111","0.451666666666667","0.116325817853756","0.10707796717427","0.10925367680814","0.208253899845585"
"Proximal.Indentation.Area","0.648638474266753","0.664964674629486","0.661481481481481","0.45","0.0909410244613221","0.101713672931147","0.109486002751583","0.200670018627195"
"Distal.Angle.Micro","0.193390736698881","0.277518184387665","0.467407407407407","0.258333333333333","0.130401404999838","0.170211942851001","0.133963627477367","0.205659576235922"
"Distal.Angle.Macro","0.336857127962849","0.363360641703523","0.526666666666667","0.316666666666667","0.114012906776609","0.160822548063303","0.138305261460238","0.199972033838918"
"Distal.Indentation.Area","0.229870379062974","0.414947528196486","0.505925925925926","0.266666666666667","0.12979263106121","0.17636850652795","0.123162047699962","0.20205875504954"
"Distal.End.Protrusion","0.218473559724982","0.281486783655019","0.362222222222222","0.21","0.0689818624983668","0.153114217532423","0.125754002332569","0.16658834848917"
"Obovoid","0.0252253826439866","0.134123602795758","0.340740740740741","0.13","0.177047179545398","0.166670899797957","0.136639755731672","0.16312798121424"
"Ovoid","0.0328079975501129","0.0353330212549515","0.328888888888889","0.18","0.138023263790471","0.163804167208785","0.116484535225596","0.181159575916673"
"V..Asymmetry","0.52243307273199","0.566570378708832","0.574074074074074","0.32","0.087194247354719","0.104239407430666","0.125745216947457","0.196700979071751"
"H..Asymmetry.ob","NaN","NaN","1","1",NA,NA,"0","0"
"H..Asymmetry.ov","0.531195136825352","0.538646790002014","0.584444444444444","0.503333333333333","0.106123396401742","0.148355982287933","0.130284556983487","0.210836196052754"
"Width.Widest.Pos","0.145590726077952","0.157169418367402","0.421481481481481","0.22","0.174063353038196","0.166819605720618","0.133963627477367","0.175991915616644"
"Eccentricity","0.5571238932699","0.587752905879758","0.595555555555556","0.29","0.113264470859166","0.121297431017111","0.117476151979318","0.190107705254983"
"Proximal.Eccentricity","-0.0971559901509757","-0.10722612207484","0.308888888888889","0.115","0.145916144637889","0.163359858391664","0.121354795926343","0.157662241993242"
"Distal.Eccentricity","0.240804436791319","0.230214467264294","0.367407407407407","0.28","0.149137909647605","0.160121859557203","0.123437565824463","0.202583978775163"
"Fruit.Shape.Index.Internal","0.47322502167446","0.514460829493087","0.564444444444444","0.31","0.12951405575776","0.150474693287581","0.123150834738449","0.2"
"Eccentricity.Area.Index","0.530987636832157","0.54693331365672","0.628148148148148","0.413333333333333","0.108719323327961","0.118208918310153","0.113681431367268","0.210836196052754"
"Average.Red","0.507207994253573","0.518517718099476","0.559259259259259","0.343333333333333","0.105839330620695","0.136174195316401","0.122406251980574","0.207951551748768"
"Average.Green","0.232357902468351","0.22556523120928","0.371851851851852","0.146666666666667","0.131011317738388","0.170853604507874","0.128075984848379","0.17898545802228"
"Average.Blue","0.270383942327773","0.253378992531384","0.382962962962963","0.16","0.131454751924029","0.151602377844217","0.1245002715585","0.164561650796143"
"Average.Luminosity","0.401500320527669","0.354811165845649","0.368888888888889","0.0966666666666667","0.128268502306448","0.139450212861774","0.126339045411776","0.144201884333008"
"Average.L.Value","0.23372584267437","0.194949414693575","0.318518518518518","0.085","0.146658881260836","0.169195063888867","0.132326966868765","0.135328335500226"
"Average.a.Value","0.496129138792825","0.593535674559034","0.560740740740741","0.433333333333333","0.142233541833373","0.113472817154763","0.130859898281152","0.20205875504954"
"Average.b.Value","0.113972177822389","0.117405582922824","0.386666666666667","0.153333333333333","0.163477189181401","0.173852294356166","0.137879253482494","0.152679278124702"
"Average.Hue","0.340900591679443","0.426440383494888","0.453333333333333","0.29","0.149557946742345","0.153470278225915","0.146503423038967","0.192301497060767"
"Average.Chroma","0.648295916797886","0.663369140314635","0.671111111111111","0.491666666666667","0.0909920957869482","0.102559269072795","0.128006959790901","0.20969910263645"
"Lobedness.Degree","0.410192743541087","0.466730653106626","0.556296296296296","0.291666666666667","0.140793951935782","0.150828816745562","0.13470378636694","0.205659576235922"
"Pericarp.Area","0.657120655801646","0.671557508347534","0.617037037037037","0.408333333333333","0.0868673710949772","0.0951781144151676","0.125824263330379","0.203609761855964"
"Pericarp.Thickness","0.667479606026995","0.677621959721512","0.628148148148148","0.511666666666667","0.0849405616002116","0.0927309908754197","0.109220808293262","0.199278620730096"
