"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.778524345772446","0.749401027596801","0.653333333333333","0.566666666666667","0.065957297589246","0.0972679494502405","0.120016017932791","0.189193507936161"
"Area","0.737860916292328","0.724177975528365","0.638518518518518","0.571666666666667","0.0687484570884063","0.10248426449772","0.118113900425131","0.203444884499667"
"Width.Mid.height","0.733362425381908","0.732007985901136","0.644444444444444","0.513333333333333","0.0782311134627005","0.0983568132556346","0.116569861474536","0.202307715209059"
"Maximum.Width","0.740025260102062","0.736843959885573","0.651111111111111","0.523333333333333","0.07675117949371","0.0987100008280687","0.11150563812129","0.201393356683708"
"Height.Mid.width","0.635880967450504","0.595905351594307","0.544444444444444","0.415","0.0869477997344507","0.139474007623704","0.112039373782851","0.189555290228712"
"Maximum.Height","0.717322214822098","0.667175861829105","0.617037037037037","0.556666666666667","0.0801829397201724","0.123641811653689","0.103414781646527","0.196757837283394"
"Curved.Height","0.721571611972791","0.668139626039515","0.612592592592593","0.575","0.0803021177863734","0.126200982029912","0.109030988765451","0.20223167656604"
"Fruit.Shape.Index.External.I","0.358055135036792","0.446402245881667","0.516296296296296","0.238333333333333","0.123248847078828","0.147729751923157","0.120165507612476","0.186221404873633"
"Fruit.Shape.Index.External.II","0.35951376204795","0.465863340219291","0.532592592592593","0.228333333333333","0.122666263954833","0.146008805319112","0.120275780727973","0.176031634842503"
"Curved.Fruit.Shape.Index","0.335178329558273","0.443050055617353","0.527407407407407","0.236666666666667","0.127466233002145","0.151118676588968","0.121570812841195","0.182696677754796"
"Proximal.Fruit.Blockiness","0.242064999929947","0.364034528902937","0.441481481481481","0.233333333333333","0.121216011737775","0.143217292706842","0.123437565824463","0.17538707591556"
"Distal.Fruit.Blockiness","0.0309724733038932","0.0705036283701467","0.35037037037037","0.256666666666667","0.152593361894461","0.184306969084193","0.127914148716319","0.176055462076782"
"Fruit.Shape.Triangle","0.0600524055626517","0.0138818793368293","0.297777777777778","0.193333333333333","0.118880614328609","0.171140178455005","0.126339045411776","0.176531331388988"
"Ellipsoid","0.529968352979069","0.574466715220814","0.591111111111111","0.355","0.107184822000363","0.121337286907869","0.130214581629848","0.209405518410904"
"Circular","0.421911186018726","0.454573547327719","0.521481481481481","0.395","0.133408014361889","0.147763408567101","0.124106996051451","0.19913824411312"
"Rectangular","0.343337672288345","0.35276391758038","0.474814814814815","0.356666666666667","0.0996052898307921","0.140252132910638","0.129305727932959","0.18848269700254"
"Shoulder.Height","0.551241966907769","0.57292848254073","0.614814814814815","0.388333333333333","0.0906882018939991","0.122879753235836","0.124586758581047","0.19329504750898"
"Proximal.Angle.Micro","0.493065254617818","0.509269505890158","0.459259259259259","0.26","0.104659011439336","0.112577299115143","0.141992419363243","0.17826531768668"
"Proximal.Angle.Macro","0.516439452421357","0.596716563377297","0.621481481481482","0.415","0.113811622574474","0.116030571393639","0.123538211612867","0.208522285677481"
"Proximal.Indentation.Area","0.603560958526474","0.634581142290172","0.634074074074074","0.41","0.0890159915088706","0.109352858736345","0.114088858231507","0.203328015480392"
"Distal.Angle.Micro","0.156940354764758","0.296308295869261","0.46962962962963","0.233333333333333","0.115849990149082","0.161285457128902","0.130739540131617","0.193576950575691"
"Distal.Angle.Macro","0.227948584739148","0.341943090189091","0.505185185185185","0.25","0.111949039135123","0.145492070020907","0.125197113069746","0.202749556227222"
"Distal.Indentation.Area","0.214918052084257","0.412836968149567","0.504444444444444","0.238333333333333","0.0995873562521475","0.137642206561429","0.119122095946329","0.199278620730096"
"Distal.End.Protrusion","0.223465892106275","0.287964319116458","0.374074074074074","0.198333333333333","0.0640165687110872","0.155965598215403","0.130276077124263","0.16203577642349"
"Obovoid","0.0319796568477322","0.142842376800413","0.337777777777778","0.145","0.175877276327931","0.167242082580695","0.129295047776014","0.16196672953576"
"Ovoid","0.0189584007910654","0.0086960182845191","0.317777777777778","0.158333333333333","0.140863926047762","0.162648697393827","0.121463989331339","0.16234612401318"
"V..Asymmetry","0.489609523286189","0.526949844457481","0.531851851851852","0.285","0.0907871313047923","0.111774126003132","0.115560909262394","0.204869413310204"
"H..Asymmetry.ob","NaN","NaN","1","1",NA,NA,"0","0"
"H..Asymmetry.ov","0.446240765558432","0.467824911492781","0.541481481481481","0.475","0.102521821808488","0.163838398579563","0.136415207128384","0.2220065601546"
"Width.Widest.Pos","0.139799030175055","0.150139822591154","0.422222222222222","0.225","0.175884601270805","0.167823554499296","0.132535520137443","0.182612473386244"
"Eccentricity","0.489425848343115","0.548084577929343","0.583703703703704","0.31","0.105466580552894","0.127441445472742","0.122250465631486","0.193605840502063"
"Proximal.Eccentricity","-0.0978713086065187","-0.119228779281786","0.280740740740741","0.101666666666667","0.117816662670134","0.156250224510332","0.117063999134622","0.142180604812286"
"Distal.Eccentricity","0.218822535745159","0.259611130572141","0.435555555555556","0.333333333333333","0.150849103768157","0.154063689056274","0.130341781603159","0.218034744681079"
"Fruit.Shape.Index.Internal","0.360117338569106","0.465596165051115","0.533333333333333","0.223333333333333","0.122281496400955","0.145680785829839","0.120071235795355","0.171713303541034"
"Eccentricity.Area.Index","0.434710792295433","0.493934589970712","0.585925925925926","0.365","0.0975516934524261","0.125122063853538","0.124073610321867","0.204048783481472"
"Average.Red","0.475175930058411","0.485551565231209","0.526666666666667","0.273333333333333","0.10633218165073","0.139238873408967","0.120367597818889","0.190695184112887"
"Average.Green","0.2439282980486","0.218360400444939","0.358518518518519","0.121666666666667","0.124419020050963","0.17259819766401","0.134488327476046","0.16572159344044"
"Average.Blue","0.266483900258344","0.241551247417766","0.373333333333333","0.151666666666667","0.132316230818302","0.158519779432423","0.135184759549723","0.158370124066593"
"Average.Luminosity","0.385991531152702","0.327826897611102","0.35037037037037","0.1","0.130803108695586","0.139993433484076","0.12661201292661","0.135854244832196"
"Average.L.Value","0.245504549542536","0.1908290693363","0.311851851851852","0.0833333333333333","0.144407410747955","0.16747439317304","0.131087642249611","0.137897280449098"
"Average.a.Value","0.464612638924412","0.551640447057577","0.532592592592593","0.396666666666667","0.13129278732785","0.119096437987071","0.137021248527833","0.205189932202837"
"Average.b.Value","0.0874580163796199","0.0981017003019228","0.374814814814815","0.133333333333333","0.167387590779093","0.177992996483378","0.144812052538416","0.146739355589246"
"Average.Hue","0.325588378917042","0.410212935007151","0.465185185185185","0.263333333333333","0.141333909962866","0.155021114003041","0.141828936713205","0.200223588666803"
"Average.Chroma","0.588583870903555","0.629528152974204","0.642222222222222","0.443333333333333","0.0954283812878126","0.098817594702734","0.114323437543934","0.198878286162505"
"Lobedness.Degree","0.387532990770505","0.454373960485195","0.537037037037037","0.238333333333333","0.12213095142922","0.148235644007628","0.129638506851323","0.215460850448667"
"Pericarp.Area","0.620422736133423","0.651258715157852","0.596296296296296","0.396666666666667","0.089199942620864","0.100174876695567","0.131541947284428","0.198962634064578"
"Pericarp.Thickness","0.631813331350856","0.656179407497972","0.617777777777778","0.503333333333333","0.0879669543321611","0.0997389094747985","0.114764688808588","0.204780670578318"
