"Basic measurements",0.581266662466678,0.576226005294604,0.683521486223553,0.716034462666672,0.753275182362627,0.758914613791905,0.770105607292049,0.763132408861903,0.0383336913919231,0.0357491865662723,0.0485124080306004,0.0411121679092324,0.0371939731512928,0.0292788005880889,0.0300207789340949,0.0332287258235693
"Fruit shape",0.211215108536704,0.214733713817961,0.257766048250391,0.335147164710075,0.442531287850873,0.544546771383619,0.563075300289928,0.508830126881009,0.0158479770059168,0.0143439713928834,0.0131539641427646,0.0148845459015169,0.0104256621284338,0.00663205570720807,0.0101683661266393,0.00423634837610201
"Blockiness",0.0722735786715299,0.0832883640548497,0.092179140587913,0.106997002724855,0.133989782119423,0.17474966569356,0.179016613902577,0.130021192298743,0.0855796421576435,0.0800051596111955,0.0905405519892375,0.0981657080585484,0.130143742896229,0.175187252872001,0.180602505733551,0.129262843064549
"Homogeneity",0.333014772465102,0.320811792327395,0.355372337164033,0.426398315112125,0.516338782630264,0.530599411153573,0.538125470149846,0.508840620217718,0.149742300029709,0.14027405627712,0.135098817155269,0.0927397911891125,0.0725514256436629,0.0489339841756199,0.0552082351026345,0.0700473285464114
"Proximal fruit end shape",0.423462337717118,0.411023790432605,0.464128226813193,0.532972283503404,0.590168124967432,0.597826824588235,0.601195907438447,0.590297054331479,0.0316832109484403,0.0242415181919486,0.0381042334731429,0.0465631498053986,0.0378558437434792,0.0350658851562246,0.0420100402111048,0.0428059576207741
"Distal fruit end shape",0.176602037943292,0.169091480819267,0.179183198812163,0.203590673493251,0.242041897899695,0.296392961298928,0.302103764317183,0.240271518291635,0.0534391148818283,0.0490454224671112,0.0353335027250405,0.0232178669605376,0.0514228373876057,0.112945703113623,0.116341679563019,0.0693502129614941
"Asymmetry",0.223482056630601,0.217412463010171,0.234001068817714,0.245867737254368,0.270467401788467,0.289360782411595,0.291917447407613,0.270669476627909,0.198191480114368,0.189290847627958,0.217208131218231,0.230252648133227,0.25931667762584,0.259361338801975,0.263664552264125,0.259592218472763
"Internal eccentricity",0.223426548141371,0.218754104502365,0.23910601252868,0.275296570843436,0.32688061777809,0.351329608391943,0.356179735330644,0.343819769681929,0.172010294669569,0.167267368118491,0.191012501393105,0.226227498908876,0.268110706810878,0.290113342066137,0.289093262453673,0.26919446942153
"Colorimetric descriptor",0.257147594843159,0.254189770998317,0.307259606761957,0.333357989790367,0.351044981627473,0.344752928043413,0.344636935274385,0.341520867455329,0.0961862558314819,0.103608233470495,0.131894324901195,0.148344708666793,0.164967440312659,0.159246505359742,0.171438911766115,0.171623062222359
"Latitudinal fruit feature",0.474966896540706,0.460427008920393,0.509532849386108,0.53528077061207,0.565961634614452,0.568409536254235,0.578677282324667,0.568224110315727,0.0877662254940659,0.0847239847723636,0.119359724305711,0.144540553197419,0.149270708841318,0.149089916597886,0.158164445375898,0.150458538895288
"All",0.30884869452403,0.303782531893387,0.348240854651892,0.383444127914625,0.425422194977031,0.445527376220573,0.451377823758219,0.430398996105116,0.181290547605471,0.177288232770755,0.210193050464621,0.220746471099785,0.234465815592928,0.233191642690718,0.238268683704297,0.238911118636348
"Basic measurements",0.529577088740672,0.534189174489577,0.67541129422317,0.687486732432271,0.723693924425442,0.729079421453831,0.739523526947247,0.732897174718488,0.0555168781371618,0.0576762517198024,0.0576131541858318,0.0541863075766725,0.0433440262239081,0.0330818068416334,0.0353624399568347,0.0380796841817308
"Fruit shape",0.311996561140667,0.319840141636919,0.417870946181064,0.442064566076,0.47506913967873,0.515855974973939,0.520648323572035,0.505530302125351,0.0222762445852768,0.0201039285433518,0.011275564436452,0.0118181993813167,0.0126170582661582,0.00793546216000669,0.00616126692595598,0.00994175071307962
"Blockiness",0.0855798238442003,0.0922068307671398,0.136688456960096,0.146037253496249,0.167219851784614,0.196962874447942,0.202478445819256,0.16858786904089,0.176093836913132,0.177122617190158,0.17379784026012,0.177810051169481,0.17584224936702,0.18846048071694,0.193806783871166,0.187801155256654
"Homogeneity",0.363389126084626,0.361343641595398,0.410336812656225,0.446669848807743,0.508657901732516,0.510004825109792,0.518714900360617,0.503787654529551,0.14829368321065,0.130525529598936,0.112550850806283,0.113264516849386,0.103505198382691,0.0792829465539915,0.0821783389894724,0.0974988405437288
"Proximal fruit end shape",0.440040315374308,0.42633710860479,0.524414895090227,0.568671222630293,0.597961672247686,0.601089573297245,0.603792168613676,0.600159271725551,0.033905203230729,0.0328330928360889,0.0392796317698956,0.0522840262748995,0.0566986780321405,0.060072673840668,0.0620467273397616,0.0623287342089782
"Distal fruit end shape",0.26124779870579,0.264224262453375,0.288361336038519,0.299094717959213,0.295250497850899,0.303375223006312,0.309405027558589,0.312969928011778,0.043669987749936,0.0356709391885207,0.0314768558235352,0.0470950180193601,0.0546665861175409,0.0755072714239282,0.0791070639134865,0.0658378299196326
"Asymmetry",0.237839235224865,0.238194811268393,0.262082342889468,0.253321240946551,0.275656212120994,0.303871668701623,0.304572419177363,0.286857555554394,0.204196027578669,0.195337752739516,0.228779612055334,0.25079001535525,0.266530121750412,0.252372897324952,0.262471591793538,0.259597906808592
"Internal eccentricity",0.261527649206481,0.251776859552164,0.290458337588378,0.321419115725152,0.340327935537874,0.355316862326964,0.358567910023588,0.354595659766025,0.197781210376541,0.20195306637077,0.240761947358698,0.261161407184111,0.283766425645583,0.286795065597663,0.280132396349351,0.287599695500663
