"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"V..Asymmetry","0.53240745148021","0.568590970565089","0.567407407407407","0.313333333333333","0.0891550523252832","0.102527701231504","0.130104241059161","0.209238525674404"
"H..Asymmetry.ob","NaN","NaN","1","1",NA,NA,"0","0"
"H..Asymmetry.ov","0.584919466071423","0.583588201908962","0.607407407407407","0.535","0.12345088383039","0.146563984727023","0.131699325542847","0.214862996773643"
"Width.Widest.Pos","0.151063033665852","0.200249749834867","0.428888888888889","0.225","0.192019207274137","0.165622807379178","0.130029920647076","0.177959161290585"
"Eccentricity","0.564969293084667","0.594695855843694","0.584444444444444","0.295","0.116409514062631","0.116362513850849","0.124429262949546","0.190085639477501"
"Proximal.Eccentricity","-0.0815570050847355","-0.0447670014842205","0.336296296296296","0.141666666666667","0.203267862073292","0.173647301911976","0.116531946410442","0.167433916310574"
"Distal.Eccentricity","0.254898269297034","0.193555421389466","0.388888888888889","0.26","0.19068940529268","0.1633584231598","0.121272836351983","0.191864745424772"
"Fruit.Shape.Index.Internal","0.575283198988605","0.549279199110122","0.602962962962963","0.386666666666667","0.14821295654309","0.147342449491509","0.120996954228535","0.19340352039253"
"Eccentricity.Area.Index","0.542450330352015","0.555912519913363","0.625925925925926","0.39","0.113097920360457","0.116431306837033","0.122406251980574","0.215739713917197"
"Average.Red","0.514906171695866","0.526373430796123","0.565925925925926","0.291666666666667","0.111571697149739","0.136961296853131","0.130231548804541","0.205659576235922"
"Average.Green","0.209270443257656","0.232643148471847","0.391851851851852","0.145","0.144373622973077","0.166773208947794","0.136657946204303","0.164536159098864"
"Average.Blue","0.248865799991692","0.237397531648922","0.391851851851852","0.161666666666667","0.138645806012647","0.152460117520431","0.121236392089456","0.174114891740273"
"Average.Luminosity","0.404481036839127","0.366086974945707","0.372592592592593","0.0966666666666667","0.129743835298346","0.137991726028815","0.13136545979804","0.138261820819042"
"Average.L.Value","0.203601610522607","0.190819534932994","0.323703703703704","0.085","0.151989452476033","0.174185049372137","0.139798907853204","0.141391692606939"
"Average.a.Value","0.50809529527939","0.606223952539859","0.582222222222222","0.423333333333333","0.156795927324706","0.117875532147182","0.129806704099591","0.206737737653343"
"Average.b.Value","0.1158117565997","0.1142856083479","0.382962962962963","0.151666666666667","0.157802231257689","0.167824156116573","0.136560902350632","0.15021423924974"
"Average.Hue","0.34920120103963","0.444542719423698","0.453333333333333","0.311666666666667","0.166498710316731","0.150945966381614","0.13775901341996","0.198434871457339"
"Average.Chroma","0.626119728820361","0.64121351766513","0.654074074074074","0.453333333333333","0.102314470395418","0.113118990643649","0.123832967362871","0.211630508282228"
"Lobedness.Degree","0.422169847185294","0.494416123735367","0.554814814814815","0.275","0.141619803267974","0.142645227603552","0.13470378636694","0.200146758235588"
"Pericarp.Area","0.674662870325124","0.680493069899184","0.645925925925926","0.41","0.0868625460793255","0.0951805705497328","0.118254117205647","0.194901455051542"
"Pericarp.Thickness","0.68399205895651","0.687500257115077","0.637037037037037","0.523333333333333","0.084943420691681","0.092329097677949","0.112715241230039","0.195044880970614"
