"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.812549483161337","0.785842788283278","0.676296296296296","0.615","0.0573227641623739","0.0820590879728865","0.106881980880232","0.201982622682675"
"Area","0.78784757611668","0.764188993061073","0.661481481481481","0.628333333333333","0.0626072768205416","0.0852505451398759","0.113936243891034","0.210338227677166"
"Width.Mid.height","0.784511508472068","0.772243434867226","0.674814814814815","0.616666666666667","0.0689665786076679","0.0827158692352116","0.117346774213394","0.21995016722576"
"Maximum.Width","0.789016056360349","0.775143998879393","0.673333333333333","0.625","0.0676151831992832","0.0827328254111394","0.115304896498443","0.212349433432714"
"Height.Mid.width","0.711510329433121","0.684020086008273","0.61037037037037","0.466666666666667","0.0778952013298357","0.112920781683868","0.118506089330868","0.204124145231932"
"Maximum.Height","0.772810005554449","0.723318785721132","0.643703703703704","0.591666666666667","0.0673022289776844","0.106594034506121","0.110210117767272","0.221375858425241"
"Curved.Height","0.778193831043954","0.72847735579215","0.651111111111111","0.616666666666667","0.0664330318933806","0.107098768967821","0.119399996932768","0.218034744681079"
"Fruit.Shape.Index.External.I","0.582494677664611","0.541305683563748","0.595555555555556","0.36","0.15005449011018","0.144260612824048","0.117476151979318","0.197467183578953"
"Fruit.Shape.Index.External.II","0.574502897930441","0.547743312675459","0.602962962962963","0.385","0.14819215506756","0.146428333384219","0.122358859740824","0.195653268161515"
"Curved.Fruit.Shape.Index","0.592087627259987","0.537359076222257","0.593333333333333","0.376666666666667","0.161884550579274","0.147947937100245","0.119261127384809","0.206331546146301"
"Proximal.Fruit.Blockiness","0.405888710833017","0.434553218241496","0.53037037037037","0.333333333333333","0.117023622526723","0.126933374578528","0.121543547678925","0.189193507936161"
"Distal.Fruit.Blockiness","0.0564466820620074","0.0969774882144181","0.404444444444444","0.271666666666667","0.175365992172348","0.185621618297697","0.133333333333333","0.202618485235884"
"Fruit.Shape.Triangle","0.0800933133939119","0.0868513162773452","0.356296296296296","0.248333333333333","0.125490370937418","0.171934420847131","0.126977956953898","0.186581456262484"
"Ellipsoid","0.598209498382945","0.619214492567629","0.654814814814815","0.423333333333333","0.107658036632278","0.109047039562339","0.119480929631638","0.206737737653343"
"Circular","0.540439600194828","0.513157264685629","0.580740740740741","0.435","0.125859330763385","0.138208369538137","0.124240449256126","0.211716379865507"
"Rectangular","0.496168119386174","0.467617140738387","0.580740740740741","0.416666666666667","0.116204276851925","0.133651511685966","0.128824244290769","0.212184757616218"
"Shoulder.Height","0.614076121527596","0.608540199414203","0.614074074074074","0.411666666666667","0.104008119234758","0.112635712668913","0.118471125249502","0.203032105328649"
"Proximal.Angle.Micro","0.563311195132399","0.53143516212686","0.441481481481481","0.24","0.10571296387048","0.116384780553387","0.141571653984157","0.196188513644163"
"Proximal.Angle.Macro","0.618608306397","0.654075745537369","0.634814814814815","0.435","0.110539333150488","0.100183588446014","0.117516112653663","0.195224015191222"
"Proximal.Indentation.Area","0.657699703963468","0.66626402631049","0.66","0.475","0.0920134335516766","0.0968240766484483","0.11015998579699","0.187150120986429"
"Distal.Angle.Micro","0.270258065938498","0.302455903589171","0.484444444444444","0.403333333333333","0.149368738211076","0.184345415695948","0.147495455088243","0.216335144751347"
"Distal.Angle.Macro","0.494844270499378","0.443406401717681","0.543703703703704","0.335","0.148841211616819","0.157987651879483","0.128824244290769","0.204459510111826"
"Distal.Indentation.Area","0.266636218934807","0.362983320202292","0.465925925925926","0.276666666666667","0.158596730302513","0.171824031908224","0.132970340254136","0.211154279506514"
"Distal.End.Protrusion","0.217054420852592","0.26763896186324","0.352592592592593","0.206666666666667","0.090734251290779","0.163448746881112","0.120585383215522","0.173172787462908"
"Obovoid","0.0634016800663347","0.123327982122299","0.362222222222222","0.2","0.181277588604126","0.153357461110113","0.12641116610057","0.178547457643262"
"Ovoid","0.0682358285240952","0.0842417691550636","0.362222222222222","0.196666666666667","0.138744261510651","0.158871361183335","0.119677252610692","0.177573755039272"
