"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Proximal.Angle.Macro","0.45713173124592","0.548109963451454","0.560740740740741","0.328333333333333","0.109385832686982","0.121719920909725","0.128302212487425","0.213111864209074"
"Proximal.Indentation.Area","0.527645322948058","0.58549299893709","0.594814814814815","0.37","0.0784300283256943","0.117037023366486","0.118078820213556","0.200083875029898"
"Distal.Angle.Micro","0.118051246758022","0.274015632969833","0.44962962962963","0.241666666666667","0.113079923988214","0.151821285713504","0.12030333321323","0.186401517502056"
"Distal.Angle.Macro","0.18752090642961","0.315510969664311","0.460740740740741","0.226666666666667","0.115404016707314","0.133926392910902","0.126382759833143","0.183977919110849"
"Distal.Indentation.Area","0.206766485153965","0.399553768347144","0.492592592592593","0.223333333333333","0.101523208900834","0.139783940912838","0.120358419261774","0.181221310311348"
"Distal.End.Protrusion","0.216981429448591","0.306204455262777","0.38962962962963","0.233333333333333","0.0621356283466055","0.15263156731799","0.121951885060162","0.170536723462183"
"Obovoid","0.0343594708846592","0.177271453285009","0.384444444444444","0.205","0.181680601711266","0.164775936552088","0.127845036281616","0.173954209819981"
"Ovoid","0.012089359439153","0.0272485708458327","0.312592592592593","0.143333333333333","0.140878072494305","0.159442553911973","0.126382759833143","0.162165160098858"
"V..Asymmetry","0.469159156896865","0.509080960550569","0.54","0.265","0.0923280338299905","0.119679372727948","0.12482816094742","0.190438385110486"
"H..Asymmetry.ob","NaN","NaN","1","1",NA,NA,"0","0"
"H..Asymmetry.ov","0.402544062482544","0.432220035133566","0.531111111111111","0.47","0.104199405638005","0.170178314441226","0.1324542234227","0.212684976735215"
"Width.Widest.Pos","0.134040209793435","0.176044247438972","0.414074074074074","0.218333333333333","0.174442936799234","0.164986426977948","0.133094906550739","0.181568175177085"
"Eccentricity","0.438725898315851","0.502668860673904","0.565925925925926","0.343333333333333","0.0895166801768584","0.13558019811341","0.137051480250081","0.182144815410048"
"Proximal.Eccentricity","-0.0788275750049353","-0.125399443656564","0.281481481481481","0.105","0.103048606567147","0.154628510169684","0.11914759718837","0.136685353663223"
"Distal.Eccentricity","0.202302043624172","0.259456510970578","0.453333333333333","0.316666666666667","0.151759586683905","0.154073676234711","0.132860209545487","0.191397778512936"
"Fruit.Shape.Index.Internal","0.286303084333487","0.435498596323958","0.51037037037037","0.203333333333333","0.141629101391669","0.133744824032645","0.129433821077498","0.179453557831391"
"Eccentricity.Area.Index","0.359800527721464","0.419130305358107","0.51037037037037","0.258333333333333","0.0914349881510018","0.144420160118601","0.139300161646216","0.193034463893263"
"Average.Red","0.444274455134256","0.438986598866465","0.471111111111111","0.211666666666667","0.109352627380305","0.146727648350649","0.140828367347034","0.191551127514044"
"Average.Green","0.249157818607479","0.22232607659304","0.368148148148148","0.14","0.121153598897993","0.178037316475484","0.137528259461148","0.162509679629105"
"Average.Blue","0.251470449706898","0.192088564012924","0.325185185185185","0.125","0.134271486133802","0.168568171794204","0.126192491763538","0.146977375787189"
"Average.Luminosity","0.364231882131795","0.283103130462419","0.339259259259259","0.0933333333333333","0.138294632630096","0.154362439495247","0.125988784007523","0.146395926643495"
"Average.L.Value","0.239056037941324","0.174654377880184","0.34","0.0933333333333333","0.147526087470227","0.173563498170516","0.133922387595994","0.146395926643495"
"Average.a.Value","0.446892249251186","0.539323481116584","0.544444444444444","0.373333333333333","0.126600659634603","0.115251354766654","0.13669027884515","0.195903231373655"
"Average.b.Value","0.0517027528347627","0.0644355103554214","0.355555555555556","0.133333333333333","0.175712030778725","0.185638462102993","0.135625341139972","0.146739355589246"
"Average.Hue","0.317097953140502","0.431626992955135","0.488888888888889","0.27","0.133073794925744","0.143140398015325","0.139242651629489","0.18663390572214"
"Average.Chroma","0.48470202694729","0.548936278404576","0.555555555555556","0.393333333333333","0.105823596890349","0.120358431685786","0.136841736264293","0.179360035602596"
"Lobedness.Degree","0.38844279575203","0.475505800095344","0.526666666666667","0.26","0.11512323913375","0.134979555042105","0.123761575886545","0.208622841349853"
"Pericarp.Area","0.576733013237122","0.622656408431197","0.559259259259259","0.346666666666667","0.0852770202133051","0.100591818796659","0.129638506851323","0.202307715209059"
"Pericarp.Thickness","0.593570234439464","0.629210909343814","0.605925925925926","0.493333333333333","0.085774543037532","0.0982375178414077","0.127816948680461","0.21470024887738"
