"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.63500576516918","0.584953011308778","0.622222222222222","0.305","0.0920432964984334","0.128257298533316","0.125470363685588","0.23507459904059"
"Area","0.570222305156045","0.560701718599859","0.622222222222222","0.361666666666667","0.0865879306653912","0.135131198635227","0.117278499378355","0.251733364496832"
"Width.Mid.height","0.594072856250599","0.586222209861465","0.603703703703704","0.245","0.0898548432306274","0.121627702088585","0.119668021103998","0.237912481793807"
"Maximum.Width","0.601257352857643","0.591043180998315","0.602962962962963","0.246666666666667","0.0889071915746369","0.120024432642155","0.119619544005524","0.233493074115605"
"Height.Mid.width","0.518418034300285","0.430318951771035","0.482962962962963","0.363333333333333","0.107089342236243","0.172619468904273","0.126775511319772","0.232773377322572"
"Maximum.Height","0.585102175756517","0.492066935144457","0.548148148148148","0.468333333333333","0.10134547795081","0.160335567754111","0.119840993520616","0.232250202582371"
"Curved.Height","0.587933667268028","0.493291889601515","0.547407407407407","0.478333333333333","0.100954602268649","0.159643462640384","0.118750549652546","0.240484456980523"
"Fruit.Shape.Index.External.I","0.221253230174323","0.32101796302875","0.437777777777778","0.198333333333333","0.152644708312886","0.13545190110647","0.133302258372338","0.176887393242546"
"Fruit.Shape.Index.External.II","0.241104059761294","0.352999442837895","0.467407407407407","0.211666666666667","0.152325285751651","0.127942523246173","0.133963627477367","0.182581843987607"
"Curved.Fruit.Shape.Index","0.213757546444523","0.329232192434653","0.452592592592593","0.201666666666667","0.158561844504386","0.135693246199718","0.126192491763538","0.173051633938974"
"Proximal.Fruit.Blockiness","0.195579862227315","0.317096756498336","0.453333333333333","0.241666666666667","0.13906391286776","0.148820194517567","0.125813287635932","0.186401517502056"
"Distal.Fruit.Blockiness","0.0298035912386927","0.0273916272269608","0.327407407407407","0.166666666666667","0.121352706895444","0.167119415697685","0.13051118872119","0.182420955270222"
"Fruit.Shape.Triangle","0.0341822855116449","-0.0495660802195742","0.278518518518518","0.126666666666667","0.11732516223193","0.152317858598603","0.125962475139243","0.146967862380545"
"Ellipsoid","0.456102276587573","0.496847788377291","0.571111111111111","0.311666666666667","0.111339149746141","0.15267433501557","0.12482816094742","0.194161133755697"
"Circular","0.344576386420728","0.403273156096691","0.512592592592593","0.24","0.143562197772323","0.165636850495022","0.121979058949546","0.166083992658684"
"Rectangular","0.178817350849712","0.235075005821775","0.425185185185185","0.231666666666667","0.11083925542172","0.162073363801057","0.143778460481206","0.192337848263727"
"Shoulder.Height","0.427090782143916","0.425489551017329","0.51037037037037","0.291666666666667","0.0932835148474911","0.150141439787258","0.112295452857921","0.181845190692732"
"Proximal.Angle.Micro","0.394399901076602","0.420063715586661","0.399259259259259","0.151666666666667","0.141901857371792","0.136436575382628","0.121509457622717","0.168632146682815"
"Proximal.Angle.Macro","0.396206813407257","0.407052842259666","0.478518518518519","0.208333333333333","0.124999343325368","0.146286211090636","0.130612727524454","0.190849097655877"
