"Trait","Mean-Pearson","Spearman","Top30","Top15","SD-Pearson","Spearman","Top30","Top15"
"Perimeter","0.802722616580566","0.775219132369299","0.662222222222222","0.613333333333333","0.0598663622047763","0.0844787422795094","0.115053115221755","0.206006016288854"
"Area","0.779453995330102","0.755447640235182","0.655555555555556","0.623333333333333","0.0636114635149289","0.0870902330705723","0.123305483550382","0.216257572832968"
"Width.Mid.height","0.775246159641922","0.761071598934571","0.659259259259259","0.605","0.0710655483654695","0.0863063820991079","0.123249473788896","0.21337413969348"
"Maximum.Width","0.779126803841974","0.763228313244223","0.662962962962963","0.61","0.0698741865562765","0.0864004103920947","0.119668021103998","0.211815419202853"
"Height.Mid.width","0.701724235641516","0.677762568222513","0.594814814814815","0.445","0.0784904998676323","0.114338260325847","0.121536730432642","0.194017054533009"
"Maximum.Height","0.762589648016073","0.71540621889973","0.624444444444444","0.565","0.0688099265084782","0.109028861267078","0.117045123172209","0.2136884453541"
"Curved.Height","0.76718908893578","0.719862068965517","0.628888888888889","0.581666666666667","0.0682927239609088","0.109325572448375","0.119953867454709","0.215772116511801"
"Fruit.Shape.Index.External.I","0.566094439741072","0.537432173314264","0.588888888888889","0.366666666666667","0.145220306239663","0.146682943560033","0.115677959607199","0.197863306712429"
"Fruit.Shape.Index.External.II","0.562514685125246","0.547464166534244","0.597037037037037","0.38","0.141913178948875","0.147246524858459","0.116957782218858","0.193692484426965"
"Curved.Fruit.Shape.Index","0.571268229991602","0.528473436093013","0.581481481481481","0.373333333333333","0.155683906803623","0.150966609643592","0.116865649469645","0.198032831210222"
"Proximal.Fruit.Blockiness","0.397677141055407","0.423409888805326","0.515555555555556","0.325","0.109270009798178","0.122837698222246","0.120951293275843","0.177959161290585"
"Distal.Fruit.Blockiness","0.0579561943616975","0.0959551883044653","0.380740740740741","0.256666666666667","0.175518091319252","0.1831775098659","0.132126446030946","0.200558504298702"
"Fruit.Shape.Triangle","0.0789635103383818","0.0786287409290746","0.342962962962963","0.233333333333333","0.122563146033243","0.169726885438552","0.128043633985723","0.17538707591556"
"Ellipsoid","0.588768522396959","0.610629939547863","0.640740740740741","0.413333333333333","0.108909728690608","0.113245629476356","0.123752649056189","0.21672258786173"
"Circular","0.520228135551382","0.49949393506012","0.551111111111111","0.438333333333333","0.128819175440556","0.143641523125807","0.129295047776014","0.194161133755697"
"Rectangular","0.501778911442514","0.46739700195985","0.577777777777778","0.42","0.111328395556403","0.131452947550591","0.128084610365097","0.20749383430639"
"Shoulder.Height","0.607854209105947","0.605065108322975","0.605925925925926","0.405","0.100287210315491","0.112298491796604","0.124533542906128","0.186970729504046"
"Proximal.Angle.Micro","0.570156215937309","0.534417396992658","0.434074074074074","0.238333333333333","0.102854298534626","0.112620433802545","0.136445573128966","0.179336647424947"
"Proximal.Angle.Macro","0.612952470892575","0.647083955717993","0.633333333333333","0.426666666666667","0.111705829064734","0.101886267833833","0.117101741931439","0.197608747281686"
"Proximal.Indentation.Area","0.648125801780936","0.662082627353892","0.651851851851852","0.458333333333333","0.0902735548088482","0.096677884758768","0.110487936756947","0.197332603995266"
"Distal.Angle.Micro","0.241571557909701","0.288053572860267","0.479259259259259","0.321666666666667","0.14205957681411","0.179845627058804","0.136317990470519","0.20137252755673"
"Distal.Angle.Macro","0.4889464683546","0.432591943079829","0.54","0.33","0.136398491496788","0.152460769145657","0.130665581067591","0.20749383430639"
"Distal.Indentation.Area","0.27335508935692","0.357255039683004","0.465185185185185","0.278333333333333","0.154762483578302","0.175201384810882","0.135861360094531","0.203856827857156"
"Distal.End.Protrusion","0.22217495556968","0.276217122695371","0.348148148148148","0.215","0.0802159058547194","0.159606807914993","0.127219163897257","0.168963480427342"
"Obovoid","0.051562090124537","0.141049405135265","0.380740740740741","0.203333333333333","0.187441974047882","0.163577934073053","0.135225614444896","0.199383838334039"
"Ovoid","0.0667143335506825","0.082633832459971","0.354074074074074","0.198333333333333","0.137160245518825","0.160363163498416","0.115417420639616","0.176887393242546"
"V..Asymmetry","0.527391470686256","0.562472644871794","0.574074074074074","0.305","0.0873906914852929","0.102818860563147","0.125084554493818","0.191842881742242"
"H..Asymmetry.ob","NaN","NaN","1","1",NA,NA,"0","0"
"H..Asymmetry.ov","0.573942521007969","0.568377545305896","0.61037037037037","0.518333333333333","0.117788824269796","0.148703505644553","0.131749646881578","0.216935386621639"
"Width.Widest.Pos","0.155018705886563","0.201677423831483","0.425925925925926","0.226666666666667","0.184419590270568","0.15819801931763","0.125745216947457","0.174620073366069"
"Eccentricity","0.566649992964398","0.591931047485381","0.594814814814815","0.291666666666667","0.108942194809819","0.116769480371743","0.122892654250566","0.195195364763244"
"Proximal.Eccentricity","-0.0926032533988996","-0.0678003662258521","0.336296296296296","0.14","0.181995518665391","0.170665663872839","0.120034426709329","0.165070658045732"
"Distal.Eccentricity","0.24833100094271","0.207888681359761","0.388888888888889","0.27","0.170243678784919","0.169815571338861","0.123305483550382","0.19107607677073"
"Fruit.Shape.Index.Internal","0.563216111079881","0.547743206737645","0.596296296296296","0.378333333333333","0.141955910191686","0.148294327543713","0.118973616666472","0.195881818454125"
"Eccentricity.Area.Index","0.545297722248094","0.55550528318458","0.623703703703704","0.388333333333333","0.105208908166604","0.112329992973379","0.119231017664162","0.209939002539957"
"Average.Red","0.497412468745105","0.510346946342497","0.560740740740741","0.296666666666667","0.114087113835664","0.141288371424974","0.125031550689964","0.20762856182809"
"Average.Green","0.223879531779038","0.242448858520049","0.387407407407407","0.165","0.141509774534626","0.167785918338811","0.136074644960117","0.163410587583021"
"Average.Blue","0.251740162795518","0.237606970708194","0.392592592592593","0.148333333333333","0.136684598662201","0.153830588516476","0.122575360399199","0.171591119537844"
"Average.Luminosity","0.394844842521746","0.353285661316807","0.37037037037037","0.09","0.130786350880593","0.141834462218631","0.138446972820462","0.136716038443868"
"Average.L.Value","0.211044808794118","0.188505535250808","0.320740740740741","0.08","0.150497380926136","0.171565625160888","0.130352375998124","0.136838708758761"
