"Trait","Mean-AUC","Accurancy","Top1","Top2","SD-AUC","Accurancy","Top1","Top2"
"Perimeter","NaN","0.746098688497882","0","0.410753569814469",NA,"0.0776380516592611","0","0.35582261398542"
"Area","NaN","0.799034090909091","0.0517241379310345","0.443510673103556",NA,"0.0671576504208063","0.204626296409494","0.409108243305617"
"Width.Mid.height","NaN","0.785742505702183","0","0.419141636781317",NA,"0.068763161992288","0","0.390705759710687"
"Maximum.Width","NaN","0.782463546757902","0","0.428784105604748",NA,"0.0647160625613258","0","0.401245413016644"
"Height.Mid.width","NaN","0.764972873900293","0","0.473077458886768",NA,"0.0788664739545631","0","0.376585120807745"
"Maximum.Height","NaN","0.752864165852069","0","0.457243063848289",NA,"0.0700936112401007","0","0.372758078253934"
"Curved.Height","NaN","0.73520202020202","0","0.451693858654342",NA,"0.0728668909423","0","0.368422954828325"
"Pericarp.Area","NaN","0.627181085043988","0","0.421012074729264",NA,"0.0721410304770418","0","0.395419350308436"
"Pericarp.Thickness","NaN","0.65514825676116","0","0.463109707492984",NA,"0.064853136323477","0","0.374347590187893"
