LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
140,2,375.82,3460.07,24.98,43.18,138.58,152,156.84,3.54,5.63,6.45,1.18,0.56,2.16,0.14,0.41,0.33,0.02,243.98,4.58,0.05,72.38,83.28,0,0.08,0,0.5,0.67,0,2.21,0.19,0.73,0.93,0.98,5.66,0.5,110.82,111.62,77.09,89.31,49.04,-7.65,22.5,108.9,23.78,3.49,0.68,0.17
141,2,274.4,3891.53,46.63,53.02,88.58,97.73,98.88,1.85,1.91,2.16,1.08,0.5,2.24,0.09,0.21,0.47,0.06,190.7,80.63,0.25,129.93,38.85,0,0.02,0,0.49,0.25,0,1.08,0.19,0.72,0.89,0.88,1.92,0.46,127.16,57.45,46.89,81.76,35.47,31.9,24.27,36.98,40.12,2.5,0.72,0.16
142,2,259.54,3252.46,45.59,49.57,76.28,89.37,91.71,1.8,1.68,2.02,1.03,0.38,2.78,0.09,0.2,0.49,0.06,247.25,272.03,0.2,65.73,64.15,0,0.27,0,0.51,0.25,0,0.96,0.16,0.68,0.89,0.89,1.68,0.46,113.49,48.75,41.26,72.67,30.93,30.69,21.05,34.39,37.22,3.53,0.75,0.13
143,2,149.25,1227.86,27.9,32.62,49.06,53.51,54.51,1.66,1.79,1.97,1.03,0.36,2.95,0.09,0.18,0.44,0.03,216.38,146.2,0.09,74,72.35,0,0.1,0,0.47,0.09,0,0.63,0.24,0.73,0.89,0.88,1.79,0.45,149.48,145.83,103.53,119.29,63.85,-7.48,27.9,105.05,28.9,1.56,0.7,0.16
144,2,344.91,2622.06,20.93,45.59,90.06,142.05,151.12,3.42,4.2,7.3,1.06,0.57,1.96,0.15,0.42,0.26,0.02,123.85,25.83,0.09,28.25,17.6,0,0.35,0,0.24,1.14,0,3.39,0.45,0.49,0.67,-4.01,4.22,0.64,116.94,122.08,82.08,96.31,53.03,-10.79,25.29,113.09,27.5,2.65,0.55,0.25
145,2,455.62,6376.16,41.44,44.39,169.42,189.55,190.23,4.34,4.19,4.71,0.97,0.44,2.21,0.08,0.38,0.52,0.02,133.73,84.65,0.11,31.5,23.6,0,0.11,0,0.43,0.28,0,1.75,0.27,0.71,0.89,0.89,4.2,0.46,117.08,118.12,80.72,94.22,51.7,-8.36,24.28,108.89,25.68,1.81,0.7,0.17
146,2,322.27,2970.28,23.33,37.25,123.72,133.43,137.67,3.68,5.32,6.09,1.32,0.67,1.96,0.14,0.41,0.41,0.01,164.28,55.3,0.04,40.8,30.55,0,0,0,0.47,0.49,0,1.53,0.18,0.74,0.9,0.97,5.34,0.51,122.12,123.57,84.85,98.69,53.94,-8.8,24.91,109.52,26.45,2.59,0.56,0.25
147,2,354.43,5365.31,46.33,49.3,132.23,142.24,142.86,2.88,2.85,3.08,0.92,0.46,2,0.07,0.32,0.47,0.03,204.28,126.48,0.12,72.4,53.68,0,0.23,0,0.36,0.19,0,1.21,0.33,0.74,0.89,0.89,2.86,0.42,118.61,119.9,77.47,93.41,52.41,-9.27,27.5,108.67,29.02,1.42,0.56,0.25
148,2,375.85,6837.99,61.45,66.63,126.2,136.08,137.48,2.07,2.06,2.29,0.83,0.48,1.84,0.08,0.23,0.51,0.06,267.83,163.35,0.22,88.85,87.8,0,0.07,0,0.29,0.27,0,1.11,0.29,0.74,0.89,0.89,2.06,0.43,129.96,60.27,49.67,84.46,36.72,31.8,24.15,37.26,39.95,2.47,0.69,0.16
149,2,415.49,4587.72,31.16,55.52,139.21,155.38,170.17,2.94,4.58,6.24,1.25,0.95,1.76,0.15,0.37,0.39,0.02,294.73,78.15,0.13,124.43,33.18,0,0.07,0,0.34,0.94,0,1.95,0.31,0.72,0.95,0.96,4.59,0.53,110.46,116.57,75.29,90.65,50.44,-11.34,26.01,113.49,28.38,2.64,0.82,0.13
150,2,309.68,3878.74,38.04,47.67,110.49,116.08,118.03,2.43,2.92,3.22,0.98,0.65,1.53,0.09,0.31,0.45,0.05,249.8,158.03,0.21,79.27,58.57,0,0.02,0,0.3,0.4,0,0.91,0.3,0.75,0.87,0.9,2.93,0.46,125.73,62.1,49.03,82.21,36.43,28.59,23.89,39.64,37.28,2.36,0.56,0.25
151,2,278.48,4026.75,64.81,69.41,59.46,76.28,80.05,1.11,0.93,1.24,0.99,0.69,1.44,0.11,0.13,0.57,0.12,234.23,272.68,0.46,83.48,74.68,0.05,0.03,0,0.34,0.27,0,0.73,0.27,0.62,0.89,0.88,0.93,0.52,106.84,109.04,72.45,86.13,47.18,-8.58,23.63,109.9,25.14,2.87,0.83,0.16
152,2,278.5,3861.1,61.68,63.39,62.84,77.13,83.41,1.22,1.02,1.36,0.89,0.66,1.36,0.09,0.11,0.56,0.09,240.13,249.63,0.35,263.9,262.9,0.04,0,0,0.17,0.25,0,0.42,0.45,0.65,0.89,0.87,1.02,0.5,125.61,122.73,84.51,99.15,53.87,-6.73,25.42,104.81,26.29,2.57,0.73,0.14
153,2,453.24,7455.84,49.59,57.71,161.18,177.63,179.91,3.1,3.28,3.72,1.06,0.47,2.3,0.09,0.34,0.48,0.04,246.8,130.83,0.15,46.7,45.73,0,0.01,0,0.44,0.34,0,1.75,0.25,0.73,0.88,0.91,3.29,0.46,107.47,47.18,40.93,69.61,29.48,29.06,19,33.19,34.72,3.57,0.73,0.14
154,2,216.62,2250.1,75.82,77.07,24.36,38.99,41.22,0.51,0.32,0.55,0.81,0.55,1.75,0.11,0.29,0.58,0.18,215.35,252.95,0.63,151.43,188.13,0.2,0.02,0.04,0.13,0.39,0.06,0.16,0.48,0.5,0.89,0.88,0.32,0.59,146.8,71.98,57.71,96.12,42.43,32.66,27.71,40.34,42.86,2.48,0.77,0.12
155,2,268.7,3368.01,93.25,94.01,27.12,49.45,51.71,0.53,0.29,0.55,0.65,0.57,1.3,0.12,0.3,0.55,0.18,212.37,277.2,0.52,220.83,194.1,0.14,0.01,0.05,0.14,0.61,0.09,0.21,0.44,0.44,0.89,0.88,0.29,0.63,141.95,72.14,59.28,94.54,41.71,30.49,25.15,39.61,39.54,2.29,0.75,0.13
156,2,250.98,3358.79,75.57,79.12,41.99,57.15,62.85,0.73,0.58,0.84,0.91,0.57,1.73,0.1,0.17,0.54,0.1,227.53,257,0.29,135.3,117.53,0.03,0.01,0,0.28,0.23,0,0.49,0.34,0.58,0.89,0.89,0.58,0.54,141.97,76.18,61.6,95.72,42.66,28.37,25.36,41.86,38.07,2.09,0.87,0.13
157,2,531.55,4866.6,24.38,44.76,185.62,227.78,234.24,5.09,7.88,9.85,1.05,0.6,1.75,0.18,0.45,0.32,0.04,64.73,122.8,0.01,50.5,11.47,0,0.35,0,0.42,0.79,0,2.36,0.16,0.65,1.04,1.01,7.92,0.54,113.43,116.78,77.08,91.45,50.9,-9.78,25.36,111.07,27.18,3.04,0.68,0.17
158,2,309.8,4341.25,44.37,47.92,108.75,119.38,118.68,2.48,2.43,2.7,0.83,0.49,1.83,0.07,0.28,0.48,0.05,261.45,82.9,0.22,62.85,63.25,0,0.17,0,0.21,0.27,0,1.01,0.45,0.72,0.88,0.89,2.43,0.44,111.4,47.69,40.78,71.44,30.38,30.42,20.57,34.04,36.72,2.84,0.72,0.15
159,2,254.63,3225.4,82.53,83.5,31.14,54.5,55.97,0.65,0.38,0.67,0.4,0.62,0.84,0.11,0.25,0.5,0.17,225.35,288.33,0.46,164.33,206.25,0.08,0.01,0.09,0.05,0.63,0.31,0.12,0.46,0.45,0.89,0.88,0.38,0.6,137.92,68.85,55.67,90.97,40.27,30.54,25.64,40.03,39.89,3.54,0.7,0.15
160,2,319.83,4091.44,39.54,47.47,115.2,123.95,124.97,2.76,3.23,3.43,1.06,0.51,2.12,0.09,0.31,0.45,0.03,271.73,58.33,0.12,84.73,40.43,0,0.06,0,0.39,0.28,0,1.25,0.27,0.74,0.89,0.9,3.24,0.46,125.86,59.86,49.38,82.36,35.91,30.17,22.99,37.39,37.94,4.22,0.52,0.12
161,2,256.99,2796.02,39.94,47.94,71.52,90.47,90.99,1.9,1.79,2.27,0.84,0.39,2.31,0.1,0.22,0.38,0.08,258.1,209.68,0.37,78.43,50.63,0,0.16,0,0.34,0.42,0,1.04,0.25,0.63,0.83,0.85,1.79,0.49,106.28,53.53,45.4,71.19,30.83,25,17.81,35.52,30.74,4.42,0.99,0.09
162,2,182.31,1359.68,21.87,26.25,71.25,76.6,77.22,2.92,3.27,3.56,0.98,0.33,3.03,0.1,0.34,0.36,0,129.58,90.3,0,106.63,38.7,0,0.07,0,0.45,0.15,0,1,0.27,0.74,0.89,0.86,3.28,0.43,105.56,112.87,71.84,87.61,48.78,-11.89,25.8,114.75,28.41,2.11,0.69,0.17
1,3,45.03,143.2,12.76,13.1,12.78,13.44,14.72,1.02,1,1.15,0.81,0.57,1.43,0.05,0.05,0.53,0.01,151.98,145.55,0.03,97.1,148.43,0.01,0.02,0,0.23,0.02,0,0.06,0.38,0.76,0.89,0.89,1.01,0.42,176.66,169.92,124.2,141.94,73.92,-7.07,30.29,103.34,31.14,1.68,0.55,0.26
2,3,93.2,556.65,30.46,31.26,20.21,22.84,24,0.73,0.66,0.8,0.72,0.57,1.25,0.06,0.13,0.53,0.06,194,221.25,0.24,128.3,158.9,0.01,0.01,0,0.24,0.07,0,0.14,0.38,0.71,0.89,0.89,0.66,0.45,154.23,157.27,111.42,128.02,67.66,-11.32,29.14,111.24,31.28,1.7,0.59,0.23
3,3,56.73,184.25,10.92,12.47,18.84,20.64,22.02,1.66,1.74,2.05,0.98,0.39,2.65,0.08,0.18,0.41,0.02,216.63,85.13,0.09,79.65,60.33,0,0.04,0,0.41,0.07,0,0.23,0.28,0.73,0.88,0.87,1.76,0.45,177.08,173.7,120.7,141.03,75.03,-9.68,34.08,105.78,35.52,3.09,0.55,0.25
4,3,86.67,478.17,27.47,28.53,20.26,22.61,23.29,0.79,0.74,0.85,0.73,0.44,1.79,0.07,0.11,0.47,0.05,215.05,213.15,0.17,132.33,140.15,0.02,0.01,0.01,0.24,0.09,0.02,0.14,0.35,0.71,0.89,0.89,0.74,0.42,174.01,169.09,123.55,140.48,73.35,-7.82,29.87,104.74,30.89,2.42,0.62,0.21
5,3,121.55,692.4,16.53,21.87,42.33,45.44,46.33,2.08,2.57,2.78,1.28,0.5,2.55,0.11,0.28,0.42,0.04,225.08,103.68,0.16,81.95,44.43,0,0,0,0.58,0.09,0,0.67,0.18,0.74,0.89,0.89,2.58,0.49,154.27,154.61,104.96,123.93,66.94,-10.53,31.78,108.29,33.49,1.17,0.62,0.21
6,3,139.19,1000.34,23.14,27.01,46.65,51.08,51.73,1.93,2.06,2.26,1.08,0.49,2.21,0.09,0.23,0.45,0.05,245.5,206.93,0.2,98.08,59.05,0,0,0,0.45,0.1,0,0.57,0.21,0.73,0.88,0.88,2.06,0.47,171.8,170.46,122.64,139.31,73.53,-9.73,30.69,107.61,32.2,2.09,0.58,0.23
7,3,175.69,1530.28,28.85,30.08,71.54,72.16,73.12,2.41,2.5,2.55,0.63,0.36,1.74,0.06,0.27,0.4,0.05,130.3,69.35,0.01,57.98,45.93,0,0.12,0,0.24,0.07,0,0.41,0.41,0.79,0.89,0.89,2.51,0.33,121.26,129.22,80.51,99.26,55.62,-13.5,30.37,113.98,33.24,5.39,0.45,0.32
8,3,211.27,1705.45,24.21,26.95,84.73,88.84,88.82,3.3,3.5,3.69,0.85,0.39,2.26,0.08,0.35,0.43,0.02,245.9,80.6,0.08,32.83,29.35,0,0.22,0,0.34,0.11,0,0.86,0.36,0.76,0.89,0.88,3.51,0.39,115.79,123.44,75.95,94.04,53.3,-13.09,29.66,113.87,32.44,3.15,0.64,0.22
9,3,460.86,2527.05,14.39,40.24,171.45,192.38,203.65,4.85,12.05,14.45,1.2,0.55,2.28,0.24,0.46,0.2,0.01,67.78,262.55,0.06,96.53,7.05,0,0.38,0,0.51,0.92,0,2.1,0.05,0.71,1.14,1.11,12.13,0.51,128.03,130.45,93.14,105.59,56.87,-9.2,23.79,111.11,25.52,4.57,0.55,0.25
10,3,137.81,872.47,19.33,22.46,50.04,54.82,54.86,2.46,2.6,2.86,1,0.42,2.42,0.08,0.29,0.41,0.04,243.75,107.98,0.17,65.98,44.33,0,0.07,0,0.41,0.15,0,0.58,0.26,0.73,0.87,0.87,2.61,0.45,168.2,163.42,105.01,128.82,70.87,-9.53,37.76,104.17,38.95,1.87,0.55,0.25
11,3,129.88,735.93,15.71,20.62,49.06,51.69,52.51,2.55,3.13,3.38,1.22,0.48,2.54,0.1,0.32,0.4,0.02,217.6,128.08,0.08,50.18,35.73,0,0,0,0.53,0.06,0,0.72,0.22,0.76,0.89,0.89,3.15,0.48,184.28,172.53,118.13,142.37,75.26,-6.05,36.29,99.57,36.82,1.55,0.55,0.25
12,3,146.22,905.95,18.33,20.4,55.99,60.9,61.5,2.98,3.06,3.42,0.93,0.43,2.15,0.08,0.32,0.44,0.02,202.13,93.9,0.09,47.6,37.7,0,0,0,0.37,0.1,0,0.6,0.3,0.73,0.89,0.89,3.07,0.44,150.5,155.62,96.64,119.35,66.7,-13.93,36.74,110.74,39.32,0.94,0.52,0.27
13,3,362.44,1984.32,14.82,48.2,96.8,148.21,163.68,3.17,6.6,11.62,1.07,0.69,1.61,0.22,0.45,0.18,0.05,43.45,19.1,0,12.33,12.23,0,0.1,0,0.58,1.36,0,3.51,0.09,0.53,0.77,0.69,6.66,0.64,132.64,135.35,80.81,102.14,58.73,-11.89,34.6,108.98,36.6,3.34,0.55,0.25
14,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16,3,381.78,3768.45,28.89,43.56,129.46,157.04,160.09,3.63,4.5,5.73,1.01,0.55,1.87,0.12,0.41,0.36,0.03,233.83,71.58,0.17,42.48,42.3,0,0.02,0,0.58,0.71,0,2.67,0.08,0.66,0.88,0.98,4.51,0.5,136.24,137.53,97.67,111.21,59.93,-9.21,25.62,109.9,27.24,2.96,0.6,0.22
17,3,374.33,4471.55,33.68,39.31,144.84,154.33,155.52,3.93,4.32,4.67,0.92,0.71,1.33,0.09,0.39,0.51,0.03,187.58,63.58,0.13,103.9,43.88,0,0,0,0.34,0.3,0,1.27,0.29,0.75,0.88,0.89,4.33,0.45,129.4,133.44,97.35,108.8,57.97,-9.81,22.87,113.19,24.89,4.78,0.54,0.25
18,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
20,3,316.45,4128.22,40.96,44.24,122.11,128.08,128.58,2.91,3.03,3.2,0.91,0.37,2.47,0.07,0.31,0.45,0.04,270.83,116.1,0.13,51.53,54.78,0,0.13,0,0.35,0.15,0,1.21,0.34,0.76,0.89,0.9,3.04,0.4,116.6,119.47,76.93,92.82,52.04,-10,27.28,109.93,29.07,2.39,0.58,0.23
21,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
23,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
24,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
25,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
26,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
27,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
28,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
29,3,240.64,3197.01,46.52,53.55,74.17,83.23,84.33,1.57,1.6,1.81,1.07,0.36,3.08,0.09,0.17,0.46,0.06,240.53,228.88,0.2,71.45,75.3,0,0.09,0,0.5,0.16,0,1,0.22,0.71,0.89,0.89,1.6,0.46,146.54,145.38,96.56,115.31,63.14,-9.46,31.59,106.84,33.05,2.47,0.67,0.22
30,3,241.05,3171.02,55.56,65.68,57.28,71.86,73.19,1.11,1.05,1.34,0.76,0.45,1.69,0.13,0.15,0.42,0.08,244.75,243.08,0.31,125.28,102.8,0.01,0.05,0,0.38,0.43,0,0.9,0.22,0.64,0.89,0.88,1.05,0.5,123.9,125.58,87.83,100.99,54.67,-8.88,24.36,110.03,25.93,4.62,0.79,0.16
31,3,195.61,2193.34,64.77,65.87,33.93,43.26,48.38,0.66,0.52,0.73,0.83,0.61,1.37,0.08,0.19,0.55,0.07,153.58,248.1,0.23,131,123,0.01,0.01,0.03,0.19,0.15,0.03,0.27,0.41,0.62,0.89,0.89,0.52,0.5,168.12,81.69,62.04,108.21,48.74,36.23,34.6,43.68,50.12,1.31,0.58,0.25
32,3,213.95,2193.45,71.95,73.58,25.7,42.9,45.43,0.6,0.37,0.63,0.44,0.5,1.25,0.1,0.27,0.48,0.11,165.9,273.73,0.4,171.6,113.05,0.08,0.03,0.11,0.05,0.6,0.32,0.07,0.5,0.48,0.89,0.89,0.36,0.58,152.68,68.19,53.08,96.71,42.75,36.6,31.29,40.48,48.17,3.42,0.75,0.16
33,3,126,926.5,43.9,44.3,21.78,26.65,27.71,0.6,0.5,0.65,0.7,0.61,1.15,0.07,0.2,0.54,0.09,201.63,230.58,0.34,153.35,128.2,0.03,0.01,0.02,0.15,0.13,0.03,0.11,0.44,0.65,0.89,0.89,0.49,0.48,163.51,74.6,58.43,104.27,46.32,38.08,33.26,41.18,50.61,1.34,0.56,0.25
34,3,167.53,1556.37,57.87,58.53,25.89,34.37,35.62,0.59,0.45,0.61,0.64,0.71,0.93,0.08,0.21,0.52,0.12,230.95,248.53,0.38,148.78,183.55,0.05,0.01,0.08,0.07,0.27,0.1,0.07,0.5,0.6,0.89,0.88,0.45,0.52,153.39,75.78,60.96,100.76,44.53,33.46,28.56,40.47,44,2.57,0.7,0.17
35,3,173.55,1626.81,59.82,60.2,26.27,35.35,37.28,0.59,0.44,0.62,0.74,0.65,1.15,0.08,0.22,0.53,0.12,204.08,256.13,0.42,192.93,144.7,0.07,0.01,0.03,0.12,0.24,0.04,0.16,0.46,0.59,0.89,0.89,0.44,0.52,156.76,73.51,56.9,100.45,44.56,35.91,31.63,41.33,47.88,1.93,0.63,0.22
36,3,208.2,2233.95,75.65,76.12,26.48,38.59,39.49,0.51,0.35,0.52,0.6,0.73,0.81,0.09,0.27,0.54,0.15,214.48,249.2,0.53,199,188.98,0.06,0.01,0.12,0.03,0.41,0.17,0.04,0.51,0.55,0.89,0.89,0.35,0.55,152.37,77.21,60.14,99.89,44.87,32.11,29.95,43.03,43.91,2.8,0.77,0.17
37,3,280.16,4188.02,50.46,52.62,93.87,101.81,102.57,1.94,1.86,2.05,0.89,0.54,1.63,0.07,0.21,0.5,0.05,258.85,98.3,0.14,118.73,87.15,0,0.01,0,0.31,0.18,0,0.71,0.34,0.74,0.89,0.89,1.86,0.43,142.19,71.17,56.32,93.38,41.59,31.19,27.16,41.12,41.39,4.72,0.65,0.2
38,3,312.28,4945.34,53.04,59.5,104.54,116.37,117.29,1.96,1.97,2.23,0.99,0.34,2.92,0.08,0.22,0.44,0.04,252.68,92.1,0.14,52.3,59.55,0,0.13,0,0.44,0.24,0,1.34,0.28,0.72,0.88,0.88,1.97,0.44,124.98,59.25,48.4,81.53,35.55,30.14,23.18,37.53,38.04,4.84,0.61,0.21
39,3,309.42,4802.38,51.22,54.14,115.87,120.67,120.28,2.24,2.28,2.38,0.84,0.37,2.3,0.07,0.25,0.45,0.03,271.63,111.1,0.09,71.5,66.5,0,0.04,0,0.33,0.1,0,1,0.34,0.77,0.89,0.89,2.28,0.38,131.73,59.08,48.33,84.64,36.84,33.1,25.36,37.42,41.7,4.78,0.62,0.21
40,3,332.97,4869.56,45.21,50.82,117.77,132.06,132.42,2.61,2.65,3,0.99,0.39,2.56,0.08,0.3,0.43,0.03,257.53,130.63,0.12,64.93,59.6,0,0.11,0,0.4,0.3,0,1.31,0.28,0.71,0.88,0.9,2.66,0.45,130.69,65.9,53.16,86.49,38.28,29.15,24.07,39.55,37.8,4.42,0.64,0.2
41,3,323.58,5265.87,53.32,57.68,112.27,122.05,122.75,2.12,2.12,2.33,0.97,0.44,2.24,0.08,0.24,0.48,0.04,268.15,137.55,0.12,79.83,69.15,0,0.02,0,0.42,0.14,0,1.24,0.24,0.74,0.89,0.89,2.12,0.43,142.9,69.98,56.61,93.85,41.4,32.25,26.59,39.51,41.8,4.33,0.78,0.18
42,3,318.49,5136.68,55.29,56.68,110.41,120.95,119.63,2.14,2.01,2.19,0.81,0.46,1.78,0.06,0.23,0.49,0.05,280.93,138.95,0.2,93.28,73.75,0,0,0,0.23,0.21,0,0.75,0.43,0.73,0.89,0.89,2.01,0.41,125.12,56.1,46.9,80.81,34.9,31.84,23.24,36.11,39.42,3.51,0.77,0.2
43,3,368.45,7358.95,68.81,71.26,126.8,134.99,135.78,1.9,1.85,1.99,0.8,0.47,1.69,0.06,0.2,0.49,0.05,279.57,168.27,0.14,94.07,87.97,0,0.03,0,0.27,0.15,0,0.87,0.38,0.75,0.89,0.89,1.85,0.41,122.4,57.28,45.76,79.07,34.63,29.98,23.75,38.41,38.26,5.14,0.66,0.19
44,3,298.61,4191.38,45.91,50.61,100.25,114.02,115.73,2.26,2.18,2.53,0.95,0.34,2.84,0.08,0.25,0.43,0.05,289.05,80.13,0.13,71.33,55.43,0,0.12,0,0.45,0.26,0,1.21,0.27,0.7,0.88,0.89,2.18,0.45,128.9,54.56,44.58,81.55,35.26,34.27,25.66,36.71,42.83,5.67,0.63,0.2
45,3,405.09,8722.49,74.25,81.17,132.8,146.43,147.3,1.8,1.79,1.99,0.92,0.42,2.24,0.08,0.19,0.47,0.05,272.3,179.83,0.16,55.58,90.75,0,0.06,0,0.36,0.25,0,1.34,0.31,0.72,0.88,0.9,1.79,0.43,108.98,50.64,42.11,70.97,30.5,27.73,19.91,35.61,34.14,5.78,0.64,0.2
46,3,265.86,3119.71,36.98,42.25,97.16,106.7,107.23,2.56,2.63,2.92,0.94,0.32,2.92,0.09,0.29,0.4,0.03,78.85,114.1,0.06,50.03,42.9,0,0.21,0,0.4,0.2,0,1.22,0.32,0.73,0.88,0.87,2.64,0.42,130.94,56.72,46.28,83.34,36.16,34.01,25.74,37.09,42.65,2.94,0.65,0.21
47,3,408.5,6945.76,51.45,53.82,157.42,166.45,164.82,3.1,3.06,3.21,0.81,0.49,1.66,0.06,0.32,0.49,0.04,265.83,98.6,0.11,60.67,59.4,0,0.03,0,0.3,0.18,0,1.01,0.31,0.76,0.89,0.89,3.07,0.42,123.47,61.55,51.44,82.23,36,28.32,21.59,37.13,35.65,4.16,0.58,0.23
48,3,346.7,5549.18,51.73,65,108.06,124.25,126.74,1.92,2.24,2.37,1.27,0.5,2.71,0.1,0.24,0.45,0.06,274.95,183.45,0.22,89.33,66.65,0,0.07,0,0.47,0.33,0,1.58,0.26,0.7,0.88,0.9,2.24,0.5,133.64,86.13,49.56,86.21,43.7,17.46,33.99,62.85,38.25,6.39,0.68,0.17
49,3,305.27,4666.07,50.8,53.15,106.47,115.89,116.54,2.18,2.09,2.3,0.92,0.42,2.23,0.07,0.24,0.47,0.05,260.15,129.8,0.16,67.3,62.38,0,0.03,0,0.38,0.18,0,0.97,0.31,0.73,0.89,0.89,2.1,0.42,117.96,55.34,46.31,77.19,33.4,29.18,21.22,35.95,36.09,4.71,0.75,0.18
50,3,285.5,3654.37,42.31,46.76,95.04,108.88,110.35,2.34,2.28,2.65,1.01,0.35,2.92,0.08,0.27,0.44,0.05,277.65,47.13,0.13,50.83,52.6,0,0.06,0,0.41,0.28,0,1.22,0.33,0.7,0.88,0.88,2.28,0.44,133.95,60.31,48.05,85.57,37.44,33.32,26.49,38.37,42.59,3.64,0.63,0.2
51,3,311.1,4613.68,49.23,58.42,98.49,110.43,112.55,1.89,2.02,2.24,1.09,0.53,2.11,0.09,0.22,0.48,0.05,260.65,169.8,0.18,76.7,93.38,0,0.05,0,0.45,0.28,0,1.25,0.24,0.71,0.87,0.9,2.02,0.47,128.76,63.14,51.46,84.71,37.23,29.7,23.95,38.83,38.19,4.07,0.64,0.19
52,3,322.85,5387.04,60.16,67.35,95.86,113.33,112.96,1.69,1.64,1.93,0.68,0.49,1.54,0.09,0.19,0.45,0.08,268.23,257.73,0.31,98.93,83.68,0,0.02,0,0.28,0.4,0,1.14,0.28,0.67,0.85,0.88,1.64,0.46,108.41,49.64,40.61,69.96,30.15,27.85,20.41,36.17,34.53,4.58,0.68,0.18
53,3,267.18,3169.52,34.88,48.51,87.63,98.28,99.7,2.02,2.58,2.94,1.33,0.45,2.96,0.11,0.26,0.41,0.05,265.8,155.58,0.19,48.23,53.23,0,0.15,0,0.55,0.2,0,1.44,0.2,0.71,0.88,0.9,2.59,0.52,146.57,93.56,51.58,93.25,47.58,19.08,38.34,63.47,42.96,3.95,0.69,0.17
