LINE,LOC,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47
75,1,208.85,2308.84,33.74,35.45,75.54,79.44,80.14,2.25,2.26,2.39,0.93,0.65,1.43,0.07,0.25,0.54,0.03,191.9,144.18,0.09,123.9,81.43,0,0,0,0.26,0.13,0,0.45,0.38,0.76,0.89,0.89,2.27,0.45,119.31,128.16,80.24,98.5,55.08,-13.8,29.75,114.87,32.8,1.92,0.61,0.22
76,1,395.86,5974.51,45.85,54.02,142.11,150.24,149.84,2.78,3.1,3.29,1.06,0.52,2.03,0.08,0.32,0.5,0.04,256.8,139.88,0.16,74,62.65,0,0.05,0,0.43,0.25,0,1.48,0.18,0.76,0.87,0.89,3.11,0.45,107.09,111.18,75.15,88.16,48.34,-9.53,22.91,112.52,24.82,3.05,0.7,0.2
77,1,283.04,4331.02,56.3,63.33,80.22,91.8,94.09,1.46,1.43,1.7,1.03,0.57,1.86,0.09,0.16,0.51,0.07,262.05,235.08,0.23,115.43,90.25,0.01,0.13,0,0.4,0.27,0,0.94,0.26,0.7,0.89,0.89,1.43,0.48,130.47,126.46,88.07,102.96,55.58,-6.26,25.73,103.67,26.49,2.95,0.99,0.15
78,1,279.65,3167.3,34.78,41.66,102.24,110.43,110.78,2.67,3.07,3.35,1.12,0.4,2.84,0.09,0.31,0.4,0.03,209.85,193.5,0.1,56,37.1,0,0.31,0,0.49,0.22,0,1.48,0.24,0.74,0.88,0.9,3.08,0.45,127.94,66.02,57.18,86.94,37.88,28.01,20.19,35.41,34.58,3.61,0.62,0.21
79,1,354.63,5682.85,55.44,66.23,106.11,128.88,133.35,2.02,1.95,2.55,1,0.38,3.01,0.08,0.25,0.4,0.05,248.63,203.33,0.29,49.75,54.73,0,0.1,0,0.4,0.77,0,1.69,0.28,0.66,0.9,0.89,1.95,0.48,139.01,72.37,58.14,92.74,41.4,29.19,25.46,40.98,38.78,3.34,0.66,0.18
80,1,332.69,4762.92,44.28,51,116.36,130.73,131.71,2.57,2.64,3,1.04,0.43,2.43,0.09,0.3,0.45,0.05,254.77,106.03,0.19,66.07,44.47,0,0,0,0.46,0.32,0,1.56,0.26,0.71,0.87,0.9,2.65,0.46,132.27,63.03,51.48,86.37,37.8,31.25,24.61,38.19,39.78,3.68,0.63,0.2
81,1,319.68,5210.44,57.23,59.8,108.99,117.77,118.76,1.98,1.91,2.1,0.89,0.34,2.67,0.07,0.21,0.47,0.03,245.5,123.35,0.1,71.28,66.63,0,0.05,0,0.3,0.18,0,1.04,0.42,0.74,0.89,0.89,1.92,0.4,116.66,53.17,43.55,75.3,32.65,29.71,22.18,36.75,37.08,3.97,0.72,0.2
82,1,273.19,3960.54,51.2,56.28,88.12,97.56,98.1,1.76,1.74,1.95,0.99,0.37,2.7,0.08,0.19,0.45,0.05,245.8,203.68,0.19,90.73,69.18,0,0.07,0,0.45,0.17,0,1.06,0.25,0.72,0.89,0.89,1.74,0.43,120.07,54.8,45.83,77.85,33.62,30.33,22.12,36.14,37.55,3.95,0.65,0.21
83,1,345.79,5995.93,59.12,63.75,114.26,127.13,127.68,2,1.94,2.17,0.98,0.37,2.7,0.08,0.21,0.48,0.06,271.38,153.45,0.15,70.65,61.43,0,0,0,0.39,0.15,0,1.3,0.31,0.72,0.89,0.89,1.94,0.44,129.36,62.08,51.56,85.05,37.11,30.54,23.27,37.33,38.4,6.61,0.72,0.18
84,1,357.16,6447,64.54,70.55,116.31,129.35,128.92,1.84,1.81,2.02,0.94,0.35,2.8,0.08,0.2,0.44,0.06,266.68,199.75,0.2,70.85,69.53,0,0.06,0,0.37,0.19,0,1.29,0.32,0.72,0.89,0.9,1.81,0.42,120.41,53.71,45.12,77.78,33.43,31.11,22.23,35.53,38.23,6.17,0.66,0.18
85,1,328.29,5313.94,50.59,56.6,116.73,123.93,124.67,2.19,2.31,2.46,1.05,0.46,2.34,0.08,0.25,0.49,0.03,180.73,128.23,0.12,73.43,64.38,0,0.02,0,0.49,0.21,0,1.35,0.22,0.75,0.89,0.89,2.31,0.44,123.58,60.67,47.44,80.42,35.68,28.55,24.1,40.16,37.36,5.74,0.66,0.18
86,1,284.42,3731.11,41.83,49.72,94.7,107.53,107.82,2.18,2.28,2.61,1.08,0.41,2.63,0.09,0.26,0.43,0.05,250.48,191.88,0.18,67.48,58.58,0,0.05,0,0.43,0.35,0,1.23,0.27,0.7,0.86,0.86,2.28,0.47,140.33,62.76,49.22,89.13,39.21,34.62,28.66,39.64,44.95,2.44,0.69,0.21
87,1,320.91,4687.75,50.86,58.5,96.24,112.63,116.28,1.96,1.95,2.34,1.12,0.5,2.27,0.11,0.23,0.46,0.08,265.1,201.83,0.32,98.58,65.1,0,0,0,0.52,0.29,0,1.42,0.18,0.68,0.89,0.88,1.96,0.48,143.8,96.03,57.24,94.61,47.95,16.86,35.37,64.74,39.44,3.73,0.7,0.2
88,1,273.73,4037.21,61.47,64.41,65.17,82.49,81.38,1.28,1.06,1.32,0.96,0.53,2.1,0.1,0.13,0.54,0.09,237.15,252.08,0.35,79,73.05,0.06,0.03,0,0.26,0.34,0,0.62,0.43,0.63,0.89,0.89,1.06,0.5,107.87,111.68,74.68,87.96,48.38,-9.5,23.65,111.9,25.49,4.6,0.74,0.16
89,1,265.23,3693.84,66.55,74.45,49.45,67.06,72.27,0.91,0.74,1.06,1.03,0.66,1.57,0.12,0.14,0.55,0.12,215.5,278.17,0.36,219.7,113.93,0.06,0.01,0,0.4,0.18,0,0.72,0.26,0.59,0.89,0.87,0.74,0.55,144.83,141.43,109.44,119.93,61.8,-5.89,21.49,105.25,22.3,3.19,0.8,0.16
90,1,238.73,2871.43,52.96,58.5,52.81,68.52,76.44,1.17,1.01,1.4,1.05,0.52,2.04,0.14,0.16,0.53,0.07,234.3,267.7,0.24,63.28,118.9,0.02,0.05,0,0.46,0.19,0,0.81,0.24,0.61,0.89,0.88,1.01,0.51,149.27,142.77,106.38,120.37,62.76,-5.21,24.68,101.92,25.22,2.81,0.67,0.18
91,1,201.18,2054.45,71.88,72.81,27.15,37.59,40.88,0.52,0.38,0.57,0.82,0.58,1.49,0.1,0.27,0.54,0.12,206.6,241.5,0.29,207.2,184.37,0.08,0.01,0,0.2,0.35,0,0.25,0.42,0.58,0.89,0.89,0.38,0.52,146.02,82.91,67.11,100.11,45.11,26.62,25.19,43.41,36.66,2.92,0.68,0.19
92,1,257.46,2593.19,68.72,74.39,36.49,54.92,62.92,0.74,0.54,1.02,0.69,0.28,2.61,0.16,0.26,0.44,0.13,220.4,254.13,0.43,201.17,188.43,0.21,0.25,0,0.3,0.76,0,0.57,0.37,0.51,0.86,0.89,0.54,0.53,141.77,77.49,58.91,94.38,43.26,26.81,27.91,49.43,39.43,4.28,0.61,0.24
93,1,264.96,3481.67,90.78,91.63,33.27,51.08,52.47,0.56,0.37,0.59,0.5,0.7,0.79,0.1,0.25,0.54,0.15,212.7,256.73,0.48,170.7,208.25,0.11,0.01,0.12,0.05,0.46,0.19,0.08,0.49,0.52,0.89,0.88,0.37,0.57,140.45,76.58,60.29,94.38,42.53,27.39,26.02,43.62,37.78,3.81,0.69,0.15
94,1,218.9,2365.72,78.91,79.46,26.78,39.01,41.65,0.49,0.34,0.54,0.7,0.7,0.98,0.1,0.29,0.57,0.15,202.9,247.3,0.45,142.33,146.83,0.02,0.02,0.04,0.08,0.39,0.14,0.1,0.46,0.55,0.89,0.88,0.34,0.55,145.29,71.44,57.5,95.3,42.02,32.33,27.14,40.02,42.21,2.43,0.7,0.16
95,1,381.61,5405.63,46.48,59.22,124.78,142.11,142.11,2.39,2.74,3.14,1.12,0.25,4.39,0.11,0.29,0.37,0.03,228.9,107.58,0.15,35.03,41.78,0,0.07,0,0.51,0.32,0,2.17,0.22,0.7,0.89,0.85,2.74,0.46,118.53,54.15,44.33,76.52,33.17,29.93,22.39,36.75,37.4,3.36,0.73,0.16
96,1,266.03,3211.2,92.65,92.68,25.4,47.41,54.39,0.51,0.27,0.59,0.61,0.63,1.16,0.13,0.31,0.59,0.11,213.53,266.87,0.26,197.9,198.07,0.22,0.02,0.04,0.08,0.5,0.02,0.12,0.5,0.42,0.89,0.89,0.27,0.64,132.83,66.56,52.6,87.14,38.57,29.31,25.08,40.54,38.58,4.21,0.47,0.19
97,1,276.09,3601.1,89.32,89.97,30.65,55.34,59.76,0.61,0.34,0.69,0.47,0.59,0.88,0.11,0.26,0.56,0.16,220.7,270.3,0.53,213.77,244.4,0.2,0.01,0.05,0.08,0.53,0.08,0.12,0.51,0.44,0.89,0.89,0.34,0.62,131.31,65.62,52.91,86.53,38.12,29.19,24.23,39.66,37.95,4.46,0.61,0.13
98,1,245.87,2909.59,83.74,84.53,28,43.86,49.56,0.52,0.33,0.59,0.64,0.67,0.91,0.11,0.28,0.58,0.14,209.8,260.43,0.38,133.33,193.67,0.03,0.01,0.01,0.13,0.36,0.06,0.17,0.41,0.51,0.89,0.89,0.33,0.58,148.09,82.9,64.63,100.02,45.43,27.37,27.39,45.03,38.84,3.81,0.75,0.17
99,1,241.43,2914.41,84.58,84.75,26.88,46.27,53.95,0.54,0.32,0.64,0.54,0.48,1.04,0.11,0.28,0.58,0.09,187.5,271.5,0.24,201.35,111.3,0.15,0.01,0.06,0.07,0.45,0.11,0.14,0.5,0.47,0.89,0.88,0.32,0.6,129.35,69.42,56.28,87.15,38.63,26.46,22.69,40.76,34.92,3.5,0.77,0.12
100,1,449.46,5416.21,35.41,51.56,157.52,176.19,184.26,3.5,4.45,5.31,1.06,0.6,1.81,0.13,0.4,0.37,0.01,116.15,77.43,0.1,55.5,31.75,0,0.15,0,0.48,0.69,0,2.34,0.23,0.72,0.89,0.97,4.46,0.48,110.14,114.4,74.32,89.19,49.72,-10.25,25.51,111.87,27.49,3.16,0.65,0.19
101,1,40.09,103.17,11.94,11.96,9.93,10.9,12.36,0.91,0.84,1.03,0.68,0.61,1.1,0.05,0.07,0.53,0.02,194,141.55,0.02,121.85,170.08,0.05,0.03,0.02,0.11,0.04,0.01,0.03,0.45,0.73,0.9,0.87,0.84,0.44,170.92,161.37,117.42,135.78,70.75,-5.43,29.61,100.59,30.12,1.31,0.61,0.22
102,1,124.89,892.22,24.96,29.55,38.59,42.57,42.39,1.45,1.58,1.67,0.92,0.48,1.89,0.1,0.16,0.43,0.06,220.48,226.25,0.28,113.13,80.3,0,0,0,0.41,0.09,0,0.49,0.27,0.72,0.89,0.88,1.58,0.46,163.67,161.19,121.04,134.34,70.06,-7.93,26.23,106.87,27.41,1.79,0.67,0.18
103,1,206.55,1967.5,29.32,30.65,85.51,86.04,87.1,2.81,2.93,2.99,0.6,0.48,1.31,0.06,0.3,0.4,0.05,155.13,52.6,0,69.9,50.08,0,0.08,0.03,0.17,0.14,0.04,0.36,0.42,0.8,0.89,0.89,2.94,0.35,113.59,120.62,74.95,92.7,52.15,-12.54,28.71,113.6,31.33,6.78,0.73,0.17
104,1,188.19,1243.16,17.89,21.34,77.53,80.9,81.87,3.87,4.37,4.62,0.92,0.53,1.8,0.08,0.38,0.43,0.01,110.35,61.73,0.01,42.25,37.73,0,0.11,0,0.34,0.13,0,0.73,0.34,0.77,0.89,0.89,4.38,0.44,114.44,119.27,75.08,92.38,51.76,-11.25,28.09,111.76,30.28,1.87,0.54,0.26
105,1,106.73,681.63,31.88,33.63,22.46,27.64,29.36,0.82,0.71,0.92,0.76,0.52,1.49,0.09,0.11,0.48,0.06,213.28,237.05,0.23,200.2,146.1,0.04,0.01,0,0.27,0.16,0,0.22,0.35,0.66,0.91,0.89,0.72,0.47,156.98,150.35,107.34,124.5,65.95,-6.33,28.75,102.6,29.46,2.23,0.65,0.19
106,1,114.95,845.98,37,37.17,24.72,28.45,30.13,0.76,0.67,0.82,0.79,0.63,1.26,0.06,0.12,0.56,0.06,195.75,232.18,0.22,176.85,159.05,0,0,0.03,0.14,0.08,0.03,0.11,0.46,0.69,0.89,0.89,0.67,0.46,158.63,163.95,111.44,130.43,70.15,-13.37,32.7,112.23,35.33,1.4,0.63,0.21
107,1,127.47,821.01,18.56,25.78,44.47,46.69,47.5,1.81,2.39,2.53,1.32,0.48,2.79,0.11,0.24,0.41,0.02,202.73,194.4,0.14,77.68,53.63,0,0,0,0.59,0.07,0,0.73,0.19,0.76,0.89,0.89,2.41,0.5,137.92,138.54,92.98,110.41,60.38,-9.81,29.34,108.48,30.94,1.16,0.65,0.19
108,1,371.57,2956.56,20.3,33.78,121.75,155.79,160.95,4.65,5.93,8.14,1.33,0.56,2.47,0.14,0.44,0.35,0.01,144.03,71.65,0.08,32.6,22.03,0,0.17,0,0.76,0.51,0,2.26,0.05,0.62,0.89,0.79,5.96,0.59,128.67,127.2,85.32,101.38,55.83,-8,27.45,106.2,28.62,3.4,0.64,0.19
109,1,384.41,3414.24,22.92,35.58,149.94,161.78,163.05,4.58,6.6,7.24,1.29,0.59,2.24,0.12,0.43,0.39,0.02,58.73,94.48,0.12,35.73,31.1,0,0.03,0,0.44,0.42,0,2.24,0.08,0.74,0.88,0.94,6.63,0.5,121.56,123.24,80.31,96.72,53.81,-9.58,27.66,109.16,29.28,1.39,0.67,0.17
110,1,352.55,3474.08,26.54,35.96,132.36,145.8,148.62,4.2,5,5.68,1.2,0.53,2.3,0.11,0.41,0.42,0.02,109.08,69.05,0.11,39.93,32.25,0,0,0,0.58,0.36,0,2.13,0.13,0.73,0.89,0.87,5.02,0.49,127.56,126.76,85.54,101.8,55.52,-8.26,26.94,106.77,28.26,1.06,0.61,0.22
111,1,374.7,3262.6,23.62,34.78,132.78,156.95,160.5,4.53,5.65,7,1.13,0.56,2.08,0.12,0.43,0.41,0.04,125.15,127.13,0.1,46.15,38.68,0,0.05,0,0.45,0.49,0,1.85,0.1,0.68,0.88,0.94,5.66,0.52,135.46,129.77,83.69,104.75,57.28,-6.62,30.9,101.38,31.86,2.44,0.67,0.18
112,1,379.35,4079.82,30.12,37.72,137.92,157.37,157.76,4.15,4.56,5.3,1.09,0.55,2.01,0.1,0.4,0.47,0.02,116.43,62.78,0.11,37.05,32.15,0,0.24,0,0.5,0.4,0,1.63,0.09,0.71,0.88,0.92,4.57,0.48,125.32,126.51,81.18,99.34,55.17,-9.8,29.25,108.5,30.95,1.2,0.63,0.2
113,1,359.24,7087.03,68.45,71.46,115.82,124.76,126.77,1.74,1.69,1.86,0.94,0.58,1.62,0.07,0.18,0.53,0.04,231.65,116.6,0.15,48.2,80.4,0,0.06,0,0.29,0.23,0,0.88,0.37,0.74,0.89,0.89,1.69,0.44,119.59,53.6,43.76,76.74,33.11,30.62,22.74,36.53,38.15,3.61,0.69,0.17
114,1,361.19,4158.59,30.88,40.7,133.99,150.81,151.43,3.69,4.34,4.93,1.21,0.51,2.38,0.11,0.39,0.44,0.02,139.25,76.83,0.07,125.7,44.23,0,0.08,0,0.55,0.39,0,1.78,0.15,0.71,0.89,0.89,4.34,0.5,119.15,123.97,78.43,95.79,53.73,-11.48,28.92,111.58,31.13,2.58,0.68,0.18
115,1,223.44,1484.43,16.98,23.11,91.04,97.13,98.13,4.31,5.38,5.86,1.1,0.55,2.01,0.1,0.41,0.39,0.03,243.75,49.2,0.04,40.3,23.23,0,0.16,0,0.49,0.21,0,1.34,0.21,0.75,0.9,0.88,5.43,0.48,133.25,140.95,91.86,110.07,60.61,-13.59,30.44,114.13,33.34,2.57,0.56,0.25
116,1,213.74,943.97,11.54,24.89,75.5,91.08,95.58,3.74,6.57,8.59,1.13,0.58,1.97,0.17,0.44,0.26,0.02,57.15,16.4,0,24.15,17.38,0,0.1,0,0.45,0.52,0,1.85,0.14,0.66,0.94,1.05,6.65,0.54,145.49,145.6,98.11,115.67,63.37,-9.96,30.45,108.14,32.04,2.21,0.54,0.26
117,1,108.49,771.79,32.51,33.21,27.22,29.57,32.53,0.89,0.84,1,0.83,0.55,1.53,0.06,0.07,0.53,0,134.98,155.3,0,214.85,105.83,0,0.03,0,0.26,0.05,0,0.17,0.39,0.73,0.89,0.89,0.83,0.43,148.36,149.71,103.11,120.9,64.82,-10.54,29.89,109.44,31.7,0.96,0.63,0.21
118,1,176.81,1788.33,59.61,60.18,29.55,38.93,41.97,0.65,0.5,0.71,0.76,0.59,1.35,0.08,0.19,0.52,0.09,152.5,97.95,0.24,147.13,141.9,0.02,0.03,0.04,0.15,0.17,0.04,0.16,0.46,0.61,0.89,0.89,0.5,0.5,162.52,86.31,66.06,107.52,48.51,31.63,31.08,44.47,44.35,1.45,0.77,0.12
119,1,125.36,974.38,41.02,41.49,25.46,29.65,33.33,0.71,0.62,0.81,0.79,0.63,1.27,0.06,0.14,0.55,0.01,45,2.93,0,206.5,133.28,0.02,0.01,0.03,0.12,0.1,0.03,0.11,0.49,0.68,0.89,0.88,0.62,0.47,159.9,158.52,110.59,129.53,68.61,-9.61,31.05,106.86,32.75,1.07,0.63,0.2
120,1,394.67,6864.65,58.45,63.7,130.84,144.58,145.09,2.28,2.24,2.51,0.96,0.35,2.72,0.07,0.25,0.51,0.05,230.2,54.23,0.18,113.33,52.23,0,0.29,0,0.42,0.23,0,1.26,0.24,0.72,0.88,0.9,2.25,0.44,97.49,40.56,34.12,61.68,25.85,27.97,18.43,33.34,33.51,2.3,0.73,0.14
121,1,230.31,2368.76,33.02,34.61,91.1,93.35,94.58,2.7,2.76,2.86,0.62,0.44,1.41,0.05,0.29,0.42,0.06,121.78,52.03,0,84.73,38.6,0,0.13,0,0.23,0.16,0,0.5,0.38,0.78,0.89,0.88,2.77,0.37,109.63,112.91,68.11,86.33,49.21,-10.48,28.82,109.87,30.73,6.44,0.71,0.19
122,1,291.58,4221.09,100.31,102.36,36.89,56.94,67.49,0.56,0.37,0.73,0.52,0.68,0.74,0.11,0.26,0.54,0.07,131.85,114.28,0.14,175.9,87.05,0.16,0.03,0.09,0.05,0.51,0.25,0.06,0.46,0.52,0.88,0.88,0.37,0.55,126.85,68.38,54.2,85.05,37.83,25.69,22.86,41.63,34.39,4.48,0.94,0.14
123,1,494.12,4696.3,26.27,42.76,187.51,203.65,212.57,4.86,7.17,8.27,1,0.64,1.57,0.15,0.44,0.37,0.07,217.3,109.3,0.01,33.9,12.13,0,0.05,0,0.32,0.65,0,2.09,0.26,0.74,0.99,1.02,7.19,0.47,112.22,116.17,73.58,89.58,50.52,-10.48,27.16,111.09,29.11,3.24,0.55,0.25
124,1,265.95,3223.64,42.06,50.48,84.1,95.42,96.74,1.9,2.02,2.32,1.11,0.38,3.28,0.1,0.22,0.43,0.06,88.03,57.75,0.41,128.1,47.25,0,0.13,0,0.52,0.23,0,1.31,0.2,0.71,0.88,0.9,2.02,0.45,109.27,58.24,47.96,73.86,32.57,23.77,18.88,38.66,30.4,5.07,0.76,0.12
125,1,278.52,4405.64,63.75,68.54,68.09,82.06,88.22,1.2,1.07,1.36,0.99,0.61,1.63,0.11,0.13,0.56,0.06,130.65,178.5,0.18,134.18,68.4,0.01,0.01,0,0.38,0.2,0,0.75,0.26,0.67,0.89,0.89,1.07,0.5,125.32,121.58,91.12,101.91,53.69,-5.1,20.62,103.89,21.24,2.73,0.73,0.14
126,1,292.29,4258.36,63.69,66.25,61.81,82.34,94.55,1.25,0.98,1.5,0.76,0.81,0.91,0.1,0.12,0.63,0.06,135.1,113.18,0.22,90.35,85.93,0.01,0.07,0.07,0.15,0.3,0.18,0.17,0.41,0.6,0.89,0.89,0.98,0.54,128.19,123.82,94.18,104.69,54.66,-4.71,20.13,103.21,20.69,2.18,0.61,0.22
127,1,220.19,2893.75,54.99,58.5,54.63,63.46,70.77,1.09,1,1.28,0.95,0.6,1.65,0.09,0.1,0.55,0,134.9,117.9,0,180.55,85.3,0.02,0,0,0.36,0.15,0,0.52,0.25,0.69,0.89,0.88,1,0.48,124.5,124.78,83.85,99.32,54.39,-8.61,26.67,107.92,28.03,2.37,0.71,0.17
128,1,215.91,1247.61,14.65,23.16,83.29,93.01,94.15,4.08,5.84,6.64,1.19,0.47,2.54,0.11,0.42,0.32,0.01,221.28,12.75,0.08,33.98,14.18,0,0.02,0,0.53,0.25,0,1.77,0.23,0.72,0.88,0.91,5.89,0.51,123.3,127.47,79.08,98.15,55.3,-11.66,30.71,110.76,32.85,2.51,0.6,0.22
129,1,276.83,3508.95,44.22,50.07,83,100.08,100.52,2,1.88,2.29,1,0.39,2.7,0.09,0.23,0.47,0.07,173.03,73.93,0.5,95.8,44.1,0,0.13,0,0.4,0.38,0,1.02,0.26,0.66,0.89,0.89,1.89,0.48,107.08,52.82,43.4,70.63,30.74,25.65,19.32,37,32.11,5.85,0.8,0.09
130,1,191.22,1436.27,22.44,25.63,70.42,77.39,77.86,3.03,3.16,3.49,1,0.43,2.4,0.08,0.33,0.45,0.04,199.35,38.65,0.16,66.75,29.55,0,0.05,0,0.44,0.1,0,0.82,0.23,0.73,0.89,0.88,3.17,0.45,110.57,110.78,73.33,89.15,48.37,-7.66,24.57,105.9,26.16,1.33,0.63,0.2
131,1,302.42,3757.47,38.97,44.64,102.89,111,113.19,2.51,2.69,2.98,1.11,0.61,1.91,0.09,0.3,0.54,0.04,203.53,36.63,0.2,65.63,25.03,0,0.15,0,0.45,0.22,0,1.1,0.23,0.74,0.89,0.89,2.69,0.47,112.93,52.98,43.7,73.58,31.85,28.15,20.81,36.48,35.01,2.49,0.66,0.18
132,1,376.81,7685.65,70.33,72.45,123.13,135.18,134.1,1.88,1.76,1.92,0.87,0.51,1.7,0.06,0.19,0.51,0.06,219.93,63.83,0.23,103.03,49.9,0,0.02,0,0.29,0.26,0,0.84,0.35,0.73,0.89,0.89,1.76,0.43,105.82,45.94,39.06,67.9,28.78,28.88,19.3,33.76,34.73,5.12,0.75,0.13
133,1,396.19,9159.97,77.72,84.75,133.35,144.78,141.11,1.71,1.72,1.82,0.96,0.42,2.31,0.08,0.17,0.48,0.03,0,82.2,0.17,92.4,46.8,0,0,0,0.39,0.23,0,1.34,0.3,0.74,0.89,0.89,1.71,0.43,98.01,44.58,38.25,63.87,26.97,26.1,17.08,33.2,31.19,4.07,0.82,0.16
134,1,250.5,3070.59,61.95,64.62,47.48,63.33,77.45,0.99,0.78,1.28,0.91,0.7,1.32,0.11,0.14,0.57,0.05,235.78,110.93,0.11,69.48,83.53,0.06,0.07,0.03,0.23,0.31,0.12,0.31,0.41,0.6,0.89,0.89,0.78,0.52,105.64,109.67,72.29,86.37,47.38,-9.65,23.75,112.11,25.65,3.81,0.97,0.12
135,1,291.12,1972.76,17.02,27.56,114.45,126.64,129.08,4.69,6.74,7.69,1.17,0.54,2.19,0.12,0.44,0.35,0.03,228.43,4.83,0.02,34.05,9.83,0,0.18,0,0.49,0.3,0,2.15,0.21,0.73,0.92,0.9,6.79,0.51,123.38,127.93,80.16,98.58,55.44,-11.73,30.24,111.23,32.44,2.83,0.55,0.25
136,1,228.22,2393.65,37.44,41.21,75.67,85.83,89,2.09,2.01,2.39,0.83,0.42,2.08,0.09,0.26,0.39,0.05,155.43,59.5,0.04,142.25,25.73,0,0.12,0,0.32,0.34,0,0.77,0.39,0.7,0.89,0.89,2.01,0.4,106.49,70.78,53.26,75.07,35.46,14.77,19.03,52.01,25.18,5.11,0.61,0.21
137,1,291.08,4199.88,65.13,68.56,56.28,76.79,86.76,1.13,0.87,1.31,0.98,0.73,1.33,0.1,0.12,0.63,0.04,179.1,126.93,0.11,282.4,110.23,0.19,0.01,0,0.33,0.15,0,0.43,0.28,0.58,0.89,0.88,0.87,0.57,99.78,102.2,66.93,80.03,44.37,-8.39,22.79,110.22,24.29,2.06,0.78,0.12
138,1,298.55,3767.38,60.45,65.59,49.56,76.28,90.69,1.17,0.83,1.43,0.94,0.76,1.26,0.13,0.15,0.61,0.09,173.27,166.73,0.3,230.03,96.83,0.04,0.01,0,0.16,0.28,0,0.41,0.44,0.51,0.87,0.89,0.83,0.61,107.53,112.27,75.74,88.89,48.59,-9.94,23.23,113.14,25.27,3.65,0.86,0.1
139,1,284.82,3803.73,67.9,68.58,48.87,71.73,82.69,1.05,0.72,1.22,0.9,0.61,1.7,0.12,0.13,0.6,0.07,182.15,82.8,0.27,161.13,100.3,0.2,0.02,0,0.19,0.23,0,0.39,0.45,0.55,0.89,0.89,0.72,0.55,101.32,105.14,70.05,83.26,45.64,-9.16,22.39,112.28,24.19,5.51,0.6,0.11
140,1,335.39,2966.37,22.16,39.37,118.77,134.39,140.08,3.42,5.39,6.42,1.35,0.62,2.2,0.13,0.41,0.35,0.03,165.48,86.63,0.09,25.95,17.45,0,0.12,0,0.51,0.58,0,2.2,0.22,0.71,0.87,0.95,5.4,0.56,115.65,116.43,79.4,92.9,50.95,-8.11,24.01,108.52,25.35,4.57,0.69,0.16
141,1,285.35,4266.9,49.06,56.13,92.69,101.09,100.79,1.8,1.89,2.06,1.08,0.55,2.03,0.09,0.21,0.48,0.05,202.18,79.55,0.22,113.18,35.15,0,0,0,0.5,0.21,0,1.09,0.19,0.73,0.89,0.88,1.89,0.46,127.84,60.86,50.29,83.7,36.5,30.53,23.41,37.34,38.49,2.05,0.68,0.17
142,1,269.57,2729.96,32.79,39.62,82.89,100.61,103.48,2.59,2.62,3.31,1.19,0.43,2.88,0.1,0.3,0.46,0.05,281.8,175.25,0.19,60.85,49.8,0,0.16,0,0.65,0.3,0,1.43,0.09,0.66,0.88,0.88,2.62,0.51,124.89,53.73,44.57,79.62,34.23,32.97,23.93,35.98,40.75,2.16,0.73,0.14
143,1,146,1121.64,26.25,31.54,48.64,53.17,53.65,1.72,1.93,2.13,1.04,0.31,3.39,0.1,0.2,0.4,0.03,218.28,181.55,0.12,53.4,54.55,0,0.05,0,0.49,0.1,0,0.73,0.23,0.74,0.89,0.89,1.93,0.44,147.07,142.36,99.73,116.27,62.5,-6.94,28.33,103.77,29.17,1.69,0.68,0.17
144,1,345.53,3296.77,27.81,67.01,87.61,116.18,145.14,1.83,3.15,6.58,1.13,1.34,1,0.17,0.33,0.31,0.03,187.25,84.48,0.1,47.45,17.33,0,0.46,0.28,0.03,1.46,1.26,1.04,0.71,0.61,0.77,25.54,3.16,0.63,112.84,114.46,69.29,87.3,50.07,-9.69,29.25,108.3,30.82,2.26,0.55,0.25
145,1,321.73,4077.87,37.13,44.53,113.77,130.41,130.8,2.97,3.1,3.59,1.08,0.49,2.25,0.09,0.34,0.45,0.03,267.6,106.75,0.14,60.53,38.73,0,0.12,0,0.43,0.42,0,1.57,0.24,0.7,0.88,0.9,3.11,0.48,120.66,125.23,85.28,99.52,54.4,-10.56,25.35,112.55,27.47,2.62,0.67,0.18
146,1,328.74,2986.83,25.1,36.51,124.99,138.58,140.82,3.9,4.96,5.67,1.14,0.47,2.47,0.12,0.41,0.36,0.02,54.53,66.88,0.09,32.35,19.73,0,0.09,0,0.48,0.45,0,2.24,0.22,0.72,0.87,0.99,4.99,0.47,131.78,134.18,93.3,107.67,58.38,-9.77,26.12,110.63,27.92,3.73,0.64,0.19
147,1,395.2,6185.44,47.13,48.8,153.42,162.98,163.98,3.34,3.26,3.5,0.89,0.42,2.16,0.07,0.34,0.49,0.03,162.9,88.83,0.1,55.3,46.17,0,0.04,0,0.34,0.17,0,1.31,0.36,0.75,0.89,0.89,3.26,0.41,108.59,111.46,72.15,86.79,48.8,-9.46,25.36,110.4,27.07,2.52,0.56,0.25
148,1,390.82,8467.87,71.4,74.25,135.44,144.24,144.85,1.94,1.9,2.03,0.89,0.48,1.85,0.06,0.2,0.53,0.05,254.1,119.13,0.13,98.63,87.23,0,0.02,0,0.34,0.16,0,0.98,0.33,0.75,0.89,0.89,1.9,0.43,121.87,60.54,51.41,81.43,35.32,28.23,20.55,36.05,34.92,2.8,0.66,0.18
