6,11,111,278,555,833,1110
4,8,76,189,379,568,757
8,16,158,396,792,1188,1584
6,13,127,318,636,954,1272
6,13,129,322,644,965,1287
4,7,75,187,375,562,749
3,7,69,172,344,515,687
4,9,88,220,439,659,878
8,15,154,386,772,1158,1544
7,14,141,353,707,1060,1413
6,11,111,276,553,829,1105
6,12,120,301,602,903,1204
