"s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5"
"s3","s5","s3","s5","s3","s5","s3","s3","s3","s3","s3","s5","s3","s3","s5","s3","s3","s3","s5","s3","s3","s3","s3","s3","s3","s3","s5","s3","s3","s3"
"s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5"
"s3","s5","s3","s3","s3","s3","s3","s5","s3","s3","s3","s3","s5","s3","s3","s3","s3","s3","s3","s3","s5","s3","s3","s5","s3","s3","s3","s3","s3","s3"
"s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s3","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s5","s3","s5","s5","s5"
"s5","s3","s3","s3","s5","s3","s3","s5","s3","s3","s5","s5","s3","s3","s5","s3","s3","s5","s3","s3","s3","s5","s5","s5","s5","s3","s3","s3","s3","s5"
"s5","s3","s3","s3","s5","s5","s3","s5","s5","s5","s5","s5","s5","s3","s5","s5","s5","s3","s5","s3","s5","s3","s5","s3","s5","s5","s3","s3","s3","s5"
"s3","s3","s3","s3","s3","s3","s5","s5","s3","s3","s3","s3","s3","s3","s3","s3","s3","s5","s5","s3","s3","s3","s3","s5","s3","s3","s5","s3","s3","s3"
"s5","s3","s3","s3","s3","s3","s3","s5","s3","s3","s3","s5","s3","s5","s3","s5","s3","s5","s3","s3","s5","s3","s3","s3","s3","s3","s3","s3","s5","s3"
"s3","s5","s3","s5","s3","s3","s3","s3","s3","s3","s3","s5","s3","s3","s3","s5","s3","s3","s3","s5","s3","s5","s3","s5","s5","s3","s3","s5","s3","s3"
