"Trait","Mean-AUC","Accurancy","Top1","Top2","SD-AUC","Accurancy","Top1","Top2"
"Perimeter","0.854005146862362","0.766958013112212","0.00704225352112676","0.615731958547627","0.116677992773066","0.0727004725238698","0.0593390829096927","0.214751470063954"
"Area","0.752316801465395","0.570571584329649","0.292873563218391","0.470404431408203","0.0916696623355951","0.0801250676129434","0.267145364781077","0.145742990043258"
